type;n;k;comps;swaps
ExperimentalSelect7;8600;7;79823;35668
ExperimentalSelect9;8600;9;108428;46114
ExperimentalSelect3;8600;3;46942;20208
ExperimentalSelect5;8600;5;67713;31444
ExperimentalSelect7;8600;7;84659;36212
ExperimentalSelect9;8600;9;106270;43565
ExperimentalSelect3;8600;3;47231;20456
ExperimentalSelect5;8600;5;70151;29012
ExperimentalSelect7;8600;7;83140;35019
ExperimentalSelect9;8600;9;104755;42254
ExperimentalSelect3;8600;3;49645;21305
ExperimentalSelect5;8600;5;72045;29557
ExperimentalSelect7;8600;7;82846;38307
ExperimentalSelect9;8600;9;100948;47234
ExperimentalSelect3;8600;3;53674;20463
ExperimentalSelect5;8600;5;63488;29379
ExperimentalSelect7;8600;7;88881;35669
ExperimentalSelect9;8600;9;101523;46638
ExperimentalSelect3;8600;3;63038;23970
ExperimentalSelect5;8600;5;67633;30798
ExperimentalSelect7;8600;7;85856;36513
ExperimentalSelect9;8600;9;96688;42137
ExperimentalSelect3;8600;3;55513;22281
ExperimentalSelect5;8600;5;74968;28991
ExperimentalSelect7;8600;7;82296;36104
ExperimentalSelect9;8600;9;100791;42949
ExperimentalSelect3;8600;3;50593;21820
ExperimentalSelect5;8600;5;72406;29573
ExperimentalSelect7;8600;7;87461;37833
ExperimentalSelect9;8600;9;102800;42986
ExperimentalSelect3;8600;3;50062;20013
ExperimentalSelect5;8600;5;65525;30055
ExperimentalSelect7;8600;7;84259;37623
ExperimentalSelect9;8600;9;102977;42570
ExperimentalSelect3;8600;3;50352;20420
ExperimentalSelect5;8600;5;74690;28999
ExperimentalSelect7;8600;7;87515;36282
ExperimentalSelect9;8600;9;96609;42816
ExperimentalSelect3;8600;3;45020;20479
ExperimentalSelect5;8600;5;68732;30153
ExperimentalSelect7;8600;7;87871;35811
ExperimentalSelect9;8600;9;97981;43104
ExperimentalSelect3;8600;3;48712;20528
ExperimentalSelect5;8600;5;68143;28173
ExperimentalSelect7;8600;7;84255;36242
ExperimentalSelect9;8600;9;98722;44234
ExperimentalSelect3;8600;3;52039;20369
ExperimentalSelect5;8600;5;65648;29929
ExperimentalSelect7;8600;7;84622;35597
ExperimentalSelect9;8600;9;101638;42920
ExperimentalSelect3;8600;3;54306;21813
ExperimentalSelect5;8600;5;71029;30705
ExperimentalSelect7;8600;7;83841;36373
ExperimentalSelect9;8600;9;104921;45970
ExperimentalSelect3;8600;3;49060;21330
ExperimentalSelect5;8600;5;66221;28884
ExperimentalSelect7;8600;7;82251;37791
ExperimentalSelect9;8600;9;103119;43110
ExperimentalSelect3;8600;3;60836;21559
ExperimentalSelect5;8600;5;68364;30495
ExperimentalSelect7;8600;7;82960;36421
ExperimentalSelect9;8600;9;101593;45295
ExperimentalSelect3;8600;3;48457;20933
ExperimentalSelect5;8600;5;65920;31141
ExperimentalSelect7;8600;7;86316;37067
ExperimentalSelect9;8600;9;106731;42882
ExperimentalSelect3;8600;3;41907;20825
ExperimentalSelect5;8600;5;68101;29746
ExperimentalSelect7;8600;7;88618;38695
ExperimentalSelect9;8600;9;103096;46221
ExperimentalSelect3;8600;3;51564;21049
ExperimentalSelect5;8600;5;74483;29124
ExperimentalSelect7;8600;7;86502;37944
ExperimentalSelect9;8600;9;103104;46703
ExperimentalSelect3;8600;3;54795;21077
ExperimentalSelect5;8600;5;66262;30241
ExperimentalSelect7;8600;7;84022;35916
ExperimentalSelect9;8600;9;105680;41856
ExperimentalSelect3;8600;3;59559;23876
ExperimentalSelect5;8600;5;66106;28871
ExperimentalSelect7;8600;7;81520;37523
ExperimentalSelect9;8600;9;102943;43024
ExperimentalSelect3;8600;3;53052;21013
ExperimentalSelect5;8600;5;61833;29828
ExperimentalSelect7;8600;7;88726;36035
ExperimentalSelect9;8600;9;107308;45469
ExperimentalSelect3;8600;3;51809;20905
ExperimentalSelect5;8600;5;71638;30372
ExperimentalSelect7;8600;7;79433;35669
ExperimentalSelect9;8600;9;100360;46198
ExperimentalSelect3;8600;3;50461;20974
ExperimentalSelect5;8600;5;70214;28844
ExperimentalSelect7;8600;7;85084;35690
ExperimentalSelect9;8600;9;100288;42066
ExperimentalSelect3;8600;3;56423;22071
ExperimentalSelect5;8600;5;70040;28888
ExperimentalSelect7;8600;7;82183;35978
ExperimentalSelect9;8600;9;106378;46856
ExperimentalSelect3;8600;3;52740;20348
ExperimentalSelect5;8600;5;66189;28517
ExperimentalSelect7;8600;7;80128;35391
ExperimentalSelect9;8600;9;106891;48458
ExperimentalSelect3;8600;3;48105;21018
ExperimentalSelect5;8600;5;67778;28352
ExperimentalSelect7;8600;7;86971;36697
ExperimentalSelect9;8600;9;102541;43498
ExperimentalSelect3;8600;3;47066;20930
ExperimentalSelect5;8600;5;68268;28694
ExperimentalSelect7;8600;7;84050;35856
ExperimentalSelect9;8600;9;103955;42868
ExperimentalSelect3;8600;3;50884;21734
ExperimentalSelect5;8600;5;70466;30033
ExperimentalSelect7;8600;7;84506;36404
ExperimentalSelect9;8600;9;97966;43775
ExperimentalSelect3;8600;3;50984;20943
ExperimentalSelect5;8600;5;65308;29219
ExperimentalSelect7;8600;7;81669;38519
ExperimentalSelect9;8600;9;104678;42438
ExperimentalSelect3;8600;3;43917;20573
ExperimentalSelect5;8600;5;74774;30490
ExperimentalSelect7;8600;7;90497;38422
ExperimentalSelect9;8600;9;105421;44779
ExperimentalSelect3;8600;3;50744;21292
ExperimentalSelect5;8600;5;65758;29111
ExperimentalSelect7;8600;7;79223;37990
ExperimentalSelect9;8600;9;101868;42476
ExperimentalSelect3;8600;3;51618;19974
ExperimentalSelect5;8600;5;63361;29404
ExperimentalSelect7;8600;7;81664;36049
ExperimentalSelect9;8600;9;102048;41977
ExperimentalSelect3;8600;3;59377;22200
ExperimentalSelect5;8600;5;63528;28065
ExperimentalSelect7;8600;7;81005;35822
ExperimentalSelect9;8600;9;98711;43218
ExperimentalSelect3;8600;3;54929;20663
ExperimentalSelect5;8600;5;68674;30393
ExperimentalSelect7;8600;7;87341;39415
ExperimentalSelect9;8600;9;94656;43439
ExperimentalSelect3;8600;3;55333;21474
ExperimentalSelect5;8600;5;68728;28712
ExperimentalSelect7;8600;7;89324;36979
ExperimentalSelect9;8600;9;102085;46763
ExperimentalSelect3;8600;3;52143;22745
ExperimentalSelect5;8600;5;68776;30575
ExperimentalSelect7;8600;7;86904;38096
ExperimentalSelect9;8600;9;99369;45870
ExperimentalSelect3;8600;3;61537;24463
ExperimentalSelect5;8600;5;65923;28690
ExperimentalSelect7;8600;7;82724;36718
ExperimentalSelect9;8600;9;103740;42337
ExperimentalSelect3;8600;3;52080;21270
ExperimentalSelect5;8600;5;63607;29773
ExperimentalSelect7;8600;7;84353;39035
ExperimentalSelect9;8600;9;106462;43108
ExperimentalSelect3;8600;3;51836;20566
ExperimentalSelect5;8600;5;62955;27787
ExperimentalSelect7;8600;7;88046;37938
ExperimentalSelect9;8600;9;105783;46295
ExperimentalSelect3;8600;3;62647;25333
ExperimentalSelect5;8600;5;71197;29878
ExperimentalSelect7;8600;7;91063;38200
ExperimentalSelect9;8600;9;99913;44190
ExperimentalSelect3;8600;3;48827;21492
ExperimentalSelect5;8600;5;72035;28568
ExperimentalSelect7;8600;7;89963;36418
ExperimentalSelect9;8600;9;98631;45994
ExperimentalSelect3;8600;3;56241;21779
ExperimentalSelect5;8600;5;67312;29128
ExperimentalSelect7;8600;7;82553;36265
ExperimentalSelect9;8600;9;98571;47027
ExperimentalSelect3;8600;3;54815;22808
ExperimentalSelect5;8600;5;68150;30268
ExperimentalSelect7;8600;7;83443;36916
ExperimentalSelect9;8600;9;93078;44063
ExperimentalSelect3;8600;3;54310;21250
ExperimentalSelect5;8600;5;63227;27685
ExperimentalSelect7;8600;7;80277;37061
ExperimentalSelect9;8600;9;103165;44350
ExperimentalSelect3;8600;3;52633;20247
ExperimentalSelect5;8600;5;67600;28763
ExperimentalSelect7;8600;7;84854;36181
ExperimentalSelect9;8600;9;109907;47462
ExperimentalSelect3;8600;3;46274;20757
ExperimentalSelect5;8600;5;71957;28237
ExperimentalSelect7;8600;7;82943;36352
ExperimentalSelect9;8600;9;98356;44557
ExperimentalSelect3;8600;3;52816;21045
ExperimentalSelect5;8600;5;67115;29628
ExperimentalSelect7;8600;7;85303;35611
ExperimentalSelect9;8600;9;97295;44851
ExperimentalSelect3;8600;3;49832;21027
ExperimentalSelect5;8600;5;72378;29204
ExperimentalSelect7;8600;7;85702;36806
ExperimentalSelect9;8600;9;105164;45956
ExperimentalSelect3;8600;3;50510;20526
ExperimentalSelect5;8600;5;71423;29159
ExperimentalSelect7;8600;7;92201;37607
ExperimentalSelect9;8600;9;97766;44977
ExperimentalSelect3;8600;3;43710;20274
ExperimentalSelect5;8600;5;63329;29718
ExperimentalSelect7;8600;7;85580;37796
ExperimentalSelect9;8600;9;105127;43124
ExperimentalSelect3;8600;3;46958;21078
ExperimentalSelect5;8600;5;71641;29711
ExperimentalSelect7;8600;7;84561;36002
ExperimentalSelect9;8600;9;103112;44608
ExperimentalSelect3;8600;3;49933;20391
ExperimentalSelect5;8600;5;63467;29706
ExperimentalSelect7;8600;7;88042;36534
ExperimentalSelect9;8600;9;103872;47312
ExperimentalSelect3;8600;3;56090;21386
ExperimentalSelect5;8600;5;66980;29038
ExperimentalSelect7;8600;7;88763;37641
ExperimentalSelect9;8600;9;101523;42299
ExperimentalSelect3;8600;3;48329;21065
ExperimentalSelect5;8600;5;66433;29326
ExperimentalSelect7;8600;7;88585;37471
ExperimentalSelect9;8600;9;98714;42456
ExperimentalSelect3;8600;3;54182;20723
ExperimentalSelect5;8600;5;63506;29547
ExperimentalSelect7;8600;7;89604;38505
ExperimentalSelect9;8600;9;98629;45040
ExperimentalSelect3;8600;3;47932;20632
ExperimentalSelect5;8600;5;64264;28990
ExperimentalSelect7;8600;7;88166;36656
ExperimentalSelect9;8600;9;105538;45505
ExperimentalSelect3;8600;3;46855;20428
ExperimentalSelect5;8600;5;71739;29910
ExperimentalSelect7;8600;7;82660;35212
ExperimentalSelect9;8600;9;100216;45534
ExperimentalSelect3;8600;3;49368;21576
ExperimentalSelect5;8600;5;63965;29015
ExperimentalSelect7;8600;7;79376;35431
ExperimentalSelect9;8600;9;96060;42393
ExperimentalSelect3;8600;3;47189;20206
ExperimentalSelect5;8600;5;71121;30488
ExperimentalSelect7;8600;7;80766;37425
ExperimentalSelect9;8600;9;103962;45999
ExperimentalSelect3;8600;3;52717;22078
ExperimentalSelect5;8600;5;65503;30059
ExperimentalSelect7;8600;7;80323;36710
ExperimentalSelect9;8600;9;96760;44094
ExperimentalSelect3;8600;3;47966;20875
ExperimentalSelect5;8600;5;69412;29184
ExperimentalSelect7;8600;7;89860;38217
ExperimentalSelect9;8600;9;102861;48568
ExperimentalSelect3;8600;3;49046;20474
ExperimentalSelect5;8600;5;68386;29077
ExperimentalSelect7;8600;7;89250;36453
ExperimentalSelect9;8600;9;101514;43314
ExperimentalSelect3;8600;3;50184;21110
ExperimentalSelect5;8600;5;72481;28579
ExperimentalSelect7;8600;7;83623;35179
ExperimentalSelect9;8600;9;102665;41848
ExperimentalSelect3;8600;3;54529;21617
ExperimentalSelect5;8600;5;71814;28952
ExperimentalSelect7;8600;7;91786;37382
ExperimentalSelect9;8600;9;97022;46941
ExperimentalSelect3;8600;3;51005;20682
ExperimentalSelect5;8600;5;69158;30715
ExperimentalSelect7;8600;7;88064;35480
ExperimentalSelect9;8600;9;103413;44116
ExperimentalSelect3;8600;3;49003;21029
ExperimentalSelect5;8600;5;64763;29860
ExperimentalSelect7;8600;7;83552;35142
ExperimentalSelect9;8600;9;103574;42699
ExperimentalSelect3;8600;3;52560;21824
ExperimentalSelect5;8600;5;70959;28059
ExperimentalSelect7;8600;7;90835;36969
ExperimentalSelect9;8600;9;96802;45434
ExperimentalSelect3;8600;3;55629;21845
