type;position;n;time;comps
coefficient;random;69000;0.057234;1.816563
normal;beginning;70000;0.960000;28.920000
normal;middle;70000;0.880000;29.240000
normal;end;70000;1.180000;29.640000
normal;nowhere;70000;1.020000;32.000000
normal;random;70000;1.240000;29.080000
coefficient;beginning;70000;0.059646;1.796824
coefficient;middle;70000;0.054675;1.816706
coefficient;end;70000;0.073314;1.841558
coefficient;nowhere;70000;0.063373;1.988187
coefficient;random;70000;0.077042;1.806765
normal;beginning;71000;1.260000;29.720000
normal;middle;71000;0.860000;29.200000
normal;end;71000;0.940000;29.760000
normal;nowhere;71000;0.820000;32.000000
normal;random;71000;1.000000;29.760000
coefficient;beginning;71000;0.078185;1.844184
coefficient;middle;71000;0.053365;1.811917
coefficient;end;71000;0.058329;1.846666
coefficient;nowhere;71000;0.050883;1.985662
coefficient;random;71000;0.062052;1.846666
normal;beginning;72000;1.000000;29.880000
normal;middle;72000;0.880000;29.600000
normal;end;72000;0.880000;29.840000
normal;nowhere;72000;0.820000;32.000000
normal;random;72000;0.920000;29.520000
coefficient;beginning;72000;0.061974;1.851793
coefficient;middle;72000;0.054537;1.834441
coefficient;end;72000;0.054537;1.849314
coefficient;nowhere;72000;0.050819;1.983179
coefficient;random;72000;0.057016;1.829483
normal;beginning;73000;1.000000;29.720000
normal;middle;73000;1.060000;29.760000
normal;end;73000;1.000000;29.840000
normal;nowhere;73000;1.020000;32.000000
normal;random;73000;0.980000;29.320000
coefficient;beginning;73000;0.061898;1.839609
coefficient;middle;73000;0.065612;1.842085
coefficient;end;73000;0.061898;1.847037
coefficient;nowhere;73000;0.063136;1.980736
coefficient;random;73000;0.060660;1.814850
normal;beginning;74000;1.980000;29.480000
normal;middle;74000;2.140000;29.640000
normal;end;74000;1.960000;29.640000
normal;nowhere;74000;1.960000;32.000000
normal;random;74000;2.460000;29.520000
coefficient;beginning;74000;0.122409;1.822539
coefficient;middle;74000;0.132301;1.832431
coefficient;end;74000;0.121173;1.832431
coefficient;nowhere;74000;0.121173;1.978333
coefficient;random;74000;0.152084;1.825012
normal;beginning;75000;2.720000;28.480000
normal;middle;75000;2.360000;30.040000
normal;end;75000;2.680000;29.400000
normal;nowhere;75000;2.000000;32.000000
normal;random;75000;2.700000;29.160000
coefficient;beginning;75000;0.167957;1.758611
coefficient;middle;75000;0.145728;1.854939
coefficient;end;75000;0.165487;1.815420
coefficient;nowhere;75000;0.123498;1.975967
coefficient;random;75000;0.166722;1.800600
normal;beginning;76000;1.640000;29.680000
normal;middle;76000;1.540000;29.880000
normal;end;76000;1.660000;30.120000
normal;nowhere;76000;1.400000;32.000000
normal;random;76000;1.600000;29.360000
coefficient;beginning;76000;0.101149;1.830549
coefficient;middle;76000;0.094981;1.842885
coefficient;end;76000;0.102382;1.857687
coefficient;nowhere;76000;0.086347;1.973638
coefficient;random;76000;0.098682;1.810813
normal;beginning;77000;1.260000;29.840000
normal;middle;77000;1.300000;29.320000
normal;end;77000;1.180000;29.320000
normal;nowhere;77000;1.060000;32.000000
normal;random;77000;1.260000;29.440000
coefficient;beginning;77000;0.077622;1.838279
coefficient;middle;77000;0.080086;1.806245
coefficient;end;77000;0.072693;1.806245
coefficient;nowhere;77000;0.065301;1.971345
coefficient;random;77000;0.077622;1.813638
normal;beginning;78000;1.300000;29.600000
normal;middle;78000;1.260000;29.320000
normal;end;78000;1.280000;29.120000
normal;nowhere;78000;1.140000;32.000000
normal;random;78000;1.340000;29.240000
coefficient;beginning;78000;0.079994;1.821405
coefficient;middle;78000;0.077533;1.804176
coefficient;end;78000;0.078763;1.791869
coefficient;nowhere;78000;0.070149;1.969087
coefficient;random;78000;0.082456;1.799253
normal;beginning;79000;1.300000;30.080000
normal;middle;79000;1.240000;29.240000
normal;end;79000;1.300000;29.800000
normal;nowhere;79000;1.180000;32.000000
normal;random;79000;1.320000;30.120000
coefficient;beginning;79000;0.079904;1.848851
coefficient;middle;79000;0.076216;1.797221
coefficient;end;79000;0.079904;1.831641
coefficient;nowhere;79000;0.072528;1.966863
coefficient;random;79000;0.081133;1.851309
normal;beginning;80000;1.300000;29.600000
normal;middle;80000;1.420000;29.400000
normal;end;80000;1.440000;29.840000
normal;nowhere;80000;1.180000;32.000000
normal;random;80000;1.420000;30.360000
coefficient;beginning;80000;0.079815;1.817321
coefficient;middle;80000;0.087182;1.805042
coefficient;end;80000;0.088410;1.832056
coefficient;nowhere;80000;0.072447;1.964671
coefficient;random;80000;0.087182;1.863982
normal;beginning;81000;1.040000;30.080000
normal;middle;81000;1.060000;29.880000
normal;end;81000;1.040000;29.200000
normal;nowhere;81000;1.620000;32.000000
normal;random;81000;1.140000;30.080000
coefficient;beginning;81000;0.063782;1.844761
coefficient;middle;81000;0.065008;1.832495
coefficient;end;81000;0.063782;1.790792
coefficient;nowhere;81000;0.099352;1.962512
coefficient;random;81000;0.069914;1.844761
normal;beginning;82000;1.200000;29.840000
normal;middle;82000;1.020000;29.600000
normal;end;82000;0.940000;29.640000
normal;nowhere;82000;0.900000;32.000000
normal;random;82000;1.080000;29.960000
coefficient;beginning;82000;0.073514;1.828058
coefficient;middle;82000;0.062487;1.813355
coefficient;end;82000;0.057586;1.815805
coefficient;nowhere;82000;0.055136;1.960384
coefficient;random;82000;0.066163;1.835409
normal;beginning;83000;0.820000;29.200000
normal;middle;83000;0.920000;29.120000
normal;end;83000;0.980000;31.000000
normal;nowhere;83000;0.700000;32.000000
normal;random;83000;1.000000;30.440000
coefficient;beginning;83000;0.050181;1.786936
coefficient;middle;83000;0.056301;1.782040
coefficient;end;83000;0.059972;1.897089
coefficient;nowhere;83000;0.042837;1.958286
coefficient;random;83000;0.061196;1.862819
normal;beginning;84000;0.980000;30.320000
normal;middle;84000;0.940000;30.120000
normal;end;84000;0.960000;29.760000
normal;nowhere;84000;0.840000;32.000000
normal;random;84000;0.940000;29.880000
coefficient;beginning;84000;0.059909;1.853516
coefficient;middle;84000;0.057464;1.841289
coefficient;end;84000;0.058687;1.819282
coefficient;nowhere;84000;0.051351;1.956217
coefficient;random;84000;0.057464;1.826618
normal;beginning;85000;0.960000;30.040000
normal;middle;85000;0.920000;30.920000
normal;end;85000;0.980000;29.720000
normal;nowhere;85000;0.880000;32.000000
normal;random;85000;0.940000;30.240000
coefficient;beginning;85000;0.058625;1.834484
coefficient;middle;85000;0.056183;1.888224
coefficient;end;85000;0.059847;1.814942
coefficient;nowhere;85000;0.053740;1.954178
coefficient;random;85000;0.057404;1.846698
normal;beginning;86000;0.920000;29.960000
normal;middle;86000;0.920000;29.480000
normal;end;86000;0.980000;30.000000
normal;nowhere;86000;0.900000;32.000000
normal;random;86000;1.520000;30.520000
coefficient;beginning;86000;0.056125;1.827715
coefficient;middle;86000;0.056125;1.798433
coefficient;end;86000;0.059785;1.830156
coefficient;nowhere;86000;0.054905;1.952166
coefficient;random;86000;0.092728;1.861878
normal;beginning;87000;1.000000;30.880000
normal;middle;87000;1.000000;30.600000
normal;end;87000;1.020000;30.280000
normal;nowhere;87000;0.920000;32.000000
normal;random;87000;0.960000;30.040000
coefficient;beginning;87000;0.060943;1.881925
coefficient;middle;87000;0.060943;1.864861
coefficient;end;87000;0.062162;1.845359
coefficient;nowhere;87000;0.056068;1.950182
coefficient;random;87000;0.058505;1.830733
normal;beginning;88000;1.000000;30.080000
normal;middle;88000;0.980000;30.240000
normal;end;88000;0.940000;29.080000
normal;nowhere;88000;0.840000;32.000000
normal;random;88000;1.040000;30.000000
coefficient;beginning;88000;0.060882;1.831331
coefficient;middle;88000;0.059664;1.841072
coefficient;end;88000;0.057229;1.770449
coefficient;nowhere;88000;0.051141;1.948224
coefficient;random;88000;0.063317;1.826460
normal;beginning;89000;0.980000;29.320000
normal;middle;89000;1.020000;29.720000
normal;end;89000;1.040000;29.640000
normal;nowhere;89000;0.760000;32.000000
normal;random;89000;1.220000;30.280000
coefficient;beginning;89000;0.059605;1.783290
coefficient;middle;89000;0.062038;1.807619
coefficient;end;89000;0.063255;1.802753
coefficient;nowhere;89000;0.046224;1.946292
coefficient;random;89000;0.074202;1.841679
normal;beginning;90000;1.300000;29.840000
normal;middle;90000;1.320000;30.560000
normal;end;90000;1.260000;30.320000
normal;nowhere;90000;1.100000;32.000000
normal;random;90000;1.340000;29.880000
coefficient;beginning;90000;0.078991;1.813140
coefficient;middle;90000;0.080206;1.856889
coefficient;end;90000;0.076560;1.842306
coefficient;nowhere;90000;0.066838;1.944386
coefficient;random;90000;0.081421;1.815570
normal;beginning;91000;1.560000;30.040000
normal;middle;91000;1.120000;30.160000
normal;end;91000;1.100000;30.160000
normal;nowhere;91000;1.020000;32.000000
normal;random;91000;1.220000;30.120000
coefficient;beginning;91000;0.094697;1.823526
coefficient;middle;91000;0.067988;1.830810
coefficient;end;91000;0.066774;1.830810
coefficient;nowhere;91000;0.061917;1.942504
coefficient;random;91000;0.074058;1.828382
normal;beginning;92000;0.980000;30.040000
normal;middle;92000;0.880000;30.120000
normal;end;92000;1.260000;30.960000
normal;nowhere;92000;0.820000;32.000000
normal;random;92000;1.000000;29.640000
coefficient;beginning;92000;0.059432;1.821782
coefficient;middle;92000;0.053368;1.826634
coefficient;end;92000;0.076413;1.877576
coefficient;nowhere;92000;0.049729;1.940647
coefficient;random;92000;0.060645;1.797524
normal;beginning;93000;1.340000;30.120000
normal;middle;93000;1.280000;30.560000
normal;end;93000;1.000000;30.080000
normal;nowhere;93000;0.920000;32.000000
normal;random;93000;1.280000;29.720000
coefficient;beginning;93000;0.081188;1.824908
coefficient;middle;93000;0.077553;1.851567
coefficient;end;93000;0.060588;1.822484
coefficient;nowhere;93000;0.055741;1.938813
coefficient;random;93000;0.077553;1.800673
normal;beginning;94000;1.120000;30.040000
normal;middle;94000;0.980000;30.080000
normal;end;94000;0.900000;30.880000
normal;nowhere;94000;0.840000;32.000000
normal;random;94000;0.980000;29.720000
coefficient;beginning;94000;0.067795;1.818361
coefficient;middle;94000;0.059321;1.820782
coefficient;end;94000;0.054478;1.869207
coefficient;nowhere;94000;0.050846;1.937002
coefficient;random;94000;0.059321;1.798991
normal;beginning;95000;0.980000;30.480000
normal;middle;95000;0.920000;30.560000
normal;end;95000;0.960000;31.040000
normal;nowhere;95000;0.920000;32.000000
normal;random;95000;0.960000;29.200000
coefficient;beginning;95000;0.059266;1.843291
coefficient;middle;95000;0.055637;1.848129
coefficient;end;95000;0.058056;1.877157
coefficient;nowhere;95000;0.055637;1.935214
coefficient;random;95000;0.058056;1.765883
normal;beginning;96000;1.040000;30.320000
normal;middle;96000;0.860000;30.560000
normal;end;96000;0.940000;29.800000
normal;nowhere;96000;0.780000;32.000000
normal;random;96000;0.980000;30.280000
coefficient;beginning;96000;0.062837;1.831942
coefficient;middle;96000;0.051961;1.846442
coefficient;end;96000;0.056795;1.800523
coefficient;nowhere;96000;0.047128;1.933448
coefficient;random;96000;0.059212;1.829525
normal;beginning;97000;0.920000;30.120000
normal;middle;97000;0.960000;31.040000
normal;end;97000;1.120000;30.360000
normal;nowhere;97000;0.800000;32.000000
normal;random;97000;0.960000;30.240000
coefficient;beginning;97000;0.055536;1.818215
coefficient;middle;97000;0.057951;1.873752
coefficient;end;97000;0.067610;1.832703
coefficient;nowhere;97000;0.048293;1.931703
coefficient;random;97000;0.057951;1.825459
normal;beginning;98000;0.980000;29.600000
normal;middle;98000;0.940000;30.560000
normal;end;98000;0.960000;30.240000
normal;nowhere;98000;0.700000;32.000000
normal;random;98000;0.960000;29.560000
coefficient;beginning;98000;0.059106;1.785230
coefficient;middle;98000;0.056693;1.843130
coefficient;end;98000;0.057899;1.823830
coefficient;nowhere;98000;0.042218;1.929979
coefficient;random;98000;0.057899;1.782818
normal;beginning;99000;0.940000;29.960000
normal;middle;99000;0.980000;30.360000
normal;end;99000;0.960000;30.120000
normal;nowhere;99000;0.760000;32.000000
normal;random;99000;0.960000;30.400000
coefficient;beginning;99000;0.056643;1.805348
coefficient;middle;99000;0.059053;1.829451
coefficient;end;99000;0.057848;1.814989
coefficient;nowhere;99000;0.045797;1.928275
coefficient;random;99000;0.057848;1.831862
normal;beginning;100000;0.940000;30.760000
normal;middle;100000;0.980000;30.440000
normal;end;100000;0.920000;30.320000
normal;nowhere;100000;0.880000;32.000000
normal;random;100000;1.000000;31.040000
coefficient;beginning;100000;0.056594;1.851937
coefficient;middle;100000;0.059002;1.832671
coefficient;end;100000;0.055390;1.825446
coefficient;nowhere;100000;0.052981;1.926592
coefficient;random;100000;0.060206;1.868794
