type;n;k;comps;swaps;
quick;14000;100;217609;124655;
quick;14000;100;235803;120264;
quick;14000;100;234199;133939;
quick;14000;100;233011;139130;
quick;14000;100;224503;125245;
quick;14000;100;223335;120234;
quick;14000;100;223543;118462;
quick;14000;100;226736;115193;
quick;14000;100;218410;117139;
quick;14000;100;216418;124244;
quick;14000;100;228795;138841;
quick;14000;100;224723;133756;
quick;14000;100;229778;118079;
quick;14000;100;221164;115060;
quick;14000;100;223180;130668;
quick;14000;100;229173;117228;
quick;14000;100;221322;120069;
quick;14000;100;216428;127091;
quick;14000;100;222553;114207;
quick;14000;100;226891;130428;
quick;14000;100;213137;112389;
quick;14000;100;234310;117776;
quick;14000;100;227150;121507;
quick;14000;100;221454;127428;
quick;14000;100;223472;117777;
quick;14000;100;247754;113524;
quick;14000;100;222302;124844;
quick;14000;100;238335;124856;
quick;14000;100;230077;124256;
quick;14000;100;224032;120330;
quick;14000;100;219511;127472;
quick;14000;100;232921;106119;
quick;14000;100;223829;127574;
quick;14000;100;218929;120114;
quick;14000;100;226250;123648;
quick;14000;100;226727;128140;
quick;14000;100;235907;139964;
quick;14000;100;230112;128350;
quick;14000;100;222931;122048;
quick;14000;100;225388;115112;
quick;14000;100;225449;125051;
quick;14000;100;224769;127007;
quick;14000;100;229603;121885;
quick;14000;100;219191;123564;
quick;14000;100;221894;121863;
quick;14000;100;234687;117896;
quick;14000;100;240821;136995;
quick;14000;100;228527;130652;
quick;14000;100;224455;117603;
quick;14000;100;220117;122970;
quick;14000;100;240980;137438;
quick;14000;100;232005;127156;
quick;15000;100;236612;121522;
quick;15000;100;247613;139959;
quick;15000;100;249258;136942;
quick;15000;100;236629;132677;
quick;15000;100;289468;152451;
quick;15000;100;254985;135602;
quick;15000;100;261867;144339;
quick;15000;100;238408;136583;
quick;15000;100;241370;119211;
quick;15000;100;238606;132141;
quick;15000;100;240024;131596;
quick;15000;100;247446;132234;
quick;15000;100;254609;135199;
quick;15000;100;239955;142592;
quick;15000;100;241830;123396;
quick;15000;100;243541;131949;
quick;15000;100;253489;138258;
quick;15000;100;236784;117409;
quick;15000;100;238401;131192;
quick;15000;100;232660;136284;
quick;15000;100;244312;131724;
quick;15000;100;249584;158980;
quick;15000;100;244751;146562;
quick;15000;100;244893;140003;
quick;15000;100;239572;124199;
quick;15000;100;238513;137039;
quick;15000;100;236161;124673;
quick;15000;100;245720;123818;
quick;15000;100;260419;130556;
quick;15000;100;246067;125959;
quick;15000;100;253344;140177;
quick;15000;100;249951;128815;
quick;15000;100;253134;130872;
quick;15000;100;240782;143935;
quick;15000;100;238512;129130;
quick;15000;100;256675;149274;
quick;15000;100;243122;131395;
quick;15000;100;242565;124417;
quick;15000;100;234028;134902;
quick;15000;100;242515;137262;
quick;15000;100;250290;133274;
quick;15000;100;252793;128475;
quick;15000;100;237275;140464;
quick;15000;100;259426;144985;
quick;15000;100;244365;128455;
quick;15000;100;248261;132564;
quick;15000;100;240319;140993;
quick;15000;100;251518;147144;
quick;15000;100;264950;153267;
quick;15000;100;251286;141682;
quick;15000;100;242469;130954;
quick;15000;100;261251;143225;
quick;15000;100;240234;125896;
quick;15000;100;243386;144240;
quick;15000;100;266931;153188;
quick;15000;100;235199;137738;
quick;15000;100;240480;130006;
quick;15000;100;253674;130586;
quick;15000;100;245176;140879;
quick;15000;100;247426;142371;
quick;15000;100;254378;146777;
quick;15000;100;240163;146801;
quick;15000;100;233569;125574;
quick;15000;100;245977;152925;
quick;15000;100;244479;147041;
quick;15000;100;234362;132291;
quick;15000;100;243231;127641;
quick;15000;100;235742;123426;
quick;15000;100;244455;135963;
quick;15000;100;281377;148101;
quick;15000;100;281420;150082;
quick;15000;100;229957;121124;
quick;15000;100;249393;141531;
quick;15000;100;245046;131721;
quick;15000;100;233830;125730;
quick;15000;100;250841;142690;
quick;15000;100;263427;128182;
quick;15000;100;251310;125854;
quick;15000;100;257697;121368;
quick;15000;100;238377;135714;
quick;15000;100;258525;149242;
quick;15000;100;249352;122848;
quick;15000;100;246120;145343;
quick;15000;100;246314;128578;
quick;15000;100;253923;137093;
quick;15000;100;251195;139450;
quick;15000;100;244068;123787;
quick;15000;100;238206;129505;
quick;15000;100;241622;143313;
quick;15000;100;236212;129934;
quick;15000;100;236998;137862;
quick;15000;100;232016;131101;
quick;15000;100;262990;144130;
quick;15000;100;241645;128850;
quick;15000;100;255221;139141;
quick;15000;100;249118;130343;
quick;15000;100;259205;153323;
quick;15000;100;242408;132709;
quick;15000;100;269351;166562;
quick;15000;100;268018;155487;
quick;16000;100;260676;146109;
quick;16000;100;263574;147300;
quick;16000;100;257481;149895;
quick;16000;100;274307;152920;
quick;16000;100;258269;142677;
quick;16000;100;285641;163553;
quick;16000;100;257781;144467;
quick;16000;100;249183;142593;
quick;16000;100;265863;160266;
quick;16000;100;271462;169218;
quick;16000;100;266076;146649;
quick;16000;100;255551;138478;
quick;16000;100;261722;144856;
quick;16000;100;263132;142872;
quick;16000;100;248731;145974;
quick;16000;100;274091;141141;
quick;16000;100;265149;136462;
quick;16000;100;260412;135466;
quick;16000;100;273307;143227;
quick;16000;100;255672;134042;
quick;16000;100;297727;157681;
quick;16000;100;270179;146055;
quick;16000;100;270646;129436;
quick;16000;100;244380;128315;
quick;16000;100;258934;131132;
quick;16000;100;261171;149748;
quick;16000;100;261723;144823;
quick;16000;100;272649;157506;
quick;16000;100;261313;145001;
quick;16000;100;251942;135645;
quick;16000;100;260520;141262;
quick;16000;100;273700;143939;
quick;16000;100;261105;144551;
quick;16000;100;254338;142136;
quick;16000;100;265750;156731;
quick;16000;100;265680;129190;
quick;16000;100;254453;147849;
quick;16000;100;266464;144716;
quick;16000;100;275292;162184;
quick;16000;100;249413;133449;
quick;16000;100;264240;155883;
quick;16000;100;279218;161677;
quick;16000;100;269601;153380;
quick;16000;100;247639;140329;
quick;16000;100;272096;141287;
quick;16000;100;257791;140237;
quick;16000;100;257925;149435;
quick;16000;100;262919;147703;
quick;16000;100;259279;136024;
quick;16000;100;274877;149272;
quick;16000;100;252284;146242;
quick;16000;100;264629;159937;
quick;16000;100;255939;136758;
quick;16000;100;275419;151186;
quick;16000;100;264780;143595;
quick;16000;100;281353;166233;
quick;16000;100;255024;143314;
quick;16000;100;270469;150985;
quick;16000;100;285180;152472;
quick;16000;100;264648;138099;
quick;16000;100;273372;153088;
quick;16000;100;262776;151908;
quick;16000;100;260650;155419;
quick;16000;100;261337;152245;
quick;16000;100;278284;161727;
quick;16000;100;269023;149327;
quick;16000;100;266938;155401;
quick;16000;100;266484;147007;
quick;16000;100;298239;157669;
quick;16000;100;272734;148688;
quick;16000;100;260582;151398;
quick;16000;100;262389;142035;
quick;16000;100;264433;155091;
quick;16000;100;261158;143620;
quick;16000;100;280032;168216;
quick;16000;100;271891;147945;
quick;16000;100;256828;140035;
quick;16000;100;274179;132841;
quick;16000;100;265587;141245;
quick;16000;100;256118;140586;
quick;16000;100;258645;136421;
quick;16000;100;314208;158880;
quick;16000;100;255688;141575;
quick;16000;100;271647;158859;
quick;16000;100;255560;142619;
quick;16000;100;266240;136238;
quick;16000;100;268775;159656;
quick;16000;100;261882;149281;
quick;16000;100;258137;152166;
quick;16000;100;273516;138235;
quick;16000;100;276418;154062;
quick;16000;100;276130;153955;
quick;16000;100;262144;143932;
quick;16000;100;272578;159736;
quick;16000;100;260046;141229;
quick;16000;100;256599;128187;
quick;16000;100;261478;151451;
quick;16000;100;267660;140961;
quick;16000;100;264778;142655;
quick;16000;100;269600;148646;
quick;17000;100;278639;149943;
quick;17000;100;274019;147746;
quick;17000;100;314911;175165;
quick;17000;100;275946;162963;
quick;17000;100;280573;151214;
quick;17000;100;291641;167838;
quick;17000;100;311271;179752;
quick;17000;100;268239;150791;
quick;17000;100;279883;145929;
quick;17000;100;286991;160469;
quick;17000;100;292594;173403;
quick;17000;100;286664;167378;
quick;17000;100;315282;178358;
quick;17000;100;287630;157977;
quick;17000;100;282947;156457;
quick;17000;100;286783;163939;
quick;17000;100;286824;167050;
quick;17000;100;268724;140529;
quick;17000;100;279678;160683;
quick;17000;100;278782;156469;
quick;17000;100;268363;149437;
quick;17000;100;283651;152125;
quick;17000;100;314187;150679;
quick;17000;100;284549;146099;
quick;17000;100;276273;145589;
quick;17000;100;318614;157325;
quick;17000;100;286825;147092;
quick;17000;100;282999;157665;
quick;17000;100;275202;155545;
quick;17000;100;284154;146185;
quick;17000;100;285347;157645;
quick;17000;100;285847;154177;
quick;17000;100;291481;168094;
quick;17000;100;278977;143458;
quick;17000;100;292233;156165;
quick;17000;100;271643;144076;
quick;17000;100;277825;152590;
quick;17000;100;270287;152746;
quick;17000;100;287999;151328;
quick;17000;100;283724;150197;
quick;17000;100;281863;158785;
quick;17000;100;290151;175066;
quick;17000;100;272480;147398;
quick;17000;100;270118;145532;
quick;17000;100;277726;159403;
quick;17000;100;280697;146193;
quick;17000;100;267833;149795;
quick;17000;100;274905;153069;
quick;17000;100;276641;130698;
quick;17000;100;284682;158417;
quick;17000;100;272988;149657;
quick;17000;100;272985;147780;
quick;17000;100;287313;164080;
quick;17000;100;288683;152092;
quick;17000;100;280922;158096;
quick;17000;100;259139;142199;
quick;17000;100;276133;162265;
quick;17000;100;282197;160351;
quick;17000;100;306277;155439;
quick;17000;100;270600;144568;
quick;17000;100;274026;152623;
quick;17000;100;291113;171832;
quick;17000;100;267783;157837;
quick;17000;100;265741;158127;
quick;17000;100;279493;161144;
quick;17000;100;304956;168846;
quick;17000;100;294699;155582;
quick;17000;100;298362;167612;
quick;17000;100;274842;149068;
quick;17000;100;282580;158815;
quick;17000;100;303842;187281;
quick;17000;100;273256;156089;
quick;17000;100;296463;169132;
quick;17000;100;291438;160885;
quick;17000;100;282856;170243;
quick;17000;100;274375;151893;
quick;17000;100;277957;143355;
quick;17000;100;288610;159925;
quick;17000;100;287351;150340;
quick;17000;100;287638;171350;
quick;17000;100;278687;162694;
quick;17000;100;288050;137936;
quick;17000;100;302393;168515;
quick;17000;100;287172;148680;
quick;17000;100;274450;141127;
quick;17000;100;299098;162440;
quick;17000;100;291372;168804;
quick;17000;100;268232;146161;
quick;17000;100;301217;158476;
quick;17000;100;296299;156195;
quick;17000;100;267122;153130;
quick;17000;100;277525;145326;
quick;17000;100;282995;162479;
quick;17000;100;272070;142778;
quick;17000;100;297856;160032;
quick;17000;100;286549;167418;
quick;17000;100;281745;144542;
quick;17000;100;294156;169277;
quick;17000;100;274800;165648;
quick;17000;100;280568;164237;
quick;18000;100;308911;179685;
quick;18000;100;295338;149512;
quick;18000;100;304369;165111;
quick;18000;100;300612;163547;
quick;18000;100;289479;149423;
quick;18000;100;293005;165131;
quick;18000;100;312946;173829;
quick;18000;100;289400;156872;
quick;18000;100;293769;169290;
quick;18000;100;296615;175135;
quick;18000;100;287114;165277;
quick;18000;100;318226;183062;
quick;18000;100;310386;156071;
quick;18000;100;299881;165294;
quick;18000;100;304960;170980;
quick;18000;100;313364;170175;
quick;18000;100;294534;167921;
quick;18000;100;290908;146434;
quick;18000;100;293018;151975;
quick;18000;100;282934;156828;
quick;18000;100;306066;146480;
quick;18000;100;294871;164168;
quick;18000;100;285537;154743;
quick;18000;100;298770;172890;
quick;18000;100;305597;144230;
quick;18000;100;290171;162760;
quick;18000;100;313395;182950;
quick;18000;100;301504;170103;
quick;18000;100;300475;156269;
quick;18000;100;305692;153395;
quick;18000;100;291626;160855;
quick;18000;100;284579;156089;
quick;18000;100;296572;151443;
quick;18000;100;288199;168871;
quick;18000;100;326111;156654;
quick;18000;100;301197;162726;
quick;18000;100;297067;153542;
quick;18000;100;309844;177575;
quick;18000;100;292298;149490;
quick;18000;100;296215;153603;
quick;18000;100;291054;146567;
quick;18000;100;311328;175107;
quick;18000;100;298908;153397;
quick;18000;100;306882;176730;
quick;18000;100;292361;163079;
quick;18000;100;294306;147172;
quick;18000;100;300930;152194;
quick;18000;100;286621;146821;
quick;18000;100;320255;176503;
quick;18000;100;310689;160730;
quick;18000;100;338948;169800;
quick;18000;100;305817;168865;
quick;18000;100;320106;163511;
quick;18000;100;301307;156661;
quick;18000;100;312699;163122;
quick;18000;100;284803;148223;
quick;18000;100;314937;188932;
quick;18000;100;291026;158351;
quick;18000;100;312855;165665;
quick;18000;100;285935;159980;
quick;18000;100;300170;153797;
quick;18000;100;278071;154868;
quick;18000;100;295636;157230;
quick;18000;100;308833;178869;
quick;18000;100;308301;168149;
quick;18000;100;294928;164438;
quick;18000;100;299155;152249;
quick;18000;100;291092;159950;
quick;18000;100;309828;154007;
quick;18000;100;294192;157344;
quick;18000;100;309333;165402;
quick;18000;100;300738;164853;
quick;18000;100;320956;197394;
quick;18000;100;299101;160485;
quick;18000;100;314844;182734;
quick;18000;100;283144;152733;
quick;18000;100;308385;176018;
quick;18000;100;308164;162680;
quick;18000;100;299811;153232;
quick;18000;100;291648;145272;
quick;18000;100;301125;155153;
quick;18000;100;301269;151004;
quick;18000;100;299263;165899;
quick;18000;100;307379;157986;
quick;18000;100;279754;153842;
quick;18000;100;290409;155989;
quick;18000;100;305488;173981;
quick;18000;100;301307;165613;
quick;18000;100;306545;184550;
quick;18000;100;285603;157032;
quick;18000;100;283243;155921;
quick;18000;100;290389;162685;
quick;18000;100;286919;159820;
quick;18000;100;315971;199361;
quick;18000;100;318297;185873;
quick;18000;100;294465;155082;
quick;18000;100;294112;159268;
quick;18000;100;309482;172814;
quick;18000;100;298934;169867;
quick;18000;100;300493;154877;
quick;19000;100;317013;183788;
quick;19000;100;301728;160785;
quick;19000;100;325758;172998;
quick;19000;100;309880;159596;
quick;19000;100;311963;168780;
quick;19000;100;336955;184915;
quick;19000;100;329181;180544;
quick;19000;100;310637;173412;
quick;19000;100;335124;180116;
quick;19000;100;295624;160386;
quick;19000;100;309580;175191;
quick;19000;100;323826;179037;
quick;19000;100;310149;156886;
quick;19000;100;323596;180290;
quick;19000;100;314802;180104;
quick;19000;100;317788;182762;
quick;19000;100;338192;201661;
quick;19000;100;337162;197392;
quick;19000;100;331036;183001;
quick;19000;100;306292;168873;
quick;19000;100;311705;156948;
quick;19000;100;322841;171362;
quick;19000;100;339161;153740;
quick;19000;100;304733;164968;
quick;19000;100;329833;180577;
quick;19000;100;328699;164426;
quick;19000;100;316292;180368;
quick;19000;100;311395;173689;
quick;19000;100;330125;197250;
quick;19000;100;319328;182043;
quick;19000;100;322663;171807;
quick;19000;100;325969;179079;
quick;19000;100;341443;210127;
quick;19000;100;300840;164144;
quick;19000;100;296358;159854;
quick;19000;100;309284;169508;
quick;19000;100;336315;167270;
quick;19000;100;325205;170478;
quick;19000;100;324210;170889;
quick;19000;100;334203;187055;
quick;19000;100;343957;199926;
quick;19000;100;312360;157893;
quick;19000;100;312998;169609;
quick;19000;100;329633;189965;
quick;19000;100;338865;190818;
quick;19000;100;325215;183588;
quick;19000;100;321041;186305;
quick;19000;100;328578;164832;
quick;19000;100;334454;174367;
quick;19000;100;311411;166502;
quick;19000;100;330114;167958;
quick;19000;100;331087;183165;
quick;19000;100;327254;183580;
quick;19000;100;334050;202094;
quick;19000;100;330417;176566;
quick;19000;100;308839;166655;
quick;19000;100;306182;181842;
quick;19000;100;334572;182664;
quick;19000;100;313126;171655;
quick;19000;100;315041;180620;
quick;19000;100;311885;162697;
quick;19000;100;308108;179078;
quick;19000;100;331235;195190;
quick;19000;100;305082;167802;
quick;19000;100;323490;190207;
quick;19000;100;327357;181235;
quick;19000;100;322676;187585;
quick;19000;100;328834;198556;
quick;19000;100;323818;168178;
quick;19000;100;319272;156547;
quick;19000;100;311391;182344;
quick;19000;100;318418;189812;
quick;19000;100;318800;179972;
quick;19000;100;324866;162866;
quick;19000;100;306734;171088;
quick;19000;100;329873;188836;
quick;19000;100;339214;180643;
quick;19000;100;325277;184471;
quick;19000;100;322160;171511;
quick;19000;100;329084;191756;
quick;19000;100;328595;197405;
quick;19000;100;328321;168143;
quick;19000;100;303363;169411;
quick;19000;100;308126;176588;
quick;19000;100;323539;184869;
quick;19000;100;320248;166937;
quick;19000;100;338866;178729;
quick;19000;100;306666;162994;
quick;19000;100;321212;184920;
quick;19000;100;310361;176312;
quick;19000;100;322180;161793;
quick;19000;100;322050;178279;
quick;19000;100;322222;180807;
quick;19000;100;307555;160678;
quick;19000;100;316250;169130;
quick;19000;100;330501;189102;
quick;19000;100;323091;166642;
quick;19000;100;316366;166247;
quick;19000;100;313373;172852;
quick;19000;100;302152;174027;
quick;20000;100;354367;209624;
quick;20000;100;340585;189159;
quick;20000;100;348574;191543;
quick;20000;100;320476;173537;
quick;20000;100;355384;184887;
quick;20000;100;337285;177163;
quick;20000;100;331784;176854;
quick;20000;100;361224;208337;
quick;20000;100;346844;194426;
quick;20000;100;330642;191197;
quick;20000;100;331629;185723;
quick;20000;100;352307;197556;
quick;20000;100;338956;196461;
quick;20000;100;340384;201010;
quick;20000;100;323537;174123;
quick;20000;100;332097;181970;
quick;20000;100;332013;179192;
quick;20000;100;320111;167344;
quick;20000;100;331612;179527;
quick;20000;100;330215;188664;
quick;20000;100;330162;185593;
quick;20000;100;318369;171436;
quick;20000;100;362027;182964;
quick;20000;100;326776;186164;
quick;20000;100;330577;168242;
quick;20000;100;358822;192465;
quick;20000;100;349573;197104;
quick;20000;100;333724;177321;
quick;20000;100;340136;176358;
quick;20000;100;329803;189396;
quick;20000;100;336547;191599;
quick;20000;100;336983;192090;
quick;20000;100;346819;189940;
quick;20000;100;327784;174992;
quick;20000;100;348556;182615;
quick;20000;100;331894;179926;
quick;20000;100;333596;191764;
quick;20000;100;320898;188282;
quick;20000;100;324876;181661;
quick;20000;100;338598;171535;
quick;20000;100;325502;179207;
quick;20000;100;339794;188932;
quick;20000;100;364359;194677;
quick;20000;100;325102;181770;
quick;20000;100;360689;202047;
quick;20000;100;341245;183384;
quick;20000;100;335157;166931;
quick;20000;100;333009;176578;
quick;20000;100;367853;211538;
quick;20000;100;318639;178633;
quick;20000;100;332776;187006;
quick;20000;100;348842;178639;
quick;20000;100;331447;177079;
quick;20000;100;328085;191277;
quick;20000;100;337815;180976;
quick;20000;100;349672;203588;
quick;20000;100;348782;180507;
quick;20000;100;338744;191297;
quick;20000;100;338272;173219;
quick;20000;100;338229;187802;
quick;20000;100;336945;187231;
quick;20000;100;333842;181624;
quick;20000;100;346487;191330;
quick;20000;100;357333;184084;
quick;20000;100;313554;179417;
quick;20000;100;350866;176644;
quick;20000;100;351804;208182;
quick;20000;100;342772;194407;
quick;20000;100;336573;178319;
quick;20000;100;327079;180907;
quick;20000;100;344078;184462;
quick;20000;100;353420;186109;
quick;20000;100;341926;173895;
quick;20000;100;327055;191096;
quick;20000;100;342764;186591;
quick;20000;100;352491;206006;
quick;20000;100;330397;193339;
quick;20000;100;347104;191535;
quick;20000;100;320404;177115;
quick;20000;100;340112;177719;
quick;20000;100;315565;174008;
quick;20000;100;317107;175413;
quick;20000;100;334008;173995;
quick;20000;100;332972;181275;
quick;20000;100;333544;192476;
quick;20000;100;322753;186979;
quick;20000;100;319291;175961;
quick;20000;100;340368;184787;
quick;20000;100;334490;181331;
quick;20000;100;317295;172675;
quick;20000;100;325021;165376;
quick;20000;100;366297;219176;
quick;20000;100;354593;171720;
quick;20000;100;345461;195424;
quick;20000;100;381996;175891;
quick;20000;100;346580;212014;
quick;20000;100;323568;175267;
quick;20000;100;353676;179579;
quick;20000;100;328594;174606;
quick;20000;100;328310;172131;
dual;10;1;22;17;
dual;20;1;74;46;
dual;30;1;112;68;
dual;40;1;163;125;
dual;50;1;253;161;
dual;60;1;279;177;
dual;70;1;454;249;
dual;80;1;459;292;
dual;90;1;547;354;
dual;100;1;564;377;
dual;110;1;642;390;
dual;120;1;799;443;
dual;130;1;792;508;
dual;140;1;859;580;
dual;150;1;1024;671;
dual;160;1;1030;694;
dual;170;1;1101;751;
dual;180;1;1315;830;
dual;190;1;1286;876;
dual;200;1;1421;795;
dual;1000;1;10432;6349;
dual;2000;1;22241;13353;
dual;3000;1;41045;22209;
dual;4000;1;52677;25668;
dual;5000;1;67481;40226;
dual;6000;1;82008;43767;
dual;7000;1;103194;57638;
dual;8000;1;105136;57176;
dual;9000;1;127502;66688;
dual;10000;1;153237;68661;
dual;11000;1;167274;99886;
dual;12000;1;173559;95433;
dual;13000;1;199303;102630;
dual;14000;1;205965;116286;
dual;15000;1;218149;121919;
dual;16000;1;236231;121464;
dual;17000;1;256258;142300;
dual;18000;1;276221;144635;
dual;19000;1;280397;149774;
dual;20000;1;297933;157410;
dual;10;10;25;22;
dual;10;10;24;20;
dual;10;10;25;12;
dual;10;10;22;18;
dual;10;10;26;17;
dual;10;10;21;13;
dual;10;10;23;17;
dual;10;10;30;18;
dual;10;10;27;21;
dual;10;10;23;22;
dual;20;10;64;33;
dual;20;10;66;47;
dual;20;10;63;48;
dual;20;10;63;49;
dual;20;10;61;43;
dual;20;10;73;42;
dual;20;10;58;48;
dual;20;10;58;46;
dual;20;10;67;58;
dual;20;10;68;56;
dual;30;10;120;86;
dual;30;10;113;78;
dual;30;10;116;86;
dual;30;10;110;72;
dual;30;10;118;79;
dual;30;10;146;104;
dual;30;10;109;86;
dual;30;10;118;77;
dual;30;10;113;72;
dual;30;10;117;72;
dual;40;10;157;132;
dual;40;10;181;124;
dual;40;10;180;109;
dual;40;10;192;111;
dual;40;10;179;119;
dual;40;10;206;109;
dual;40;10;230;132;
dual;40;10;195;127;
dual;40;10;179;108;
dual;40;10;189;103;
dual;50;10;258;146;
dual;50;10;216;166;
dual;50;10;236;178;
dual;50;10;232;164;
dual;50;10;235;141;
dual;50;10;233;129;
dual;50;10;252;173;
dual;50;10;231;167;
dual;50;10;253;163;
dual;50;10;245;170;
dual;60;10;301;189;
dual;60;10;305;191;
dual;60;10;290;185;
dual;60;10;303;163;
dual;60;10;299;215;
dual;60;10;338;257;
dual;60;10;279;229;
dual;60;10;326;161;
dual;60;10;327;156;
dual;60;10;343;179;
dual;70;10;358;214;
dual;70;10;355;224;
dual;70;10;361;225;
dual;70;10;370;274;
dual;70;10;330;219;
dual;70;10;382;237;
dual;70;10;364;250;
dual;70;10;423;205;
dual;70;10;421;216;
dual;70;10;365;234;
dual;80;10;447;310;
dual;80;10;432;289;
dual;80;10;446;242;
dual;80;10;430;222;
dual;80;10;444;310;
dual;80;10;439;238;
dual;80;10;396;304;
dual;80;10;404;230;
dual;80;10;418;313;
dual;80;10;432;273;
dual;90;10;481;323;
dual;90;10;472;308;
dual;90;10;502;349;
dual;90;10;501;332;
dual;90;10;516;293;
dual;90;10;465;325;
dual;90;10;570;275;
dual;90;10;493;327;
dual;90;10;506;307;
dual;90;10;481;313;
dual;100;10;560;362;
dual;100;10;577;314;
dual;100;10;645;311;
dual;100;10;546;365;
dual;100;10;600;333;
dual;100;10;695;321;
dual;100;10;598;326;
dual;100;10;576;440;
dual;100;10;654;341;
dual;100;10;545;360;
dual;110;10;688;376;
dual;110;10;661;416;
dual;110;10;632;429;
dual;110;10;754;415;
dual;110;10;684;469;
dual;110;10;661;350;
dual;110;10;654;409;
dual;110;10;659;433;
dual;110;10;659;468;
dual;110;10;618;385;
dual;120;10;925;479;
dual;120;10;663;430;
dual;120;10;786;481;
dual;120;10;837;433;
dual;120;10;729;477;
dual;120;10;771;500;
dual;120;10;760;456;
dual;120;10;740;442;
dual;120;10;728;450;
dual;120;10;722;409;
dual;130;10;797;506;
dual;130;10;912;606;
dual;130;10;810;491;
dual;130;10;860;515;
dual;130;10;927;470;
dual;130;10;805;536;
dual;130;10;815;459;
dual;130;10;773;497;
dual;130;10;840;506;
dual;130;10;805;520;
dual;140;10;862;576;
dual;140;10;842;573;
dual;140;10;839;499;
dual;140;10;856;550;
dual;140;10;971;609;
dual;140;10;904;566;
dual;140;10;1018;524;
dual;140;10;833;524;
dual;140;10;865;470;
dual;140;10;888;595;
dual;150;10;1122;571;
dual;150;10;1040;632;
dual;150;10;1024;633;
dual;150;10;934;610;
dual;150;10;978;581;
dual;150;10;1041;665;
dual;150;10;948;565;
dual;150;10;959;594;
dual;150;10;1028;621;
dual;150;10;955;621;
dual;160;10;1222;752;
dual;160;10;1036;603;
dual;160;10;1034;672;
dual;160;10;1047;637;
dual;160;10;1034;648;
dual;160;10;1031;691;
dual;160;10;1124;697;
dual;160;10;1096;674;
dual;160;10;1088;770;
dual;160;10;1170;751;
dual;170;10;1215;708;
dual;170;10;1140;761;
dual;170;10;1139;687;
dual;170;10;1232;748;
dual;170;10;1138;698;
dual;170;10;1168;627;
dual;170;10;1240;678;
dual;170;10;1187;848;
dual;170;10;1072;682;
dual;170;10;1116;685;
dual;180;10;1269;867;
dual;180;10;1186;766;
dual;180;10;1455;705;
dual;180;10;1233;710;
dual;180;10;1207;802;
dual;180;10;1355;676;
dual;180;10;1190;759;
dual;180;10;1232;767;
dual;180;10;1446;780;
dual;180;10;1286;765;
dual;190;10;1317;798;
dual;190;10;1302;780;
dual;190;10;1402;764;
dual;190;10;1467;813;
dual;190;10;1495;832;
dual;190;10;1270;856;
dual;190;10;1254;851;
dual;190;10;1457;818;
dual;190;10;1344;687;
dual;190;10;1309;808;
dual;200;10;1441;906;
dual;200;10;1415;797;
dual;200;10;1551;944;
dual;200;10;1386;871;
dual;200;10;1398;839;
dual;200;10;1339;752;
dual;200;10;1663;760;
dual;200;10;1368;784;
dual;200;10;1393;819;
dual;200;10;1297;868;
dual;1000;10;9752;5538;
dual;1000;10;10035;5469;
dual;1000;10;9790;5425;
dual;1000;10;10097;5346;
dual;1000;10;10112;5558;
dual;1000;10;9928;5424;
dual;1000;10;10371;5610;
dual;1000;10;11108;5604;
dual;1000;10;10824;5951;
dual;1000;10;9437;5670;
dual;2000;10;21782;12604;
dual;2000;10;21366;13227;
dual;2000;10;23192;11723;
dual;2000;10;22674;12246;
dual;2000;10;22624;13469;
dual;2000;10;23805;13204;
dual;2000;10;22767;12839;
dual;2000;10;22425;12127;
dual;2000;10;23564;12757;
dual;2000;10;23452;12544;
dual;3000;10;35721;19281;
dual;3000;10;34906;20283;
dual;3000;10;35321;19894;
dual;3000;10;34209;18763;
dual;3000;10;35624;20831;
dual;3000;10;37824;18264;
dual;3000;10;37753;19495;
dual;3000;10;38598;20728;
dual;3000;10;36360;19836;
dual;3000;10;37517;23013;
dual;4000;10;48332;26974;
dual;4000;10;49178;28152;
dual;4000;10;50311;29082;
dual;4000;10;50730;27343;
dual;4000;10;49483;28455;
dual;4000;10;52814;29271;
dual;4000;10;51718;27815;
dual;4000;10;53501;27246;
dual;4000;10;49612;26917;
dual;4000;10;49509;27553;
dual;5000;10;65368;34984;
dual;5000;10;65599;32235;
dual;5000;10;66637;32486;
dual;5000;10;61935;35779;
dual;5000;10;63671;33955;
dual;5000;10;66609;33046;
dual;5000;10;63587;35621;
dual;5000;10;62643;36514;
dual;5000;10;64072;36418;
dual;5000;10;64867;35303;
dual;6000;10;76291;43528;
dual;6000;10;82813;40518;
dual;6000;10;77750;38413;
dual;6000;10;87195;49574;
dual;6000;10;87147;46931;
dual;6000;10;80424;42747;
dual;6000;10;82707;45090;
dual;6000;10;77227;48145;
dual;6000;10;80048;42578;
dual;6000;10;78083;43803;
dual;7000;10;95541;50517;
dual;7000;10;96768;55709;
dual;7000;10;96466;52338;
dual;7000;10;98833;54420;
dual;7000;10;97525;52085;
dual;7000;10;94381;51891;
dual;7000;10;93756;54303;
dual;7000;10;97756;53562;
dual;7000;10;104030;53414;
dual;7000;10;96259;50894;
dual;8000;10;108075;68297;
dual;8000;10;111504;59493;
dual;8000;10;112877;59983;
dual;8000;10;111970;55906;
dual;8000;10;109997;58144;
dual;8000;10;111718;60004;
dual;8000;10;112088;64607;
dual;8000;10;109036;59483;
dual;8000;10;113528;57002;
dual;8000;10;110399;63345;
