type;n;k;comps;swaps;
merge;30;100;116;58;
merge;30;100;109;52;
merge;30;100;110;49;
merge;30;100;112;58;
merge;30;100;108;47;
merge;30;100;109;55;
merge;30;100;106;58;
merge;30;100;111;55;
merge;30;100;115;54;
merge;30;100;113;58;
merge;30;100;110;60;
merge;30;100;112;50;
merge;30;100;112;50;
merge;30;100;110;58;
merge;30;100;112;53;
merge;30;100;110;58;
merge;30;100;104;47;
merge;30;100;112;55;
merge;30;100;108;53;
merge;30;100;111;43;
merge;30;100;114;52;
merge;30;100;110;53;
merge;30;100;107;46;
merge;30;100;112;55;
merge;30;100;111;55;
merge;30;100;112;50;
merge;30;100;114;57;
merge;30;100;112;56;
merge;30;100;115;56;
merge;30;100;111;54;
merge;30;100;113;48;
merge;30;100;112;51;
merge;30;100;113;53;
merge;30;100;113;52;
merge;30;100;110;52;
merge;30;100;110;54;
merge;30;100;111;53;
merge;30;100;107;49;
merge;30;100;110;49;
merge;30;100;116;56;
merge;30;100;117;55;
merge;30;100;112;56;
merge;30;100;113;52;
merge;30;100;109;47;
merge;30;100;114;50;
merge;30;100;101;56;
merge;30;100;111;56;
merge;30;100;115;62;
merge;30;100;110;45;
merge;30;100;111;47;
merge;30;100;113;56;
merge;30;100;107;55;
merge;30;100;109;50;
merge;30;100;108;53;
merge;30;100;104;53;
merge;40;100;166;81;
merge;40;100;167;79;
merge;40;100;164;69;
merge;40;100;170;78;
merge;40;100;161;84;
merge;40;100;161;79;
merge;40;100;170;81;
merge;40;100;161;79;
merge;40;100;163;83;
merge;40;100;165;84;
merge;40;100;160;71;
merge;40;100;167;84;
merge;40;100;164;79;
merge;40;100;163;75;
merge;40;100;164;73;
merge;40;100;158;80;
merge;40;100;164;79;
merge;40;100;165;82;
merge;40;100;169;78;
merge;40;100;164;71;
merge;40;100;166;74;
merge;40;100;168;73;
merge;40;100;171;83;
merge;40;100;164;77;
merge;40;100;165;77;
merge;40;100;165;74;
merge;40;100;168;75;
merge;40;100;171;83;
merge;40;100;166;75;
merge;40;100;163;84;
merge;40;100;167;78;
merge;40;100;163;76;
merge;40;100;169;76;
merge;40;100;173;85;
merge;40;100;163;73;
merge;40;100;166;84;
merge;40;100;168;82;
merge;40;100;166;74;
merge;40;100;170;83;
merge;40;100;167;82;
merge;40;100;164;76;
merge;40;100;167;80;
merge;40;100;167;77;
merge;40;100;166;79;
merge;40;100;168;79;
merge;40;100;160;85;
merge;40;100;162;78;
merge;40;100;162;78;
merge;40;100;170;82;
merge;40;100;161;77;
merge;40;100;169;84;
merge;40;100;167;78;
merge;40;100;163;66;
merge;40;100;171;83;
merge;40;100;163;72;
merge;40;100;168;75;
merge;40;100;171;82;
merge;40;100;168;71;
merge;40;100;165;75;
merge;40;100;171;71;
merge;40;100;167;85;
merge;40;100;157;79;
merge;40;100;167;79;
merge;40;100;167;86;
merge;40;100;167;79;
merge;40;100;169;88;
merge;40;100;159;69;
merge;40;100;169;75;
merge;40;100;165;76;
merge;40;100;160;83;
merge;40;100;166;80;
merge;40;100;162;77;
merge;40;100;160;66;
merge;40;100;172;85;
merge;40;100;160;75;
merge;40;100;167;79;
merge;40;100;168;77;
merge;40;100;168;82;
merge;40;100;163;76;
merge;40;100;166;86;
merge;40;100;163;82;
merge;40;100;168;79;
merge;40;100;164;81;
merge;40;100;168;77;
merge;40;100;165;80;
merge;40;100;163;78;
merge;40;100;167;75;
merge;40;100;166;74;
merge;40;100;163;79;
merge;40;100;162;77;
merge;40;100;165;80;
merge;40;100;168;85;
merge;40;100;166;80;
merge;40;100;167;77;
merge;40;100;160;74;
merge;40;100;167;79;
merge;40;100;163;80;
merge;40;100;168;80;
merge;40;100;165;75;
merge;40;100;164;80;
merge;50;100;223;107;
merge;50;100;227;105;
merge;50;100;220;109;
merge;50;100;223;94;
merge;50;100;219;113;
merge;50;100;218;110;
merge;50;100;222;106;
merge;50;100;224;103;
merge;50;100;222;101;
merge;50;100;216;104;
merge;50;100;225;109;
merge;50;100;225;105;
merge;50;100;222;105;
merge;50;100;224;106;
merge;50;100;218;108;
merge;50;100;224;104;
merge;50;100;213;104;
merge;50;100;225;98;
merge;50;100;223;106;
merge;50;100;226;108;
merge;50;100;224;108;
merge;50;100;228;114;
merge;50;100;220;112;
merge;50;100;223;106;
merge;50;100;226;108;
merge;50;100;226;111;
merge;50;100;225;113;
merge;50;100;224;102;
merge;50;100;225;109;
merge;50;100;219;106;
merge;50;100;221;101;
merge;50;100;222;106;
merge;50;100;217;105;
merge;50;100;213;99;
merge;50;100;226;104;
merge;50;100;227;105;
merge;50;100;224;106;
merge;50;100;224;107;
merge;50;100;224;104;
merge;50;100;223;106;
merge;50;100;220;105;
merge;50;100;222;107;
merge;50;100;225;108;
merge;50;100;223;112;
merge;50;100;230;111;
merge;50;100;229;118;
merge;50;100;225;115;
merge;50;100;229;112;
merge;50;100;219;104;
merge;50;100;221;109;
merge;50;100;219;104;
merge;50;100;218;103;
merge;50;100;223;111;
merge;50;100;222;109;
merge;50;100;222;100;
merge;50;100;216;100;
merge;50;100;222;111;
merge;50;100;225;105;
merge;50;100;223;112;
merge;50;100;224;100;
merge;50;100;217;103;
merge;50;100;222;107;
merge;50;100;221;100;
merge;50;100;222;110;
merge;50;100;220;105;
merge;50;100;223;111;
merge;50;100;217;110;
merge;50;100;220;110;
merge;50;100;216;102;
merge;50;100;226;107;
merge;50;100;224;105;
merge;50;100;225;105;
merge;50;100;223;108;
merge;50;100;226;108;
merge;50;100;219;111;
merge;50;100;223;106;
merge;50;100;221;105;
merge;50;100;220;107;
merge;50;100;225;106;
merge;50;100;221;99;
merge;50;100;222;105;
merge;50;100;225;105;
merge;50;100;226;109;
merge;50;100;224;105;
merge;50;100;222;114;
merge;50;100;226;105;
merge;50;100;221;104;
merge;50;100;217;108;
merge;50;100;222;103;
merge;50;100;222;107;
merge;50;100;221;109;
merge;50;100;227;100;
merge;50;100;222;106;
merge;50;100;219;103;
merge;50;100;218;111;
merge;50;100;220;101;
merge;50;100;222;108;
merge;50;100;231;107;
merge;50;100;224;104;
merge;50;100;221;94;
merge;60;100;272;134;
merge;60;100;276;140;
merge;60;100;284;136;
merge;60;100;278;140;
merge;60;100;278;130;
merge;60;100;284;129;
merge;60;100;276;135;
merge;60;100;284;134;
merge;60;100;286;134;
merge;60;100;279;141;
merge;60;100;284;129;
merge;60;100;277;142;
merge;60;100;277;143;
merge;60;100;288;138;
merge;60;100;277;129;
merge;60;100;282;137;
merge;60;100;283;141;
merge;60;100;284;133;
merge;60;100;280;135;
merge;60;100;284;142;
merge;60;100;279;134;
merge;60;100;280;131;
merge;60;100;281;134;
merge;60;100;278;135;
merge;60;100;278;140;
merge;60;100;285;137;
merge;60;100;284;138;
merge;60;100;275;139;
merge;60;100;269;133;
merge;60;100;275;141;
merge;60;100;276;130;
merge;60;100;283;130;
merge;60;100;282;138;
merge;60;100;284;130;
merge;60;100;284;132;
merge;60;100;284;123;
merge;60;100;279;141;
merge;60;100;289;131;
merge;60;100;289;146;
merge;60;100;282;143;
merge;60;100;281;137;
merge;60;100;275;137;
merge;60;100;285;140;
merge;60;100;290;137;
merge;60;100;281;138;
merge;60;100;286;142;
merge;60;100;283;143;
merge;60;100;284;137;
merge;60;100;282;127;
merge;60;100;285;136;
merge;60;100;285;140;
merge;60;100;283;141;
merge;60;100;283;139;
merge;60;100;281;132;
merge;60;100;279;121;
merge;60;100;277;137;
merge;60;100;279;124;
merge;60;100;276;129;
merge;60;100;281;138;
merge;60;100;279;145;
merge;60;100;278;128;
merge;60;100;280;127;
merge;60;100;277;133;
merge;60;100;280;142;
merge;60;100;283;139;
merge;60;100;275;130;
merge;60;100;279;135;
merge;60;100;281;138;
merge;60;100;277;129;
merge;60;100;273;122;
merge;60;100;274;146;
merge;60;100;278;128;
merge;60;100;286;137;
merge;60;100;273;137;
merge;60;100;271;134;
merge;60;100;273;136;
merge;60;100;285;135;
merge;60;100;276;131;
merge;60;100;269;133;
merge;60;100;281;136;
merge;60;100;283;139;
merge;60;100;276;135;
merge;60;100;279;137;
merge;60;100;285;139;
merge;60;100;285;132;
merge;60;100;282;137;
merge;60;100;285;134;
merge;60;100;278;128;
merge;60;100;280;133;
merge;60;100;285;140;
merge;60;100;282;137;
merge;60;100;286;132;
merge;60;100;277;144;
merge;60;100;277;137;
merge;60;100;283;143;
merge;60;100;278;130;
merge;60;100;289;139;
merge;60;100;280;136;
merge;60;100;280;144;
merge;60;100;279;132;
merge;70;100;341;163;
merge;70;100;338;153;
merge;70;100;345;168;
merge;70;100;337;160;
merge;70;100;344;163;
merge;70;100;340;157;
merge;70;100;343;171;
merge;70;100;331;169;
merge;70;100;342;165;
merge;70;100;344;162;
merge;70;100;349;161;
merge;70;100;347;172;
merge;70;100;343;170;
merge;70;100;346;164;
merge;70;100;340;155;
merge;70;100;342;165;
merge;70;100;343;158;
merge;70;100;340;160;
merge;70;100;342;162;
merge;70;100;344;170;
merge;70;100;342;167;
merge;70;100;341;161;
merge;70;100;340;156;
merge;70;100;343;163;
merge;70;100;348;177;
merge;70;100;340;170;
merge;70;100;353;169;
merge;70;100;341;160;
merge;70;100;350;166;
merge;70;100;349;171;
merge;70;100;342;172;
merge;70;100;348;166;
merge;70;100;345;158;
merge;70;100;346;162;
merge;70;100;343;162;
merge;70;100;345;161;
merge;70;100;348;174;
merge;70;100;341;165;
merge;70;100;337;165;
merge;70;100;336;162;
merge;70;100;344;166;
merge;70;100;348;167;
merge;70;100;348;167;
merge;70;100;343;173;
merge;70;100;344;171;
merge;70;100;348;173;
merge;70;100;353;161;
merge;70;100;345;164;
merge;70;100;339;167;
merge;70;100;343;158;
merge;70;100;350;176;
merge;70;100;344;174;
merge;70;100;353;170;
merge;70;100;343;162;
merge;70;100;350;169;
merge;70;100;344;165;
merge;70;100;336;161;
merge;70;100;341;164;
merge;70;100;351;168;
merge;70;100;352;164;
merge;70;100;347;171;
merge;70;100;348;163;
merge;70;100;340;162;
merge;70;100;347;170;
merge;70;100;337;166;
merge;70;100;342;163;
merge;70;100;352;164;
merge;70;100;347;174;
merge;70;100;342;178;
merge;70;100;345;160;
merge;70;100;344;169;
merge;70;100;341;178;
merge;70;100;340;161;
merge;70;100;346;165;
merge;70;100;346;152;
merge;70;100;341;169;
merge;70;100;341;162;
merge;70;100;341;153;
merge;70;100;335;162;
merge;70;100;350;166;
merge;70;100;345;168;
merge;70;100;342;161;
merge;70;100;341;177;
merge;70;100;339;156;
merge;70;100;353;156;
merge;70;100;344;156;
merge;70;100;345;168;
merge;70;100;342;163;
merge;70;100;341;160;
merge;70;100;345;157;
merge;70;100;348;160;
merge;70;100;351;166;
merge;70;100;340;175;
merge;70;100;341;158;
merge;70;100;352;173;
merge;70;100;345;162;
merge;70;100;345;165;
merge;70;100;341;161;
merge;70;100;342;168;
merge;70;100;342;171;
merge;80;100;406;197;
merge;80;100;409;199;
merge;80;100;413;199;
merge;80;100;417;196;
merge;80;100;410;199;
merge;80;100;412;204;
merge;80;100;412;196;
merge;80;100;406;196;
merge;80;100;417;196;
merge;80;100;416;200;
merge;80;100;410;202;
merge;80;100;414;201;
merge;80;100;407;199;
merge;80;100;415;201;
merge;80;100;408;199;
merge;80;100;410;202;
merge;80;100;409;201;
merge;80;100;404;200;
merge;80;100;407;187;
merge;80;100;409;192;
merge;80;100;411;209;
merge;80;100;411;197;
merge;80;100;399;183;
merge;80;100;416;207;
merge;80;100;408;203;
merge;80;100;408;198;
merge;80;100;405;194;
merge;80;100;414;192;
merge;80;100;412;192;
merge;80;100;407;195;
merge;80;100;402;196;
merge;80;100;412;201;
merge;80;100;408;192;
merge;80;100;411;205;
merge;80;100;406;204;
merge;80;100;414;204;
merge;80;100;412;201;
merge;80;100;410;197;
merge;80;100;408;200;
merge;80;100;419;204;
merge;80;100;407;182;
merge;80;100;410;199;
merge;80;100;407;192;
merge;80;100;402;194;
merge;80;100;409;200;
merge;80;100;394;205;
merge;80;100;412;194;
merge;80;100;400;201;
merge;80;100;401;199;
merge;80;100;397;196;
merge;80;100;412;203;
merge;80;100;408;200;
merge;80;100;415;206;
merge;80;100;406;190;
merge;80;100;413;192;
merge;80;100;415;196;
merge;80;100;414;199;
merge;80;100;405;188;
merge;80;100;409;186;
merge;80;100;407;188;
merge;80;100;408;201;
merge;80;100;410;192;
merge;80;100;407;199;
merge;80;100;409;199;
merge;80;100;403;204;
merge;80;100;400;200;
merge;80;100;412;202;
merge;80;100;411;196;
merge;80;100;413;199;
merge;80;100;408;201;
merge;80;100;408;202;
merge;80;100;405;195;
merge;80;100;402;209;
merge;80;100;407;200;
merge;80;100;403;183;
merge;80;100;417;202;
merge;80;100;412;201;
merge;80;100;408;186;
merge;80;100;410;205;
merge;80;100;400;190;
merge;80;100;402;199;
merge;80;100;405;207;
merge;80;100;405;186;
merge;80;100;414;193;
merge;80;100;405;200;
merge;80;100;410;198;
merge;80;100;408;204;
merge;80;100;410;189;
merge;80;100;411;202;
merge;80;100;415;198;
merge;80;100;410;195;
merge;80;100;410;191;
merge;80;100;409;209;
merge;80;100;394;179;
merge;80;100;406;194;
merge;80;100;409;194;
merge;80;100;408;192;
merge;80;100;406;191;
merge;80;100;403;197;
merge;80;100;412;189;
merge;90;100;477;236;
merge;90;100;479;226;
merge;90;100;471;223;
merge;90;100;479;243;
merge;90;100;480;237;
merge;90;100;488;231;
merge;90;100;473;218;
merge;90;100;476;221;
merge;90;100;481;228;
merge;90;100;475;238;
merge;90;100;471;217;
merge;90;100;481;221;
merge;90;100;487;234;
merge;90;100;471;233;
merge;90;100;479;227;
merge;90;100;481;226;
merge;90;100;479;228;
merge;90;100;473;221;
merge;90;100;477;218;
merge;90;100;485;237;
merge;90;100;469;216;
merge;90;100;476;225;
merge;90;100;481;224;
merge;90;100;469;224;
merge;90;100;464;221;
merge;90;100;484;223;
merge;90;100;480;229;
merge;90;100;477;220;
merge;90;100;471;227;
merge;90;100;467;231;
merge;90;100;477;228;
merge;90;100;464;233;
merge;90;100;480;228;
merge;90;100;472;221;
merge;90;100;470;214;
merge;90;100;478;229;
merge;90;100;475;233;
merge;90;100;477;229;
merge;90;100;473;222;
merge;90;100;481;223;
merge;90;100;472;229;
merge;90;100;469;226;
merge;90;100;471;223;
merge;90;100;479;223;
merge;90;100;473;228;
merge;90;100;476;231;
merge;90;100;472;234;
merge;90;100;471;214;
merge;90;100;475;236;
merge;90;100;471;229;
merge;90;100;476;227;
merge;90;100;467;221;
merge;90;100;476;229;
merge;90;100;478;238;
merge;90;100;466;224;
merge;90;100;473;222;
merge;90;100;470;227;
merge;90;100;470;227;
merge;90;100;478;235;
merge;90;100;474;220;
merge;90;100;464;232;
merge;90;100;465;231;
merge;90;100;476;229;
merge;90;100;481;244;
merge;90;100;482;226;
merge;90;100;480;234;
merge;90;100;474;215;
merge;90;100;468;224;
merge;90;100;473;232;
merge;90;100;479;225;
merge;90;100;483;231;
merge;90;100;476;221;
merge;90;100;469;234;
merge;90;100;466;226;
merge;90;100;475;218;
merge;90;100;472;231;
merge;90;100;473;226;
merge;90;100;474;230;
merge;90;100;473;242;
merge;90;100;472;231;
merge;90;100;477;213;
merge;90;100;479;216;
merge;90;100;480;218;
merge;90;100;472;232;
merge;90;100;469;226;
merge;90;100;467;212;
merge;90;100;483;231;
merge;90;100;482;228;
merge;90;100;481;230;
merge;90;100;477;230;
merge;90;100;465;223;
merge;90;100;480;238;
merge;90;100;482;236;
merge;90;100;481;227;
merge;90;100;472;223;
merge;90;100;472;220;
merge;90;100;484;224;
merge;90;100;481;236;
merge;90;100;478;234;
merge;90;100;468;221;
merge;100;100;545;265;
merge;100;100;542;265;
merge;100;100;548;261;
merge;100;100;538;265;
merge;100;100;540;270;
merge;100;100;539;255;
merge;100;100;545;264;
merge;100;100;550;269;
merge;100;100;546;263;
merge;100;100;535;265;
merge;100;100;559;270;
merge;100;100;546;270;
merge;100;100;542;254;
merge;100;100;539;260;
merge;100;100;545;270;
merge;100;100;549;272;
merge;100;100;544;271;
merge;100;100;541;268;
merge;100;100;550;259;
merge;100;100;539;259;
merge;100;100;546;266;
merge;100;100;540;266;
merge;100;100;543;249;
merge;100;100;535;251;
merge;100;100;545;254;
merge;100;100;539;270;
merge;100;100;537;268;
merge;100;100;538;267;
merge;100;100;527;266;
merge;100;100;532;259;
merge;100;100;539;257;
merge;100;100;541;252;
merge;100;100;545;262;
merge;100;100;546;249;
merge;100;100;540;252;
merge;100;100;541;266;
merge;100;100;544;267;
merge;100;100;543;265;
merge;100;100;541;259;
merge;100;100;550;263;
merge;100;100;542;261;
merge;100;100;548;259;
merge;100;100;547;258;
merge;100;100;543;268;
merge;100;100;550;270;
merge;100;100;543;263;
merge;100;100;540;258;
merge;100;100;551;262;
merge;100;100;548;269;
merge;100;100;535;262;
merge;100;100;539;252;
merge;100;100;545;262;
merge;100;100;550;275;
merge;100;100;540;256;
merge;100;100;543;263;
merge;100;100;550;266;
merge;100;100;548;260;
merge;100;100;541;266;
merge;100;100;539;255;
merge;100;100;550;274;
merge;100;100;535;258;
merge;100;100;548;271;
merge;100;100;541;273;
merge;100;100;542;254;
merge;100;100;543;259;
merge;100;100;538;267;
merge;100;100;553;263;
merge;100;100;534;273;
merge;100;100;535;240;
merge;100;100;533;269;
merge;100;100;551;263;
merge;100;100;542;249;
merge;100;100;553;255;
merge;100;100;545;269;
merge;100;100;547;264;
merge;100;100;536;262;
merge;100;100;540;267;
merge;100;100;543;256;
merge;100;100;531;257;
merge;100;100;531;268;
merge;100;100;545;267;
merge;100;100;546;256;
merge;100;100;546;249;
merge;100;100;551;266;
merge;100;100;543;263;
merge;100;100;546;254;
merge;100;100;553;260;
merge;100;100;550;259;
merge;100;100;539;262;
merge;100;100;534;261;
merge;100;100;544;253;
merge;100;100;550;266;
merge;100;100;543;262;
merge;100;100;541;272;
merge;100;100;545;260;
merge;100;100;542;278;
merge;100;100;536;256;
merge;100;100;553;267;
merge;100;100;550;275;
merge;100;100;535;254;
merge;110;100;614;303;
merge;110;100;608;295;
merge;110;100;615;295;
merge;110;100;610;293;
merge;110;100;603;291;
merge;110;100;612;297;
merge;110;100;619;292;
merge;110;100;615;298;
merge;110;100;612;298;
merge;110;100;624;298;
merge;110;100;613;295;
merge;110;100;612;292;
merge;110;100;614;300;
merge;110;100;604;287;
merge;110;100;613;303;
merge;110;100;610;313;
merge;110;100;604;294;
merge;110;100;609;304;
merge;110;100;606;291;
merge;110;100;619;300;
merge;110;100;615;310;
merge;110;100;616;294;
merge;110;100;609;282;
merge;110;100;610;294;
merge;110;100;608;298;
merge;110;100;608;281;
merge;110;100;621;303;
merge;110;100;604;299;
merge;110;100;607;302;
merge;110;100;613;284;
merge;110;100;618;296;
merge;110;100;618;305;
merge;110;100;609;304;
merge;110;100;605;293;
merge;110;100;614;299;
merge;110;100;606;282;
merge;110;100;612;293;
merge;110;100;598;286;
merge;110;100;614;288;
merge;110;100;608;302;
merge;110;100;606;305;
merge;110;100;616;285;
merge;110;100;615;297;
merge;110;100;606;281;
merge;110;100;618;294;
merge;110;100;617;295;
merge;110;100;619;291;
merge;110;100;616;296;
merge;110;100;614;284;
merge;110;100;605;293;
merge;110;100;618;282;
merge;110;100;616;290;
merge;110;100;611;294;
merge;110;100;599;283;
merge;110;100;613;307;
merge;110;100;603;307;
merge;110;100;608;299;
merge;110;100;613;308;
merge;110;100;601;293;
merge;110;100;612;303;
merge;110;100;615;291;
merge;110;100;607;294;
merge;110;100;612;301;
merge;110;100;602;297;
merge;110;100;612;291;
merge;110;100;603;282;
merge;110;100;613;288;
merge;110;100;607;295;
merge;110;100;607;301;
merge;110;100;603;298;
merge;110;100;601;292;
merge;110;100;611;300;
merge;110;100;619;298;
merge;110;100;615;293;
merge;110;100;612;288;
merge;110;100;610;289;
merge;110;100;605;296;
merge;110;100;614;294;
merge;110;100;614;271;
merge;110;100;606;294;
merge;110;100;612;288;
merge;110;100;617;305;
merge;110;100;612;291;
merge;110;100;614;304;
merge;110;100;602;298;
merge;110;100;618;319;
merge;110;100;600;292;
merge;110;100;610;290;
merge;110;100;614;291;
merge;110;100;611;295;
merge;110;100;617;313;
merge;110;100;600;292;
merge;110;100;605;285;
merge;110;100;614;300;
merge;110;100;613;291;
merge;110;100;612;293;
merge;110;100;614;299;
merge;110;100;616;297;
merge;110;100;619;291;
merge;110;100;616;285;
merge;120;100;681;326;
merge;120;100;682;319;
merge;120;100;687;330;
merge;120;100;684;335;
merge;120;100;683;344;
merge;120;100;681;323;
merge;120;100;676;339;
merge;120;100;679;329;
merge;120;100;683;345;
merge;120;100;683;323;
merge;120;100;680;321;
merge;120;100;680;342;
merge;120;100;682;329;
merge;120;100;663;325;
merge;120;100;671;346;
merge;120;100;679;322;
merge;120;100;684;331;
merge;120;100;681;331;
merge;120;100;662;346;
merge;120;100;684;331;
merge;120;100;671;328;
merge;120;100;681;335;
merge;120;100;677;336;
merge;120;100;681;337;
merge;120;100;676;336;
merge;120;100;678;335;
merge;120;100;679;331;
merge;120;100;684;327;
merge;120;100;682;331;
merge;120;100;677;321;
merge;120;100;675;342;
merge;120;100;678;328;
merge;120;100;680;332;
merge;120;100;676;328;
merge;120;100;680;335;
merge;120;100;672;328;
merge;120;100;674;328;
merge;120;100;678;337;
merge;120;100;676;324;
merge;120;100;676;334;
merge;120;100;661;318;
merge;120;100;687;335;
merge;120;100;678;329;
merge;120;100;679;336;
merge;120;100;669;317;
merge;120;100;682;335;
merge;120;100;686;342;
merge;120;100;674;334;
merge;120;100;680;328;
merge;120;100;677;344;
merge;120;100;685;322;
merge;120;100;683;331;
merge;120;100;678;343;
merge;120;100;681;325;
merge;120;100;682;337;
merge;120;100;681;338;
merge;120;100;689;331;
merge;120;100;689;337;
merge;120;100;681;337;
merge;120;100;684;329;
merge;120;100;682;330;
merge;120;100;679;332;
merge;120;100;686;325;
merge;120;100;690;321;
merge;120;100;687;329;
merge;120;100;687;350;
merge;120;100;679;335;
merge;120;100;685;333;
merge;120;100;689;339;
merge;120;100;687;334;
merge;120;100;678;326;
merge;120;100;684;339;
merge;120;100;686;338;
merge;120;100;669;328;
merge;120;100;681;345;
merge;120;100;679;327;
merge;120;100;673;337;
merge;120;100;675;332;
merge;120;100;674;331;
merge;120;100;681;324;
merge;120;100;687;327;
merge;120;100;673;340;
merge;120;100;684;330;
merge;120;100;692;334;
merge;120;100;678;340;
merge;120;100;668;324;
merge;120;100;680;340;
merge;120;100;689;342;
merge;120;100;684;329;
merge;120;100;681;338;
merge;120;100;675;317;
merge;120;100;686;333;
merge;120;100;681;352;
merge;120;100;682;316;
merge;120;100;688;339;
merge;120;100;684;341;
merge;120;100;682;331;
merge;120;100;674;326;
merge;120;100;681;332;
merge;120;100;682;325;
merge;130;100;750;364;
merge;130;100;747;358;
merge;130;100;750;369;
merge;130;100;752;378;
merge;130;100;750;371;
merge;130;100;744;352;
merge;130;100;763;381;
merge;130;100;745;384;
merge;130;100;754;374;
merge;130;100;745;369;
merge;130;100;744;366;
merge;130;100;752;374;
merge;130;100;764;392;
merge;130;100;751;369;
merge;130;100;754;388;
merge;130;100;750;378;
merge;130;100;753;379;
merge;130;100;758;382;
merge;130;100;749;379;
merge;130;100;741;351;
merge;130;100;750;350;
merge;130;100;758;358;
merge;130;100;753;362;
merge;130;100;755;368;
merge;130;100;753;365;
merge;130;100;761;379;
merge;130;100;757;373;
merge;130;100;753;382;
merge;130;100;757;369;
merge;130;100;751;379;
merge;130;100;760;385;
merge;130;100;750;368;
merge;130;100;761;377;
merge;130;100;750;378;
merge;130;100;751;363;
merge;130;100;751;373;
merge;130;100;750;368;
merge;130;100;759;372;
merge;130;100;750;381;
merge;130;100;756;375;
merge;130;100;750;364;
merge;130;100;749;367;
merge;130;100;753;367;
merge;130;100;758;372;
merge;130;100;748;365;
merge;130;100;747;390;
merge;130;100;757;368;
merge;130;100;750;371;
merge;130;100;744;365;
merge;130;100;759;378;
merge;130;100;753;384;
merge;130;100;755;380;
merge;130;100;750;369;
merge;130;100;753;375;
merge;130;100;754;369;
merge;130;100;751;367;
merge;130;100;757;378;
merge;130;100;767;386;
merge;130;100;751;370;
merge;130;100;750;375;
merge;130;100;747;373;
merge;130;100;744;368;
merge;130;100;744;365;
merge;130;100;751;371;
merge;130;100;757;370;
merge;130;100;759;378;
merge;130;100;751;372;
merge;130;100;745;364;
merge;130;100;749;377;
merge;130;100;751;361;
merge;130;100;744;370;
merge;130;100;743;355;
merge;130;100;755;374;
merge;130;100;751;382;
merge;130;100;746;362;
merge;130;100;754;356;
merge;130;100;735;368;
merge;130;100;748;371;
merge;130;100;755;378;
merge;130;100;751;366;
merge;130;100;747;370;
merge;130;100;762;378;
merge;130;100;754;391;
merge;130;100;750;361;
merge;130;100;748;377;
merge;130;100;753;372;
merge;130;100;749;383;
merge;130;100;757;379;
merge;130;100;747;371;
merge;130;100;752;382;
merge;130;100;749;376;
merge;130;100;751;375;
merge;130;100;742;353;
merge;130;100;754;380;
merge;130;100;750;374;
merge;130;100;744;361;
merge;130;100;748;366;
merge;130;100;753;373;
merge;130;100;750;374;
merge;130;100;751;372;
merge;140;100;823;401;
merge;140;100;820;383;
merge;140;100;822;404;
merge;140;100;830;399;
merge;140;100;822;397;
merge;140;100;830;406;
merge;140;100;818;395;
merge;140;100;830;398;
merge;140;100;835;398;
merge;140;100;815;388;
merge;140;100;830;416;
merge;140;100;830;393;
merge;140;100;822;390;
merge;140;100;820;405;
merge;140;100;813;403;
merge;140;100;818;394;
merge;140;100;828;416;
merge;140;100;829;398;
merge;140;100;835;415;
merge;140;100;815;395;
merge;140;100;813;401;
merge;140;100;823;422;
merge;140;100;832;411;
merge;140;100;820;400;
merge;140;100;828;406;
merge;140;100;817;400;
merge;140;100;821;408;
merge;140;100;829;401;
merge;140;100;819;387;
merge;140;100;828;401;
merge;140;100;812;389;
merge;140;100;829;390;
merge;140;100;826;400;
merge;140;100;821;390;
merge;140;100;822;404;
merge;140;100;829;401;
merge;140;100;820;421;
merge;140;100;823;400;
merge;140;100;834;396;
merge;140;100;822;417;
merge;140;100;824;392;
merge;140;100;828;405;
merge;140;100;827;390;
merge;140;100;825;394;
merge;140;100;832;408;
merge;140;100;826;386;
merge;140;100;818;385;
merge;140;100;817;391;
merge;140;100;826;401;
merge;140;100;823;418;
merge;140;100;831;401;
merge;140;100;835;383;
merge;140;100;830;410;
merge;140;100;818;404;
merge;140;100;817;401;
merge;140;100;829;394;
merge;140;100;820;397;
merge;140;100;836;410;
merge;140;100;824;389;
merge;140;100;825;396;
merge;140;100;826;410;
merge;140;100;837;403;
merge;140;100;827;395;
merge;140;100;823;410;
merge;140;100;823;396;
merge;140;100;828;400;
merge;140;100;830;400;
merge;140;100;843;407;
merge;140;100;825;407;
merge;140;100;820;402;
merge;140;100;832;396;
merge;140;100;827;377;
merge;140;100;831;402;
merge;140;100;822;408;
merge;140;100;824;390;
merge;140;100;823;397;
merge;140;100;833;404;
merge;140;100;831;399;
merge;140;100;830;408;
merge;140;100;821;390;
merge;140;100;825;411;
merge;140;100;836;414;
merge;140;100;817;383;
merge;140;100;815;412;
merge;140;100;829;412;
merge;140;100;819;398;
merge;140;100;820;400;
merge;140;100;834;404;
merge;140;100;819;404;
merge;140;100;819;395;
merge;140;100;804;392;
merge;140;100;830;394;
merge;140;100;827;408;
merge;140;100;818;407;
merge;140;100;817;389;
merge;140;100;805;391;
merge;140;100;829;394;
merge;140;100;828;391;
merge;140;100;826;402;
merge;140;100;821;396;
merge;150;100;898;448;
merge;150;100;902;422;
merge;150;100;898;435;
merge;150;100;913;454;
merge;150;100;893;444;
merge;150;100;901;439;
merge;150;100;899;416;
merge;150;100;882;434;
merge;150;100;906;422;
merge;150;100;898;429;
