type;n;avg_comparisons;avg_swaps;
quick;200;1576.240000;955.640000;
insertion;200;10192.780000;9993.780000;
hybrid;200;1795.420000;1131.760000;
quick;210;1648.640000;991.480000;
insertion;210;11187.760000;10978.760000;
hybrid;210;1871.700000;1179.440000;
quick;220;1768.160000;1063.140000;
insertion;220;12080.880000;11861.880000;
hybrid;220;2006.520000;1261.680000;
quick;230;1847.060000;1101.100000;
insertion;230;13455.680000;13226.680000;
hybrid;230;2111.500000;1321.180000;
quick;240;1963.680000;1149.540000;
insertion;240;14396.440000;14157.440000;
hybrid;240;2223.000000;1359.100000;
quick;250;2029.400000;1224.960000;
insertion;250;15794.940000;15545.940000;
hybrid;250;2307.520000;1453.820000;
quick;260;2132.720000;1257.700000;
insertion;260;17094.040000;16835.040000;
hybrid;260;2434.920000;1511.380000;
quick;270;2255.520000;1382.420000;
insertion;270;18205.260000;17936.260000;
hybrid;270;2569.840000;1639.120000;
quick;280;2367.120000;1399.960000;
insertion;280;19774.640000;19495.640000;
hybrid;280;2677.720000;1651.420000;
quick;290;2474.620000;1457.600000;
insertion;290;21260.640000;20971.640000;
hybrid;290;2825.220000;1752.160000;
quick;300;2613.180000;1536.520000;
insertion;300;22601.480000;22302.480000;
hybrid;300;2949.080000;1814.320000;
quick;310;2703.660000;1605.480000;
insertion;310;24140.340000;23831.340000;
hybrid;310;3054.380000;1899.240000;
quick;320;2806.620000;1648.400000;
insertion;320;25662.600000;25343.600000;
hybrid;320;3164.760000;1945.600000;
quick;330;2920.340000;1716.940000;
insertion;330;27446.100000;27117.100000;
hybrid;330;3294.160000;2023.020000;
quick;340;2981.240000;1751.640000;
insertion;340;29381.000000;29042.000000;
hybrid;340;3352.820000;2059.560000;
quick;350;3063.620000;1818.020000;
insertion;350;30771.480000;30422.480000;
hybrid;350;3459.780000;2151.940000;
quick;360;3216.480000;1901.940000;
insertion;360;32569.500000;32210.500000;
hybrid;360;3604.600000;2215.840000;
quick;370;3332.080000;1927.660000;
insertion;370;34193.620000;33824.620000;
hybrid;370;3743.800000;2265.660000;
quick;380;3482.560000;2038.360000;
insertion;380;36008.480000;35629.480000;
hybrid;380;3909.500000;2398.480000;
quick;390;3584.660000;2089.200000;
insertion;390;38317.520000;37928.520000;
hybrid;390;4027.720000;2456.540000;
quick;400;3700.300000;2160.960000;
insertion;400;40069.100000;39670.100000;
hybrid;400;4143.660000;2526.860000;
quick;410;3821.500000;2226.380000;
insertion;410;42203.760000;41794.760000;
hybrid;410;4283.240000;2605.660000;
quick;420;3891.260000;2306.860000;
insertion;420;44178.420000;43759.420000;
hybrid;420;4362.840000;2695.000000;
quick;430;3971.140000;2279.060000;
insertion;430;46629.720000;46200.720000;
hybrid;430;4439.300000;2659.880000;
quick;440;4123.960000;2398.840000;
insertion;440;48511.960000;48072.960000;
hybrid;440;4615.740000;2813.740000;
quick;450;4288.260000;2500.080000;
insertion;450;50983.560000;50534.560000;
hybrid;450;4810.320000;2938.520000;
quick;460;4392.840000;2564.060000;
insertion;460;53133.120000;52674.120000;
hybrid;460;4935.940000;3018.080000;
quick;470;4453.380000;2568.880000;
insertion;470;55593.320000;55124.320000;
hybrid;470;4986.700000;3010.240000;
quick;480;4636.620000;2714.120000;
insertion;480;57879.320000;57400.320000;
hybrid;480;5166.220000;3147.980000;
quick;490;4650.180000;2735.740000;
insertion;490;60265.820000;59776.820000;
hybrid;490;5210.420000;3206.040000;
quick;500;4835.140000;2870.760000;
insertion;500;62644.820000;62145.820000;
hybrid;500;5404.700000;3345.600000;
quick;510;4944.120000;2872.600000;
insertion;510;64874.820000;64365.820000;
hybrid;510;5505.660000;3334.960000;
quick;520;5035.860000;2905.120000;
insertion;520;68191.500000;67672.500000;
hybrid;520;5627.760000;3394.100000;
quick;530;5223.240000;3000.240000;
insertion;530;70569.740000;70040.740000;
hybrid;530;5797.520000;3463.960000;
quick;540;5235.000000;3082.860000;
insertion;540;72838.580000;72299.580000;
hybrid;540;5850.880000;3592.920000;
quick;550;5416.280000;3150.600000;
insertion;550;75433.140000;74884.140000;
hybrid;550;6020.120000;3646.780000;
quick;560;5535.080000;3159.920000;
insertion;560;78727.240000;78168.240000;
hybrid;560;6148.000000;3658.500000;
quick;570;5742.480000;3293.580000;
insertion;570;81841.280000;81272.280000;
hybrid;570;6379.060000;3811.660000;
quick;580;5774.620000;3358.640000;
insertion;580;84288.860000;83709.860000;
hybrid;580;6429.600000;3907.980000;
quick;590;5887.240000;3427.080000;
insertion;590;87067.780000;86478.780000;
hybrid;590;6563.720000;3994.140000;
quick;600;6013.080000;3517.980000;
insertion;600;90166.600000;89567.600000;
hybrid;600;6679.620000;4063.440000;
quick;610;6109.160000;3553.940000;
insertion;610;93773.880000;93164.880000;
hybrid;610;6786.960000;4107.100000;
quick;620;6158.380000;3557.540000;
insertion;620;96879.600000;96260.600000;
hybrid;620;6863.000000;4162.880000;
quick;630;6477.920000;3720.660000;
insertion;630;99485.420000;98856.420000;
hybrid;630;7197.580000;4311.260000;
quick;640;6436.860000;3685.540000;
insertion;640;103354.300000;102715.300000;
hybrid;640;7150.360000;4280.920000;
quick;650;6585.380000;3806.880000;
insertion;650;105794.160000;105145.160000;
hybrid;650;7287.860000;4386.820000;
quick;660;6698.640000;3922.480000;
insertion;660;109688.140000;109029.140000;
hybrid;660;7459.400000;4557.000000;
quick;670;6905.340000;3915.000000;
insertion;670;112061.760000;111392.760000;
hybrid;670;7671.060000;4553.960000;
quick;680;6921.780000;4052.380000;
insertion;680;115891.560000;115212.560000;
hybrid;680;7672.540000;4664.840000;
quick;690;7042.880000;4050.160000;
insertion;690;119512.180000;118823.180000;
hybrid;690;7820.220000;4701.300000;
quick;700;7238.160000;4172.460000;
insertion;700;122969.760000;122270.760000;
hybrid;700;8018.440000;4821.820000;
quick;710;7407.180000;4321.760000;
insertion;710;126390.820000;125681.820000;
hybrid;710;8203.620000;4984.940000;
quick;720;7459.820000;4289.960000;
insertion;720;129684.760000;128965.760000;
hybrid;720;8267.760000;4950.940000;
quick;730;7686.260000;4467.860000;
insertion;730;134339.840000;133610.840000;
hybrid;730;8514.700000;5154.140000;
quick;740;7645.880000;4413.440000;
insertion;740;136221.480000;135482.480000;
hybrid;740;8477.420000;5109.140000;
quick;750;7855.300000;4473.780000;
insertion;750;141997.240000;141248.240000;
hybrid;750;8662.340000;5138.620000;
quick;760;7977.920000;4651.200000;
insertion;760;144551.560000;143792.560000;
hybrid;760;8825.280000;5356.700000;
quick;770;7983.940000;4686.360000;
insertion;770;148505.300000;147736.300000;
hybrid;770;8856.580000;5415.480000;
quick;780;8157.840000;4724.520000;
insertion;780;152876.620000;152097.620000;
hybrid;780;9045.040000;5468.820000;
quick;790;8340.800000;4780.840000;
insertion;790;156162.920000;155373.920000;
hybrid;790;9218.900000;5509.500000;
quick;800;8371.540000;4848.300000;
insertion;800;160813.480000;160014.480000;
hybrid;800;9287.300000;5613.820000;
quick;810;8611.480000;4934.240000;
insertion;810;165102.820000;164293.820000;
hybrid;810;9526.500000;5691.600000;
quick;820;8638.660000;4891.060000;
insertion;820;169586.560000;168767.560000;
hybrid;820;9554.440000;5645.100000;
quick;830;8792.740000;4977.440000;
insertion;830;172513.760000;171684.760000;
hybrid;830;9704.520000;5716.440000;
quick;840;8876.940000;4947.220000;
insertion;840;176397.560000;175558.560000;
hybrid;840;9832.860000;5737.920000;
quick;850;9045.560000;5178.040000;
insertion;850;181621.820000;180772.820000;
hybrid;850;10004.680000;5985.740000;
quick;860;9133.600000;5223.020000;
insertion;860;185746.680000;184887.680000;
hybrid;860;10123.300000;6048.080000;
quick;870;9184.240000;5353.220000;
insertion;870;190254.160000;189385.160000;
hybrid;870;10166.300000;6162.260000;
quick;880;9342.300000;5301.820000;
insertion;880;194483.940000;193604.940000;
hybrid;880;10295.000000;6067.720000;
quick;890;9550.420000;5492.600000;
insertion;890;198085.640000;197196.640000;
hybrid;890;10549.840000;6311.480000;
quick;900;9706.240000;5606.060000;
insertion;900;202509.700000;201610.700000;
hybrid;900;10719.200000;6447.960000;
quick;910;9968.940000;5655.600000;
insertion;910;207088.300000;206179.300000;
hybrid;910;10990.720000;6508.560000;
quick;920;9981.660000;5607.360000;
insertion;920;213112.520000;212193.520000;
hybrid;920;11029.500000;6471.240000;
quick;930;10157.100000;5838.600000;
insertion;930;215609.360000;214680.360000;
hybrid;930;11216.340000;6720.520000;
quick;940;10294.900000;5938.360000;
insertion;940;220590.820000;219651.820000;
hybrid;940;11331.580000;6779.000000;
quick;950;10276.040000;6016.380000;
insertion;950;224735.160000;223786.160000;
hybrid;950;11327.260000;6891.620000;
quick;960;10643.680000;6048.900000;
insertion;960;232030.320000;231071.320000;
hybrid;960;11747.340000;6971.080000;
quick;970;10509.160000;5973.120000;
insertion;970;236635.660000;235666.660000;
hybrid;970;11595.940000;6881.020000;
quick;980;10775.140000;6145.620000;
insertion;980;238997.080000;238018.080000;
hybrid;980;11909.400000;7103.480000;
quick;990;10816.340000;6267.700000;
insertion;990;245565.740000;244576.740000;
hybrid;990;11958.220000;7226.940000;
quick;1000;10981.500000;6104.960000;
insertion;1000;250316.880000;249317.880000;
hybrid;1000;12118.380000;7046.240000;
quick;1010;11000.160000;6263.560000;
insertion;1010;255297.000000;254288.000000;
hybrid;1010;12134.880000;7198.520000;
quick;1020;11421.440000;6584.140000;
insertion;1020;259776.560000;258757.560000;
hybrid;1020;12548.040000;7518.460000;
quick;1030;11376.720000;6542.120000;
insertion;1030;265620.900000;264591.900000;
hybrid;1030;12562.800000;7523.200000;
quick;1040;11444.740000;6482.040000;
insertion;1040;271019.000000;269980.000000;
hybrid;1040;12615.520000;7439.900000;
quick;1050;11477.900000;6612.000000;
insertion;1050;277601.620000;276552.620000;
hybrid;1050;12682.100000;7611.860000;
quick;1060;11886.080000;6744.600000;
insertion;1060;281059.180000;280000.180000;
hybrid;1060;13107.520000;7743.400000;
quick;1070;11938.440000;6800.460000;
insertion;1070;287400.060000;286331.060000;
hybrid;1070;13116.200000;7763.740000;
quick;1080;12079.380000;6876.820000;
insertion;1080;291538.540000;290459.540000;
hybrid;1080;13258.680000;7836.580000;
quick;1090;12329.860000;7029.460000;
insertion;1090;297608.440000;296519.440000;
hybrid;1090;13554.100000;8030.440000;
quick;1100;12307.260000;6912.060000;
insertion;1100;302063.040000;300964.040000;
hybrid;1100;13570.880000;7962.820000;
quick;1110;12325.960000;7015.960000;
insertion;1110;308759.700000;307650.700000;
hybrid;1110;13562.780000;8029.420000;
quick;1120;12533.400000;7241.860000;
insertion;1120;314929.700000;313810.700000;
hybrid;1120;13774.260000;8264.120000;
quick;1130;12695.240000;7304.560000;
insertion;1130;318293.860000;317164.860000;
hybrid;1130;13974.840000;8350.860000;
quick;1140;12925.280000;7416.840000;
insertion;1140;324509.700000;323370.700000;
hybrid;1140;14222.900000;8494.120000;
quick;1150;12956.680000;7332.440000;
insertion;1150;331561.720000;330412.720000;
hybrid;1150;14265.420000;8426.680000;
quick;1160;13011.740000;7370.440000;
insertion;1160;337938.680000;336779.680000;
hybrid;1160;14290.740000;8430.760000;
quick;1170;13071.000000;7376.880000;
insertion;1170;343020.440000;341851.440000;
hybrid;1170;14393.240000;8480.460000;
quick;1180;13553.480000;7690.840000;
insertion;1180;348561.860000;347382.860000;
hybrid;1180;14858.600000;8775.280000;
quick;1190;13397.240000;7657.940000;
insertion;1190;355022.680000;353833.680000;
hybrid;1190;14709.840000;8730.640000;
quick;1200;13832.300000;7881.080000;
insertion;1200;361642.080000;360443.080000;
hybrid;1200;15184.400000;8996.740000;
quick;1210;13809.980000;7950.020000;
insertion;1210;367077.580000;365868.580000;
hybrid;1210;15172.200000;9078.340000;
quick;1220;13869.080000;7924.180000;
insertion;1220;373130.460000;371911.460000;
hybrid;1220;15218.100000;9041.100000;
quick;1230;13716.140000;7977.540000;
insertion;1230;379634.860000;378405.860000;
hybrid;1230;15083.700000;9096.660000;
quick;1240;14042.140000;8057.480000;
insertion;1240;384202.740000;382963.740000;
hybrid;1240;15427.240000;9189.000000;
quick;1250;14469.480000;8185.020000;
insertion;1250;390709.820000;389460.820000;
hybrid;1250;15903.880000;9384.300000;
quick;1260;14535.560000;8235.420000;
insertion;1260;399052.540000;397793.540000;
hybrid;1260;15949.680000;9398.740000;
quick;1270;14701.620000;8312.700000;
insertion;1270;403685.560000;402416.560000;
hybrid;1270;16111.060000;9484.040000;
quick;1280;14810.920000;8382.520000;
insertion;1280;409358.460000;408079.460000;
hybrid;1280;16255.800000;9586.460000;
quick;1290;14700.680000;8526.260000;
insertion;1290;416681.580000;415392.580000;
hybrid;1290;16172.640000;9760.040000;
quick;1300;15007.460000;8594.900000;
insertion;1300;424239.880000;422940.880000;
hybrid;1300;16433.560000;9772.960000;
quick;1310;14961.940000;8563.760000;
insertion;1310;429717.680000;428408.680000;
hybrid;1310;16407.960000;9737.220000;
quick;1320;15294.700000;8656.940000;
insertion;1320;435836.040000;434517.040000;
hybrid;1320;16760.420000;9871.500000;
quick;1330;15387.360000;8577.560000;
insertion;1330;441671.420000;440342.420000;
hybrid;1330;16873.860000;9814.860000;
quick;1340;15431.920000;8882.220000;
insertion;1340;449649.240000;448310.240000;
hybrid;1340;16951.360000;10150.280000;
quick;1350;15751.880000;8817.280000;
insertion;1350;453431.020000;452082.020000;
hybrid;1350;17230.980000;10024.000000;
quick;1360;15627.440000;8717.900000;
insertion;1360;465275.320000;463916.320000;
hybrid;1360;17127.540000;9962.620000;
quick;1370;15858.880000;8909.180000;
insertion;1370;470998.540000;469629.540000;
hybrid;1370;17394.020000;10179.040000;
quick;1380;16003.720000;9069.740000;
insertion;1380;476893.460000;475514.460000;
hybrid;1380;17543.040000;10339.060000;
quick;1390;16156.920000;9133.860000;
insertion;1390;482608.380000;481219.380000;
hybrid;1390;17735.060000;10459.300000;
quick;1400;16210.280000;9195.560000;
insertion;1400;491027.140000;489628.140000;
hybrid;1400;17766.800000;10480.160000;
quick;1410;16521.060000;9332.560000;
insertion;1410;499550.280000;498141.280000;
hybrid;1410;18121.700000;10665.240000;
quick;1420;16635.400000;9255.120000;
insertion;1420;505987.120000;504568.120000;
hybrid;1420;18238.040000;10594.280000;
quick;1430;16760.200000;9566.180000;
insertion;1430;510641.360000;509212.360000;
hybrid;1430;18347.620000;10872.400000;
quick;1440;17039.600000;9526.640000;
insertion;1440;516492.220000;515053.220000;
hybrid;1440;18629.920000;10845.160000;
quick;1450;16932.840000;9614.140000;
insertion;1450;526743.300000;525294.300000;
hybrid;1450;18585.080000;10998.380000;
quick;1460;17289.180000;9869.040000;
insertion;1460;531383.260000;529924.260000;
hybrid;1460;18929.680000;11227.960000;
quick;1470;17559.600000;10066.320000;
insertion;1470;539930.900000;538461.900000;
hybrid;1470;19258.540000;11487.160000;
quick;1480;17534.760000;9955.960000;
insertion;1480;545602.440000;544123.440000;
hybrid;1480;19175.340000;11304.820000;
quick;1490;17589.880000;9779.900000;
insertion;1490;555762.240000;554273.240000;
hybrid;1490;19247.260000;11136.620000;
quick;1500;17758.080000;10091.040000;
insertion;1500;563413.900000;561914.900000;
hybrid;1500;19449.640000;11492.840000;
quick;1510;17954.920000;10258.560000;
insertion;1510;570449.780000;568940.780000;
hybrid;1510;19660.940000;11669.100000;
quick;1520;18017.260000;10160.660000;
insertion;1520;578984.740000;577465.740000;
hybrid;1520;19736.240000;11594.660000;
quick;1530;17944.440000;10079.560000;
insertion;1530;585947.860000;584418.860000;
hybrid;1530;19662.380000;11505.060000;
quick;1540;18403.360000;10432.580000;
insertion;1540;594055.460000;592516.460000;
hybrid;1540;20093.380000;11823.680000;
quick;1550;18195.440000;10247.240000;
insertion;1550;597653.720000;596104.720000;
hybrid;1550;19894.720000;11644.400000;
quick;1560;18621.520000;10613.680000;
insertion;1560;608727.540000;607168.540000;
hybrid;1560;20401.360000;12104.800000;
quick;1570;18653.020000;10737.020000;
insertion;1570;616700.300000;615131.300000;
hybrid;1570;20405.520000;12179.280000;
quick;1580;18941.660000;10659.280000;
insertion;1580;626068.840000;624489.840000;
hybrid;1580;20700.160000;12109.060000;
quick;1590;19016.740000;10656.880000;
insertion;1590;634864.000000;633275.000000;
hybrid;1590;20772.700000;12094.380000;
quick;1600;18992.820000;10888.840000;
insertion;1600;641430.020000;639831.020000;
hybrid;1600;20764.660000;12343.920000;
quick;1610;19262.740000;10874.760000;
insertion;1610;650606.280000;648997.280000;
hybrid;1610;21090.420000;12376.860000;
quick;1620;19501.440000;10899.160000;
insertion;1620;656586.620000;654967.620000;
hybrid;1620;21314.520000;12406.320000;
quick;1630;19291.600000;10697.400000;
insertion;1630;664923.480000;663294.480000;
hybrid;1630;21094.460000;12171.220000;
quick;1640;19607.800000;11287.320000;
insertion;1640;672387.840000;670748.840000;
hybrid;1640;21447.860000;12816.300000;
quick;1650;19658.880000;11133.660000;
insertion;1650;679933.900000;678284.900000;
hybrid;1650;21499.600000;12660.440000;
quick;1660;19913.240000;11447.400000;
insertion;1660;687990.560000;686331.560000;
hybrid;1660;21760.840000;12984.180000;
quick;1670;20065.180000;11403.880000;
insertion;1670;697249.720000;695580.720000;
hybrid;1670;21933.780000;12949.100000;
quick;1680;20075.400000;11306.220000;
insertion;1680;704486.800000;702807.800000;
hybrid;1680;21976.300000;12872.320000;
quick;1690;20499.560000;11696.800000;
insertion;1690;717853.280000;716164.280000;
hybrid;1690;22371.680000;13245.480000;
quick;1700;20617.400000;11492.700000;
insertion;1700;724634.040000;722935.040000;
hybrid;1700;22526.740000;13068.200000;
quick;1710;20427.440000;11464.220000;
insertion;1710;732947.800000;731238.800000;
hybrid;1710;22327.300000;13035.800000;
quick;1720;20822.400000;11839.500000;
insertion;1720;740710.880000;738991.880000;
hybrid;1720;22758.920000;13442.940000;
quick;1730;21188.400000;12043.920000;
insertion;1730;750660.120000;748931.120000;
hybrid;1730;23130.460000;13656.580000;
quick;1740;20936.460000;11915.860000;
insertion;1740;758636.460000;756897.460000;
hybrid;1740;22872.700000;13516.020000;
quick;1750;20902.480000;11601.700000;
insertion;1750;766612.420000;764863.420000;
hybrid;1750;22942.160000;13311.540000;
quick;1760;21460.080000;12071.760000;
insertion;1760;779265.040000;777506.040000;
hybrid;1760;23441.640000;13714.940000;
quick;1770;21495.880000;12047.220000;
insertion;1770;785272.760000;783503.760000;
hybrid;1770;23459.520000;13666.340000;
quick;1780;21859.760000;12557.640000;
insertion;1780;791961.240000;790182.240000;
hybrid;1780;23825.740000;14180.520000;
quick;1790;21557.700000;12259.380000;
insertion;1790;803265.620000;801476.620000;
hybrid;1790;23611.600000;13965.460000;
quick;1800;22085.740000;12501.140000;
insertion;1800;810121.980000;808322.980000;
hybrid;1800;24058.740000;14130.020000;
quick;1810;21826.200000;12231.000000;
insertion;1810;817882.120000;816073.120000;
hybrid;1810;23840.040000;13902.500000;
quick;1820;22156.400000;12510.540000;
insertion;1820;830266.980000;828447.980000;
hybrid;1820;24203.460000;14224.220000;
quick;1830;22405.000000;12796.140000;
insertion;1830;837794.000000;835965.000000;
hybrid;1830;24412.320000;14455.200000;
quick;1840;22290.960000;12842.880000;
insertion;1840;848231.220000;846392.220000;
hybrid;1840;24377.540000;14594.460000;
quick;1850;22471.980000;12905.300000;
insertion;1850;854782.860000;852933.860000;
hybrid;1850;24554.260000;14615.880000;
quick;1860;22916.280000;12982.080000;
insertion;1860;862570.020000;860711.020000;
hybrid;1860;25001.040000;14739.440000;
quick;1870;22492.560000;12784.820000;
insertion;1870;875166.840000;873297.840000;
hybrid;1870;24618.100000;14562.940000;
quick;1880;22809.360000;12771.920000;
insertion;1880;883610.860000;881731.860000;
hybrid;1880;24947.240000;14562.000000;
quick;1890;23213.320000;13224.500000;
insertion;1890;898159.780000;896270.780000;
hybrid;1890;25304.400000;14953.300000;
quick;1900;23129.680000;13107.080000;
insertion;1900;902493.480000;900594.480000;
hybrid;1900;25295.500000;14921.920000;
quick;1910;23431.980000;13257.680000;
insertion;1910;916600.880000;914691.880000;
hybrid;1910;25587.320000;15045.020000;
quick;1920;23813.160000;13560.260000;
insertion;1920;922081.120000;920162.120000;
hybrid;1920;25967.360000;15318.260000;
quick;1930;23561.180000;13233.320000;
insertion;1930;933250.520000;931321.520000;
hybrid;1930;25723.700000;15042.940000;
quick;1940;23552.700000;13410.640000;
insertion;1940;943435.060000;941496.060000;
hybrid;1940;25682.360000;15156.740000;
quick;1950;24368.460000;13704.720000;
insertion;1950;949706.620000;947757.620000;
hybrid;1950;26547.880000;15486.180000;
quick;1960;24273.380000;13749.400000;
insertion;1960;960138.360000;958179.360000;
hybrid;1960;26466.720000;15563.480000;
quick;1970;24152.800000;13660.440000;
insertion;1970;971779.600000;969810.600000;
hybrid;1970;26345.600000;15470.260000;
quick;1980;24377.480000;13753.040000;
insertion;1980;982166.820000;980187.820000;
hybrid;1980;26584.320000;15577.760000;
quick;1990;24954.940000;13891.620000;
insertion;1990;992165.740000;990176.740000;
hybrid;1990;27181.800000;15756.000000;
quick;2000;24812.540000;13973.820000;
insertion;2000;999245.560000;997246.560000;
hybrid;2000;27035.680000;15813.900000;
