type;n;avg_comparisons;avg_swaps;
quick;290;2480.680000;1452.320000;
insertion;290;21308.180000;21019.180000;
hybrid;290;2588.120000;1424.300000;
quick;300;2548.840000;1512.420000;
insertion;300;22735.880000;22436.880000;
hybrid;300;2655.660000;1477.200000;
quick;310;2658.300000;1593.920000;
insertion;310;24352.320000;24043.320000;
hybrid;310;2774.300000;1565.140000;
quick;320;2797.880000;1638.180000;
insertion;320;25715.140000;25396.140000;
hybrid;320;2914.520000;1604.340000;
quick;330;2885.140000;1685.280000;
insertion;330;27181.520000;26852.520000;
hybrid;330;2998.000000;1639.940000;
quick;340;3033.880000;1775.400000;
insertion;340;28919.920000;28580.920000;
hybrid;340;3158.760000;1738.840000;
quick;350;3051.560000;1831.080000;
insertion;350;30989.520000;30640.520000;
hybrid;350;3174.600000;1786.220000;
quick;360;3198.000000;1878.720000;
insertion;360;32702.000000;32343.000000;
hybrid;360;3327.360000;1836.600000;
quick;370;3316.040000;1971.500000;
insertion;370;34412.760000;34043.760000;
hybrid;370;3438.900000;1913.720000;
quick;380;3462.420000;2005.100000;
insertion;380;36323.260000;35944.260000;
hybrid;380;3593.780000;1956.080000;
quick;390;3511.520000;2007.960000;
insertion;390;38046.740000;37657.740000;
hybrid;390;3655.060000;1965.680000;
quick;400;3658.920000;2146.500000;
insertion;400;40535.480000;40136.480000;
hybrid;400;3805.980000;2100.200000;
quick;410;3748.660000;2138.720000;
insertion;410;42081.180000;41672.180000;
hybrid;410;3898.840000;2103.140000;
quick;420;3919.300000;2309.340000;
insertion;420;44200.840000;43781.840000;
hybrid;420;4075.220000;2268.960000;
quick;430;4026.160000;2336.680000;
insertion;430;46403.600000;45974.600000;
hybrid;430;4179.260000;2283.740000;
quick;440;4126.240000;2404.980000;
insertion;440;48544.380000;48105.380000;
hybrid;440;4286.240000;2355.780000;
quick;450;4258.780000;2453.480000;
insertion;450;51240.140000;50791.140000;
hybrid;450;4411.100000;2395.400000;
quick;460;4377.800000;2596.740000;
insertion;460;52684.460000;52225.460000;
hybrid;460;4546.620000;2548.520000;
quick;470;4439.480000;2580.420000;
insertion;470;55525.620000;55056.620000;
hybrid;470;4609.160000;2530.900000;
quick;480;4655.220000;2743.500000;
insertion;480;58178.820000;57699.820000;
hybrid;480;4829.480000;2691.380000;
quick;490;4705.180000;2678.960000;
insertion;490;60434.800000;59945.800000;
hybrid;490;4878.560000;2622.500000;
quick;500;4841.440000;2811.680000;
insertion;500;63100.980000;62601.980000;
hybrid;500;5014.020000;2743.220000;
quick;510;4876.680000;2826.420000;
insertion;510;65306.740000;64797.740000;
hybrid;510;5057.880000;2766.620000;
quick;520;5036.600000;2975.400000;
insertion;520;68118.800000;67599.800000;
hybrid;520;5217.780000;2913.680000;
quick;530;5134.120000;2986.100000;
insertion;530;70254.040000;69725.040000;
hybrid;530;5322.660000;2929.420000;
quick;540;5347.120000;3089.960000;
insertion;540;73272.360000;72733.360000;
hybrid;540;5536.220000;3027.760000;
quick;550;5394.840000;3072.460000;
insertion;550;75802.020000;75253.020000;
hybrid;550;5594.820000;3016.720000;
quick;560;5588.140000;3241.760000;
insertion;560;78583.560000;78024.560000;
hybrid;560;5775.340000;3162.260000;
quick;570;5665.700000;3296.080000;
insertion;570;81627.020000;81058.020000;
hybrid;570;5860.120000;3225.220000;
quick;580;5742.820000;3292.180000;
insertion;580;84181.260000;83602.260000;
hybrid;580;5944.420000;3217.720000;
quick;590;5834.100000;3357.160000;
insertion;590;87787.680000;87198.680000;
hybrid;590;6044.020000;3286.400000;
quick;600;6040.340000;3507.120000;
insertion;600;90699.500000;90100.500000;
hybrid;600;6263.660000;3451.520000;
quick;610;6093.920000;3526.420000;
insertion;610;93129.280000;92520.280000;
hybrid;610;6313.880000;3459.000000;
quick;620;6276.560000;3702.680000;
insertion;620;96631.060000;96012.060000;
hybrid;620;6497.440000;3625.600000;
quick;630;6413.560000;3714.820000;
insertion;630;99510.680000;98881.680000;
hybrid;630;6632.640000;3629.940000;
quick;640;6437.680000;3684.020000;
insertion;640;102884.360000;102245.360000;
hybrid;640;6663.520000;3604.520000;
quick;650;6555.320000;3720.340000;
insertion;650;106133.380000;105484.380000;
hybrid;650;6780.240000;3634.100000;
quick;660;6616.100000;3791.520000;
insertion;660;109693.520000;109034.520000;
hybrid;660;6855.580000;3717.520000;
quick;670;6810.440000;3929.600000;
insertion;670;112498.200000;111829.200000;
hybrid;670;7043.640000;3845.280000;
quick;680;6926.520000;4074.100000;
insertion;680;116294.000000;115615.000000;
hybrid;680;7166.640000;3990.860000;
quick;690;7083.820000;4082.420000;
insertion;690;119513.060000;118824.060000;
hybrid;690;7335.020000;4006.720000;
quick;700;7248.420000;4197.000000;
insertion;700;122997.460000;122298.460000;
hybrid;700;7496.980000;4113.940000;
quick;710;7350.600000;4217.220000;
insertion;710;126911.700000;126202.700000;
hybrid;710;7596.900000;4123.820000;
quick;720;7542.120000;4385.860000;
insertion;720;130035.680000;129316.680000;
hybrid;720;7783.580000;4284.860000;
quick;730;7565.260000;4331.040000;
insertion;730;133928.560000;133199.560000;
hybrid;730;7821.620000;4238.280000;
quick;740;7683.560000;4364.460000;
insertion;740;137358.820000;136619.820000;
hybrid;740;7940.980000;4268.220000;
quick;750;7928.820000;4611.960000;
insertion;750;140634.100000;139885.100000;
hybrid;750;8192.260000;4523.760000;
quick;760;7879.680000;4583.340000;
insertion;760;144844.240000;144085.240000;
hybrid;760;8146.980000;4487.820000;
quick;770;8146.100000;4693.160000;
insertion;770;149821.160000;149052.160000;
hybrid;770;8412.580000;4590.440000;
quick;780;8320.380000;4773.380000;
insertion;780;151482.580000;150703.580000;
hybrid;780;8597.680000;4682.540000;
quick;790;8309.960000;4859.960000;
insertion;790;156027.820000;155238.820000;
hybrid;790;8596.660000;4779.520000;
quick;800;8342.180000;4831.460000;
insertion;800;159203.960000;158404.960000;
hybrid;800;8625.800000;4738.960000;
quick;810;8446.040000;4815.740000;
insertion;810;164427.940000;163618.940000;
hybrid;810;8729.320000;4716.880000;
quick;820;8591.820000;4927.640000;
insertion;820;168726.060000;167907.060000;
hybrid;820;8883.800000;4829.900000;
quick;830;8784.500000;5085.040000;
insertion;830;173024.900000;172195.900000;
hybrid;830;9086.100000;4984.460000;
quick;840;9053.220000;5165.560000;
insertion;840;177142.020000;176303.020000;
hybrid;840;9350.500000;5062.260000;
quick;850;9063.840000;5214.680000;
insertion;850;180923.220000;180074.220000;
hybrid;850;9362.160000;5115.720000;
quick;860;9140.560000;5295.580000;
insertion;860;185699.280000;184840.280000;
hybrid;860;9452.360000;5202.220000;
quick;870;9334.740000;5329.120000;
insertion;870;189737.040000;188868.040000;
hybrid;870;9639.680000;5218.980000;
quick;880;9333.860000;5433.760000;
insertion;880;194843.160000;193964.160000;
hybrid;880;9650.220000;5340.100000;
quick;890;9564.580000;5417.860000;
insertion;890;198139.920000;197250.920000;
hybrid;890;9870.440000;5308.260000;
quick;900;9701.020000;5509.820000;
insertion;900;203011.780000;202112.780000;
hybrid;900;10026.360000;5411.740000;
quick;910;9754.440000;5629.160000;
insertion;910;206679.180000;205770.180000;
hybrid;910;10063.600000;5505.880000;
quick;920;9930.960000;5778.800000;
insertion;920;212168.320000;211249.320000;
hybrid;920;10262.060000;5684.520000;
quick;930;10087.300000;5805.480000;
insertion;930;216326.380000;215397.380000;
hybrid;930;10397.920000;5669.280000;
quick;940;10333.840000;5853.280000;
insertion;940;221721.000000;220782.000000;
hybrid;940;10653.720000;5728.980000;
quick;950;10167.080000;5862.300000;
insertion;950;225970.140000;225021.140000;
hybrid;950;10487.860000;5726.660000;
quick;960;10414.920000;5972.440000;
insertion;960;230953.740000;229994.740000;
hybrid;960;10757.200000;5857.300000;
quick;970;10573.000000;6047.700000;
insertion;970;235500.160000;234531.160000;
hybrid;970;10907.060000;5916.100000;
quick;980;10728.840000;6100.680000;
insertion;980;240945.180000;239966.180000;
hybrid;980;11076.120000;5984.640000;
quick;990;10939.860000;6319.880000;
insertion;990;244655.220000;243666.220000;
hybrid;990;11294.080000;6212.100000;
quick;1000;10829.460000;6050.020000;
insertion;1000;251780.940000;250781.940000;
hybrid;1000;11192.760000;5947.240000;
quick;1010;11250.180000;6335.320000;
insertion;1010;255955.400000;254946.400000;
hybrid;1010;11611.040000;6222.920000;
quick;1020;11328.920000;6394.140000;
insertion;1020;260450.840000;259431.840000;
hybrid;1020;11689.860000;6277.080000;
quick;1030;11306.080000;6512.340000;
insertion;1030;266678.760000;265649.760000;
hybrid;1030;11662.880000;6386.740000;
quick;1040;11477.740000;6662.020000;
insertion;1040;270567.220000;269528.220000;
hybrid;1040;11828.120000;6526.280000;
quick;1050;11649.020000;6721.900000;
insertion;1050;276275.220000;275226.220000;
hybrid;1050;12018.620000;6602.220000;
quick;1060;11909.000000;6894.400000;
insertion;1060;280289.980000;279230.980000;
hybrid;1060;12268.540000;6745.320000;
quick;1070;11811.940000;6617.060000;
insertion;1070;287064.780000;285995.780000;
hybrid;1070;12205.400000;6512.440000;
quick;1080;11888.080000;6843.820000;
insertion;1080;291732.920000;290653.920000;
hybrid;1080;12272.640000;6718.100000;
quick;1090;12162.700000;6867.160000;
insertion;1090;296568.060000;295479.060000;
hybrid;1090;12551.220000;6738.880000;
quick;1100;12145.560000;6879.840000;
insertion;1100;303558.200000;302459.200000;
hybrid;1100;12535.240000;6753.240000;
quick;1110;12382.660000;7088.940000;
insertion;1110;310177.000000;309068.000000;
hybrid;1110;12786.380000;6966.620000;
quick;1120;12597.660000;7113.320000;
insertion;1120;314593.960000;313474.960000;
hybrid;1120;13001.320000;6985.680000;
quick;1130;12597.120000;7194.020000;
insertion;1130;319534.260000;318405.260000;
hybrid;1130;12988.700000;7046.960000;
quick;1140;12770.520000;7454.940000;
insertion;1140;325264.440000;324125.440000;
hybrid;1140;13179.740000;7322.900000;
quick;1150;12848.820000;7228.740000;
insertion;1150;332286.320000;331137.320000;
hybrid;1150;13250.100000;7087.540000;
quick;1160;13157.680000;7544.300000;
insertion;1160;337653.120000;336494.120000;
hybrid;1160;13558.980000;7383.140000;
quick;1170;13260.460000;7534.360000;
insertion;1170;342599.000000;341430.000000;
hybrid;1170;13684.860000;7411.160000;
quick;1180;13285.460000;7460.180000;
insertion;1180;348671.820000;347492.820000;
hybrid;1180;13695.240000;7312.300000;
quick;1190;13291.340000;7724.080000;
insertion;1190;354444.400000;353255.400000;
hybrid;1190;13718.200000;7591.280000;
quick;1200;13754.340000;7739.900000;
insertion;1200;360455.700000;359256.700000;
hybrid;1200;14181.080000;7598.220000;
quick;1210;13964.180000;8048.120000;
insertion;1210;367490.500000;366281.500000;
hybrid;1210;14393.720000;7900.840000;
quick;1220;13982.140000;7830.500000;
insertion;1220;373745.740000;372526.740000;
hybrid;1220;14409.840000;7682.940000;
quick;1230;13932.820000;7789.600000;
insertion;1230;378188.920000;376959.920000;
hybrid;1230;14371.120000;7652.180000;
quick;1240;14194.180000;8118.260000;
insertion;1240;384814.220000;383575.220000;
hybrid;1240;14629.780000;7962.700000;
quick;1250;14315.020000;8261.740000;
insertion;1250;389436.720000;388187.720000;
hybrid;1250;14742.720000;8078.600000;
quick;1260;14510.300000;8279.960000;
insertion;1260;397649.160000;396390.160000;
hybrid;1260;14948.520000;8123.860000;
quick;1270;14514.100000;8296.040000;
insertion;1270;402524.760000;401255.760000;
hybrid;1270;14962.460000;8149.000000;
quick;1280;14758.580000;8408.240000;
insertion;1280;410446.320000;409167.320000;
hybrid;1280;15212.240000;8259.260000;
quick;1290;14829.700000;8420.880000;
insertion;1290;415077.140000;413788.140000;
hybrid;1290;15296.560000;8269.400000;
quick;1300;14998.340000;8551.120000;
insertion;1300;423389.460000;422090.460000;
hybrid;1300;15445.240000;8386.800000;
quick;1310;15012.860000;8427.540000;
insertion;1310;428101.080000;426792.080000;
hybrid;1310;15482.020000;8278.700000;
quick;1320;15273.820000;8483.980000;
insertion;1320;437950.640000;436631.640000;
hybrid;1320;15744.880000;8328.400000;
quick;1330;15343.260000;8734.420000;
insertion;1330;442576.380000;441247.380000;
hybrid;1330;15808.820000;8569.960000;
quick;1340;15669.840000;8865.360000;
insertion;1340;450123.220000;448784.220000;
hybrid;1340;16161.040000;8731.000000;
quick;1350;15597.360000;9005.900000;
insertion;1350;456815.200000;455466.200000;
hybrid;1350;16073.860000;8847.100000;
quick;1360;15797.340000;9107.140000;
insertion;1360;462232.560000;460873.560000;
hybrid;1360;16276.480000;8944.180000;
quick;1370;16140.440000;9099.440000;
insertion;1370;467817.980000;466448.980000;
hybrid;1370;16609.980000;8925.320000;
quick;1380;16041.120000;9051.340000;
insertion;1380;477040.920000;475661.920000;
hybrid;1380;16527.940000;8886.260000;
quick;1390;16366.500000;9402.260000;
insertion;1390;482964.540000;481575.540000;
hybrid;1390;16876.680000;9250.800000;
quick;1400;16239.040000;9441.340000;
insertion;1400;490713.220000;489314.220000;
hybrid;1400;16727.680000;9270.640000;
quick;1410;16038.100000;9106.360000;
insertion;1410;497238.280000;495829.280000;
hybrid;1410;16546.580000;8946.860000;
quick;1420;16838.900000;9557.420000;
insertion;1420;504295.020000;502876.020000;
hybrid;1420;17334.660000;9376.000000;
quick;1430;16961.140000;9832.460000;
insertion;1430;510168.640000;508739.640000;
hybrid;1430;17466.520000;9659.840000;
quick;1440;16843.760000;9609.680000;
insertion;1440;517772.380000;516333.380000;
hybrid;1440;17360.900000;9450.560000;
quick;1450;17136.620000;9940.640000;
insertion;1450;528251.800000;526802.800000;
hybrid;1450;17666.600000;9783.560000;
quick;1460;17089.840000;9773.200000;
insertion;1460;533655.900000;532196.900000;
hybrid;1460;17595.140000;9580.800000;
quick;1470;17497.940000;9775.360000;
insertion;1470;542026.640000;540557.640000;
hybrid;1470;18029.320000;9606.480000;
quick;1480;17473.920000;9936.880000;
insertion;1480;548862.280000;547383.280000;
hybrid;1480;17991.900000;9747.120000;
quick;1490;17547.540000;10056.440000;
insertion;1490;555716.080000;554227.080000;
hybrid;1490;18077.140000;9879.460000;
quick;1500;17557.460000;9770.780000;
insertion;1500;562268.680000;560769.680000;
hybrid;1500;18089.960000;9595.540000;
quick;1510;17834.160000;10092.740000;
insertion;1510;572060.320000;570551.320000;
hybrid;1510;18356.300000;9900.820000;
quick;1520;17908.700000;10048.180000;
insertion;1520;578306.160000;576787.160000;
hybrid;1520;18443.040000;9874.460000;
quick;1530;18110.940000;10281.140000;
insertion;1530;587191.420000;585662.420000;
hybrid;1530;18644.300000;10081.880000;
quick;1540;18532.400000;10696.960000;
insertion;1540;593120.120000;591581.120000;
hybrid;1540;19081.180000;10513.440000;
quick;1550;18269.860000;10235.560000;
insertion;1550;600152.020000;598603.020000;
hybrid;1550;18830.900000;10067.640000;
quick;1560;18547.640000;10322.700000;
insertion;1560;610714.980000;609155.980000;
hybrid;1560;19097.100000;10135.420000;
quick;1570;18933.320000;10754.100000;
insertion;1570;616243.000000;614674.000000;
hybrid;1570;19493.540000;10571.960000;
quick;1580;18622.300000;10564.420000;
insertion;1580;626838.660000;625259.660000;
hybrid;1580;19178.820000;10370.060000;
quick;1590;19060.360000;10647.060000;
insertion;1590;630827.040000;629238.040000;
hybrid;1590;19630.700000;10466.940000;
quick;1600;19226.760000;10929.800000;
insertion;1600;638147.280000;636548.280000;
hybrid;1600;19775.320000;10720.560000;
quick;1610;18942.380000;10825.460000;
insertion;1610;651250.860000;649641.860000;
hybrid;1610;19512.880000;10637.420000;
quick;1620;19394.780000;10880.420000;
insertion;1620;656048.000000;654429.000000;
hybrid;1620;19972.580000;10694.300000;
quick;1630;19459.780000;10695.480000;
insertion;1630;664899.540000;663270.540000;
hybrid;1630;20053.180000;10523.940000;
quick;1640;19475.280000;11059.420000;
insertion;1640;673866.860000;672227.860000;
hybrid;1640;20071.760000;10890.560000;
quick;1650;19853.900000;11269.640000;
insertion;1650;680775.540000;679126.540000;
hybrid;1650;20455.200000;11092.920000;
quick;1660;19736.260000;11170.240000;
insertion;1660;689030.000000;687371.000000;
hybrid;1660;20321.220000;10984.700000;
quick;1670;20168.000000;11139.980000;
insertion;1670;697746.580000;696077.580000;
hybrid;1670;20756.120000;10938.000000;
quick;1680;20145.320000;11715.240000;
insertion;1680;706035.520000;704356.520000;
hybrid;1680;20731.920000;11500.140000;
quick;1690;20371.200000;11658.920000;
insertion;1690;718722.320000;717033.320000;
hybrid;1690;20962.420000;11451.960000;
quick;1700;20322.780000;11364.660000;
insertion;1700;725144.220000;723445.220000;
hybrid;1700;20934.080000;11165.460000;
quick;1710;20272.840000;11656.080000;
insertion;1710;729690.940000;727981.940000;
hybrid;1710;20881.680000;11464.460000;
quick;1720;20812.760000;11851.460000;
insertion;1720;741234.160000;739515.160000;
hybrid;1720;21422.940000;11647.060000;
quick;1730;20756.240000;11878.100000;
insertion;1730;748035.640000;746306.640000;
hybrid;1730;21354.100000;11649.120000;
quick;1740;20943.360000;11961.920000;
insertion;1740;758001.240000;756262.240000;
hybrid;1740;21582.320000;11780.220000;
quick;1750;21248.640000;12063.760000;
insertion;1750;768576.180000;766827.180000;
hybrid;1750;21872.500000;11854.080000;
quick;1760;21327.140000;12224.960000;
insertion;1760;775099.560000;773340.560000;
hybrid;1760;21948.860000;12016.800000;
quick;1770;21481.800000;12325.660000;
insertion;1770;781521.920000;779752.920000;
hybrid;1770;22104.960000;12111.200000;
quick;1780;21509.420000;12227.720000;
insertion;1780;792022.660000;790243.660000;
hybrid;1780;22152.440000;12028.560000;
quick;1790;21841.460000;12095.760000;
insertion;1790;803799.780000;802010.780000;
hybrid;1790;22468.960000;11870.940000;
quick;1800;21868.920000;12168.840000;
insertion;1800;808440.220000;806641.220000;
hybrid;1800;22500.860000;11950.580000;
quick;1810;22201.280000;12515.920000;
insertion;1810;820299.240000;818490.240000;
hybrid;1810;22821.640000;12287.500000;
quick;1820;22499.260000;12945.060000;
insertion;1820;829716.480000;827897.480000;
hybrid;1820;23143.020000;12734.540000;
quick;1830;22409.720000;12405.960000;
insertion;1830;838951.560000;837122.560000;
hybrid;1830;23056.180000;12187.200000;
quick;1840;22473.440000;12627.200000;
insertion;1840;847757.960000;845918.960000;
hybrid;1840;23101.700000;12381.940000;
quick;1850;22798.600000;13104.900000;
insertion;1850;857735.440000;855886.440000;
hybrid;1850;23457.220000;12890.660000;
quick;1860;22556.900000;12861.700000;
insertion;1860;865396.620000;863537.620000;
hybrid;1860;23204.620000;12636.080000;
quick;1870;22850.740000;12979.160000;
insertion;1870;873662.200000;871793.200000;
hybrid;1870;23541.300000;12798.880000;
quick;1880;23440.000000;13117.220000;
insertion;1880;885268.880000;883389.880000;
hybrid;1880;24089.100000;12870.060000;
quick;1890;23254.480000;13264.740000;
insertion;1890;891583.700000;889694.700000;
hybrid;1890;23913.220000;13029.980000;
quick;1900;23323.200000;13075.780000;
insertion;1900;901149.360000;899250.360000;
hybrid;1900;23993.280000;12851.840000;
quick;1910;23501.500000;13241.620000;
insertion;1910;910511.120000;908602.120000;
hybrid;1910;24174.820000;13012.900000;
quick;1920;23523.760000;13103.160000;
insertion;1920;920545.660000;918626.660000;
hybrid;1920;24209.640000;12887.100000;
quick;1930;23650.640000;13258.100000;
insertion;1930;928046.620000;926117.620000;
hybrid;1930;24337.700000;13030.080000;
quick;1940;23939.420000;13401.320000;
insertion;1940;943265.020000;941326.020000;
hybrid;1940;24620.460000;13165.500000;
quick;1950;24014.920000;13623.140000;
insertion;1950;954793.680000;952844.680000;
hybrid;1950;24703.680000;13397.740000;
quick;1960;24258.340000;13601.400000;
insertion;1960;961707.040000;959748.040000;
hybrid;1960;24940.580000;13362.680000;
quick;1970;23997.780000;13625.800000;
insertion;1970;971887.580000;969918.580000;
hybrid;1970;24672.640000;13353.740000;
quick;1980;24094.620000;13537.980000;
insertion;1980;981268.020000;979289.020000;
hybrid;1980;24815.040000;13319.780000;
quick;1990;24355.000000;13863.560000;
insertion;1990;989283.920000;987294.920000;
hybrid;1990;25068.920000;13636.620000;
quick;2000;24674.220000;13782.220000;
insertion;2000;1000548.820000;998549.820000;
hybrid;2000;25366.320000;13525.540000;
