type;n;avg_comparisons;avg_swaps;
quick;910;9744.600000;5607.920000;
insertion;910;207983.640000;207074.640000;
hybrid;910;11740.340000;7644.740000;
quick;920;9951.440000;5713.520000;
insertion;920;211358.740000;210439.740000;
hybrid;920;11912.060000;7721.940000;
quick;930;9997.540000;5697.260000;
insertion;930;217542.200000;216613.200000;
hybrid;930;12009.960000;7790.000000;
quick;940;10142.600000;5924.880000;
insertion;940;221003.060000;220064.060000;
hybrid;940;12239.580000;8073.760000;
quick;950;10367.240000;5932.720000;
insertion;950;226329.520000;225380.520000;
hybrid;950;12373.880000;7983.600000;
quick;960;10652.580000;6059.020000;
insertion;960;230885.480000;229926.480000;
hybrid;960;12774.160000;8240.000000;
quick;970;10558.180000;6015.880000;
insertion;970;236781.860000;235812.860000;
hybrid;970;12595.300000;8118.620000;
quick;980;10604.680000;6131.920000;
insertion;980;240736.220000;239757.220000;
hybrid;980;12757.140000;8348.240000;
quick;990;10752.500000;6206.120000;
insertion;990;246730.020000;245741.020000;
hybrid;990;12940.820000;8446.520000;
quick;1000;10925.200000;6276.620000;
insertion;1000;252006.180000;251007.180000;
hybrid;1000;13051.340000;8447.100000;
quick;1010;11180.320000;6502.280000;
insertion;1010;255098.900000;254089.900000;
hybrid;1010;13380.860000;8751.820000;
quick;1020;11394.980000;6632.300000;
insertion;1020;260793.980000;259774.980000;
hybrid;1020;13584.860000;8898.360000;
quick;1030;11358.180000;6411.860000;
insertion;1030;266616.300000;265587.300000;
hybrid;1030;13604.440000;8708.780000;
quick;1040;11557.200000;6673.940000;
insertion;1040;269459.020000;268420.020000;
hybrid;1040;13807.640000;8975.860000;
quick;1050;11690.440000;6743.340000;
insertion;1050;275789.020000;274740.020000;
hybrid;1050;13953.480000;9050.460000;
quick;1060;11825.300000;6717.440000;
insertion;1060;282539.180000;281480.180000;
hybrid;1060;14094.400000;9044.300000;
quick;1070;11814.300000;6835.680000;
insertion;1070;287226.240000;286157.240000;
hybrid;1070;14142.420000;9201.800000;
quick;1080;12003.620000;6881.880000;
insertion;1080;291917.180000;290838.180000;
hybrid;1080;14338.340000;9259.800000;
quick;1090;12174.440000;6970.480000;
insertion;1090;297980.080000;296891.080000;
hybrid;1090;14522.980000;9365.380000;
quick;1100;12234.500000;7008.360000;
insertion;1100;302647.380000;301548.380000;
hybrid;1100;14630.380000;9457.800000;
quick;1110;12544.060000;7218.680000;
insertion;1110;308783.440000;307674.440000;
hybrid;1110;14942.400000;9687.900000;
quick;1120;12546.460000;7014.740000;
insertion;1120;314282.300000;313163.300000;
hybrid;1120;14986.080000;9507.700000;
quick;1130;12513.900000;7097.800000;
insertion;1130;319694.120000;318565.120000;
hybrid;1130;14957.660000;9605.140000;
quick;1140;12880.560000;7315.180000;
insertion;1140;325646.020000;324507.020000;
hybrid;1140;15364.820000;9855.220000;
quick;1150;12896.920000;7335.820000;
insertion;1150;330963.740000;329814.740000;
hybrid;1150;15394.140000;9890.160000;
quick;1160;12960.980000;7293.820000;
insertion;1160;337941.780000;336782.780000;
hybrid;1160;15480.420000;9886.080000;
quick;1170;13244.660000;7518.000000;
insertion;1170;343018.420000;341849.420000;
hybrid;1170;15766.280000;10100.160000;
quick;1180;13296.060000;7741.320000;
insertion;1180;349426.260000;348247.260000;
hybrid;1180;15825.840000;10328.860000;
quick;1190;13588.060000;7879.620000;
insertion;1190;355197.440000;354008.440000;
hybrid;1190;16133.480000;10493.840000;
quick;1200;13688.520000;7852.040000;
insertion;1200;360829.400000;359630.400000;
hybrid;1200;16263.140000;10498.600000;
quick;1210;13760.040000;7892.500000;
insertion;1210;366317.860000;365108.860000;
hybrid;1210;16418.080000;10615.920000;
quick;1220;14020.760000;8020.520000;
insertion;1220;372890.600000;371671.600000;
hybrid;1220;16660.880000;10740.960000;
quick;1230;13962.680000;7906.500000;
insertion;1230;377921.000000;376692.000000;
hybrid;1230;16573.160000;10571.660000;
quick;1240;14186.560000;8075.500000;
insertion;1240;384612.740000;383373.740000;
hybrid;1240;16791.560000;10752.720000;
quick;1250;14311.360000;8334.960000;
insertion;1250;392231.900000;390982.900000;
hybrid;1250;17025.480000;11125.440000;
quick;1260;14460.500000;8127.180000;
insertion;1260;398254.100000;396995.100000;
hybrid;1260;17216.080000;10949.040000;
quick;1270;14731.140000;8347.960000;
insertion;1270;404179.040000;402910.040000;
hybrid;1270;17464.740000;11153.480000;
quick;1280;14503.460000;8213.780000;
insertion;1280;410720.200000;409441.200000;
hybrid;1280;17226.440000;10986.540000;
quick;1290;14775.620000;8460.120000;
insertion;1290;417806.740000;416517.740000;
hybrid;1290;17595.620000;11355.300000;
quick;1300;15037.360000;8503.180000;
insertion;1300;422690.060000;421391.060000;
hybrid;1300;17869.600000;11407.760000;
quick;1310;14961.740000;8670.820000;
insertion;1310;429360.560000;428051.560000;
hybrid;1310;17814.940000;11574.960000;
quick;1320;15218.000000;8581.760000;
insertion;1320;435288.220000;433969.220000;
hybrid;1320;18069.340000;11500.100000;
quick;1330;15203.340000;8686.200000;
insertion;1330;443252.520000;441923.520000;
hybrid;1330;18078.600000;11622.080000;
quick;1340;15422.800000;8764.520000;
insertion;1340;449713.340000;448374.340000;
hybrid;1340;18335.080000;11733.800000;
quick;1350;15826.800000;8919.920000;
insertion;1350;457628.120000;456279.120000;
hybrid;1350;18748.460000;11923.900000;
quick;1360;15539.700000;9061.620000;
insertion;1360;463567.660000;462208.660000;
hybrid;1360;18499.740000;12091.020000;
quick;1370;15769.420000;8920.700000;
insertion;1370;470339.620000;468970.620000;
hybrid;1370;18776.300000;12003.200000;
quick;1380;16077.300000;9073.240000;
insertion;1380;477324.280000;475945.280000;
hybrid;1380;19033.980000;12116.580000;
quick;1390;16217.380000;9317.620000;
insertion;1390;483261.840000;481872.840000;
hybrid;1390;19177.040000;12331.420000;
quick;1400;16205.880000;9265.080000;
insertion;1400;492535.620000;491136.620000;
hybrid;1400;19216.560000;12339.200000;
quick;1410;16281.060000;9273.100000;
insertion;1410;496253.520000;494844.520000;
hybrid;1410;19329.680000;12389.540000;
quick;1420;16406.740000;9410.780000;
insertion;1420;506243.780000;504824.780000;
hybrid;1420;19452.140000;12542.200000;
quick;1430;16668.240000;9665.660000;
insertion;1430;514204.000000;512775.000000;
hybrid;1430;19701.320000;12746.620000;
quick;1440;16768.340000;9632.180000;
insertion;1440;520850.160000;519411.160000;
hybrid;1440;19852.580000;12779.040000;
quick;1450;16891.200000;9542.240000;
insertion;1450;525517.940000;524068.940000;
hybrid;1450;20009.740000;12722.520000;
quick;1460;17201.280000;9806.560000;
insertion;1460;533098.080000;531639.080000;
hybrid;1460;20308.820000;13001.380000;
quick;1470;16987.560000;9702.320000;
insertion;1470;539349.620000;537880.620000;
hybrid;1470;20183.260000;12980.940000;
quick;1480;17475.280000;10005.100000;
insertion;1480;547697.800000;546218.800000;
hybrid;1480;20688.960000;13331.400000;
quick;1490;17554.180000;9990.720000;
insertion;1490;556212.440000;554723.440000;
hybrid;1490;20754.120000;13266.940000;
quick;1500;17791.420000;10257.880000;
insertion;1500;563100.580000;561601.580000;
hybrid;1500;21063.280000;13643.720000;
quick;1510;17906.280000;10142.820000;
insertion;1510;570841.660000;569332.660000;
hybrid;1510;21170.020000;13484.480000;
quick;1520;18075.660000;10286.540000;
insertion;1520;575709.800000;574190.800000;
hybrid;1520;21400.020000;13695.860000;
quick;1530;18162.940000;10276.880000;
insertion;1530;587249.740000;585720.740000;
hybrid;1530;21479.780000;13682.200000;
quick;1540;18301.700000;10482.220000;
insertion;1540;594345.320000;592806.320000;
hybrid;1540;21578.780000;13820.920000;
quick;1550;18227.760000;10512.840000;
insertion;1550;601603.900000;600054.900000;
hybrid;1550;21544.580000;13934.480000;
quick;1560;18571.920000;10504.940000;
insertion;1560;609700.480000;608141.480000;
hybrid;1560;21925.060000;13943.800000;
quick;1570;18639.580000;10555.820000;
insertion;1570;615104.020000;613535.020000;
hybrid;1570;21985.040000;13966.760000;
quick;1580;18848.120000;10673.040000;
insertion;1580;624162.780000;622583.780000;
hybrid;1580;22281.180000;14184.660000;
quick;1590;18837.240000;10801.920000;
insertion;1590;636338.580000;634749.580000;
hybrid;1590;22347.680000;14404.260000;
quick;1600;18949.980000;10982.020000;
insertion;1600;640028.560000;638429.560000;
hybrid;1600;22428.040000;14566.580000;
quick;1610;18921.860000;10800.440000;
insertion;1610;649502.300000;647893.300000;
hybrid;1610;22394.980000;14347.260000;
quick;1620;19453.240000;10849.380000;
insertion;1620;654093.960000;652474.960000;
hybrid;1620;23044.280000;14537.500000;
quick;1630;19486.820000;11100.460000;
insertion;1630;664528.520000;662899.520000;
hybrid;1630;22948.820000;14637.480000;
quick;1640;19521.180000;10988.380000;
insertion;1640;672313.100000;670674.100000;
hybrid;1640;23018.960000;14554.820000;
quick;1650;19944.160000;11274.960000;
insertion;1650;682353.480000;680704.480000;
hybrid;1650;23467.380000;14863.220000;
quick;1660;19975.520000;11489.160000;
insertion;1660;690159.320000;688500.320000;
hybrid;1660;23541.240000;15121.540000;
quick;1670;19837.840000;11120.100000;
insertion;1670;698419.360000;696750.360000;
hybrid;1670;23488.660000;14877.560000;
quick;1680;19991.220000;11323.240000;
insertion;1680;705581.480000;703902.480000;
hybrid;1680;23676.500000;15108.880000;
quick;1690;20357.420000;11553.520000;
insertion;1690;714449.500000;712760.500000;
hybrid;1690;23990.340000;15306.920000;
quick;1700;20354.720000;11407.720000;
insertion;1700;721778.600000;720079.600000;
hybrid;1700;24035.340000;15156.220000;
quick;1710;20837.600000;11760.540000;
insertion;1710;731117.420000;729408.420000;
hybrid;1710;24609.420000;15628.080000;
quick;1720;20987.500000;11691.840000;
insertion;1720;739477.040000;737758.040000;
hybrid;1720;24748.300000;15559.960000;
quick;1730;20867.740000;11678.180000;
insertion;1730;747805.940000;746076.940000;
hybrid;1730;24620.080000;15542.080000;
quick;1740;21143.700000;11740.040000;
insertion;1740;759825.800000;758086.800000;
hybrid;1740;24955.040000;15659.260000;
quick;1750;21371.560000;12392.260000;
insertion;1750;767121.860000;765372.860000;
hybrid;1750;25184.260000;16304.160000;
quick;1760;21487.880000;11965.860000;
insertion;1760;779714.480000;777955.480000;
hybrid;1760;25329.940000;15902.100000;
quick;1770;21375.720000;11870.960000;
insertion;1770;783333.760000;781564.760000;
hybrid;1770;25296.840000;15913.480000;
quick;1780;21441.620000;12185.580000;
insertion;1780;796085.680000;794306.680000;
hybrid;1780;25250.520000;16104.240000;
quick;1790;21655.680000;12105.440000;
insertion;1790;802376.620000;800587.620000;
hybrid;1790;25528.700000;16071.860000;
quick;1800;21916.420000;12504.360000;
insertion;1800;811023.340000;809224.340000;
hybrid;1800;25748.060000;16399.380000;
quick;1810;22045.020000;12479.440000;
insertion;1810;819056.220000;817247.220000;
hybrid;1810;25948.640000;16481.940000;
quick;1820;22021.040000;12645.500000;
insertion;1820;828471.200000;826652.200000;
hybrid;1820;25967.860000;16676.180000;
quick;1830;22524.340000;12909.160000;
insertion;1830;838510.140000;836681.140000;
hybrid;1830;26496.580000;16980.180000;
quick;1840;22297.240000;12489.300000;
insertion;1840;844663.300000;842824.300000;
hybrid;1840;26305.860000;16609.440000;
quick;1850;22377.320000;12694.340000;
insertion;1850;857560.860000;855711.860000;
hybrid;1850;26328.780000;16726.180000;
quick;1860;22775.680000;12891.400000;
insertion;1860;864015.720000;862156.720000;
hybrid;1860;26765.500000;16977.080000;
quick;1870;22642.860000;12574.040000;
insertion;1870;875579.820000;873710.820000;
hybrid;1870;26703.380000;16731.880000;
quick;1880;22951.280000;12916.360000;
insertion;1880;884921.760000;883042.760000;
hybrid;1880;26978.920000;17031.700000;
quick;1890;23348.440000;13182.980000;
insertion;1890;895355.120000;893466.120000;
hybrid;1890;27513.400000;17457.840000;
quick;1900;23441.740000;13349.400000;
insertion;1900;903513.780000;901614.780000;
hybrid;1900;27556.260000;17582.160000;
quick;1910;23553.720000;13267.940000;
insertion;1910;913688.460000;911779.460000;
hybrid;1910;27702.720000;17510.340000;
quick;1920;23807.640000;13643.840000;
insertion;1920;920558.160000;918639.160000;
hybrid;1920;27936.940000;17890.960000;
quick;1930;23789.080000;13541.460000;
insertion;1930;930611.520000;928682.520000;
hybrid;1930;27953.360000;17810.160000;
quick;1940;23979.580000;13729.640000;
insertion;1940;940043.300000;938104.300000;
hybrid;1940;28229.060000;18090.880000;
quick;1950;23898.840000;13593.540000;
insertion;1950;950884.940000;948935.940000;
hybrid;1950;28138.940000;17940.520000;
quick;1960;24064.500000;13585.440000;
insertion;1960;959098.220000;957139.220000;
hybrid;1960;28342.800000;17975.520000;
quick;1970;24187.160000;13538.760000;
insertion;1970;972196.380000;970227.380000;
hybrid;1970;28441.440000;17875.280000;
quick;1980;24471.440000;13630.060000;
insertion;1980;979781.320000;977802.320000;
hybrid;1980;28845.620000;18120.280000;
quick;1990;24517.320000;13859.960000;
insertion;1990;990265.380000;988276.380000;
hybrid;1990;28822.280000;18269.420000;
quick;2000;24945.760000;14261.280000;
insertion;2000;1000178.740000;998179.740000;
hybrid;2000;29202.220000;18643.020000;
