type;n;avg_comparisons;avg_swaps;
insertion;650;106201.640000;105552.640000;
hybrid;650;6764.180000;3539.280000;
quick;660;6805.460000;3976.260000;
insertion;660;109034.280000;108375.280000;
hybrid;660;6908.540000;3717.440000;
quick;670;6851.240000;4085.560000;
insertion;670;112392.980000;111723.980000;
hybrid;670;6946.200000;3806.900000;
quick;680;7027.520000;4133.280000;
insertion;680;115442.620000;114763.620000;
hybrid;680;7133.760000;3864.140000;
quick;690;7046.440000;4080.280000;
insertion;690;119191.180000;118502.180000;
hybrid;690;7153.580000;3807.040000;
quick;700;7219.860000;4161.000000;
insertion;700;123581.860000;122882.860000;
hybrid;700;7329.800000;3883.240000;
quick;710;7400.400000;4248.280000;
insertion;710;126580.680000;125871.680000;
hybrid;710;7503.640000;3957.940000;
quick;720;7455.800000;4358.280000;
insertion;720;129709.540000;128990.540000;
hybrid;720;7569.420000;4070.560000;
quick;730;7624.980000;4354.360000;
insertion;730;133984.780000;133255.780000;
hybrid;730;7736.280000;4060.600000;
quick;740;7683.280000;4529.940000;
insertion;740;137324.360000;136585.360000;
hybrid;740;7794.680000;4233.640000;
quick;750;7769.500000;4553.320000;
insertion;750;141012.260000;140263.260000;
hybrid;750;7887.260000;4254.300000;
quick;760;7939.560000;4632.860000;
insertion;760;145140.340000;144381.340000;
hybrid;760;8065.320000;4342.360000;
quick;770;7958.240000;4665.300000;
insertion;770;148123.940000;147354.940000;
hybrid;770;8075.060000;4353.420000;
quick;780;8151.400000;4693.820000;
insertion;780;152914.700000;152135.700000;
hybrid;780;8271.120000;4379.680000;
quick;790;8506.880000;4855.840000;
insertion;790;156573.440000;155784.440000;
hybrid;790;8631.420000;4539.860000;
quick;800;8442.620000;4892.300000;
insertion;800;161292.940000;160493.940000;
hybrid;800;8567.900000;4579.560000;
quick;810;8604.040000;4967.680000;
insertion;810;164798.720000;163989.720000;
hybrid;810;8729.540000;4643.360000;
quick;820;8685.900000;4993.780000;
insertion;820;169574.820000;168755.820000;
hybrid;820;8811.620000;4661.480000;
quick;830;8984.420000;5244.400000;
insertion;830;173276.160000;172447.160000;
hybrid;830;9114.020000;4915.540000;
quick;840;8957.580000;5161.800000;
insertion;840;177494.360000;176655.360000;
hybrid;840;9082.660000;4824.320000;
quick;850;9025.120000;5247.620000;
insertion;850;181432.860000;180583.860000;
hybrid;850;9161.780000;4918.180000;
quick;860;9152.060000;5160.740000;
insertion;860;185158.860000;184299.860000;
hybrid;860;9286.720000;4813.860000;
quick;870;9492.440000;5279.220000;
insertion;870;189961.220000;189092.220000;
hybrid;870;9625.740000;4929.400000;
quick;880;9447.400000;5413.740000;
insertion;880;194763.260000;193884.260000;
hybrid;880;9587.320000;5065.740000;
quick;890;9526.540000;5481.560000;
insertion;890;199110.160000;198221.160000;
hybrid;890;9663.100000;5126.380000;
quick;900;9750.680000;5585.020000;
insertion;900;203328.460000;202429.460000;
hybrid;900;9887.240000;5223.020000;
quick;910;9813.160000;5529.160000;
insertion;910;207181.560000;206272.560000;
hybrid;910;9949.440000;5164.480000;
quick;920;10003.160000;5723.740000;
insertion;920;212850.680000;211931.680000;
hybrid;920;10141.400000;5353.840000;
quick;930;10094.340000;5889.620000;
insertion;930;217130.260000;216201.260000;
hybrid;930;10229.880000;5509.300000;
quick;940;10128.100000;5736.520000;
insertion;940;222125.460000;221186.460000;
hybrid;940;10273.620000;5363.620000;
quick;950;10283.040000;5813.000000;
insertion;950;227310.220000;226361.220000;
hybrid;950;10424.060000;5427.100000;
quick;960;10399.780000;6149.120000;
insertion;960;231435.640000;230476.640000;
hybrid;960;10553.880000;5775.540000;
quick;970;10606.900000;5996.180000;
insertion;970;236024.760000;235055.760000;
hybrid;970;10755.160000;5606.680000;
quick;980;10759.180000;6146.560000;
insertion;980;240448.940000;239469.940000;
hybrid;980;10913.160000;5759.800000;
quick;990;10904.420000;6171.800000;
insertion;990;245926.140000;244937.140000;
hybrid;990;11051.800000;5772.100000;
quick;1000;10898.580000;6312.720000;
insertion;1000;250617.040000;249618.040000;
hybrid;1000;11057.600000;5919.340000;
quick;1010;11288.280000;6591.380000;
insertion;1010;254260.500000;253251.500000;
hybrid;1010;11436.580000;6176.000000;
quick;1020;11250.820000;6399.000000;
insertion;1020;261836.640000;260817.640000;
hybrid;1020;11410.540000;5999.860000;
quick;1030;11294.700000;6457.340000;
insertion;1030;265938.280000;264909.280000;
hybrid;1030;11451.000000;6042.000000;
quick;1040;11558.020000;6413.520000;
insertion;1040;271431.880000;270392.880000;
hybrid;1040;11713.500000;5996.620000;
quick;1050;11669.400000;6549.520000;
insertion;1050;277065.660000;276016.660000;
hybrid;1050;11824.580000;6123.000000;
quick;1060;11790.620000;6842.300000;
insertion;1060;281592.700000;280533.700000;
hybrid;1060;11954.920000;6423.840000;
quick;1070;11976.080000;6725.460000;
insertion;1070;287487.180000;286418.180000;
hybrid;1070;12137.280000;6293.960000;
quick;1080;12144.780000;6940.080000;
insertion;1080;291802.060000;290723.060000;
hybrid;1080;12309.240000;6506.400000;
quick;1090;12312.280000;7125.440000;
insertion;1090;297110.220000;296021.220000;
hybrid;1090;12477.200000;6685.500000;
quick;1100;12232.520000;6954.800000;
insertion;1100;303081.060000;301982.060000;
hybrid;1100;12403.140000;6517.520000;
quick;1110;12086.080000;6890.640000;
insertion;1110;309964.840000;308855.840000;
hybrid;1110;12262.580000;6456.860000;
quick;1120;12318.200000;7008.760000;
insertion;1120;313538.020000;312419.020000;
hybrid;1120;12491.200000;6558.120000;
quick;1130;12559.260000;7181.180000;
insertion;1130;319167.560000;318038.560000;
hybrid;1130;12739.460000;6737.580000;
quick;1140;12836.440000;7343.040000;
insertion;1140;326414.380000;325275.380000;
hybrid;1140;13012.980000;6890.140000;
quick;1150;12943.820000;7434.940000;
insertion;1150;332536.180000;331387.180000;
hybrid;1150;13118.740000;6974.360000;
quick;1160;13166.740000;7496.260000;
insertion;1160;335663.380000;334504.380000;
hybrid;1160;13352.120000;7043.140000;
quick;1170;13276.560000;7505.540000;
insertion;1170;342580.380000;341411.380000;
hybrid;1170;13456.180000;7036.540000;
quick;1180;13369.940000;7674.620000;
insertion;1180;348499.020000;347320.020000;
hybrid;1180;13548.380000;7207.780000;
quick;1190;13433.260000;7631.980000;
insertion;1190;355395.580000;354206.580000;
hybrid;1190;13615.880000;7155.200000;
quick;1200;13652.260000;7710.900000;
insertion;1200;359165.400000;357966.400000;
hybrid;1200;13837.420000;7229.820000;
quick;1210;13736.540000;7816.380000;
insertion;1210;366436.520000;365227.520000;
hybrid;1210;13923.140000;7336.240000;
quick;1220;13857.600000;7823.860000;
insertion;1220;374181.920000;372962.920000;
hybrid;1220;14042.060000;7332.640000;
quick;1230;13965.200000;8001.500000;
insertion;1230;378112.140000;376883.140000;
hybrid;1230;14153.480000;7509.580000;
quick;1240;14134.440000;7884.260000;
insertion;1240;384340.740000;383101.740000;
hybrid;1240;14325.600000;7387.540000;
quick;1250;14228.640000;8265.660000;
insertion;1250;391628.400000;390379.400000;
hybrid;1250;14413.620000;7757.860000;
quick;1260;14493.740000;8285.260000;
insertion;1260;399320.580000;398061.580000;
hybrid;1260;14682.560000;7783.200000;
quick;1270;14413.860000;8110.700000;
insertion;1270;403637.020000;402368.020000;
hybrid;1270;14607.380000;7600.340000;
quick;1280;14563.020000;8129.080000;
insertion;1280;409209.540000;407930.540000;
hybrid;1280;14750.300000;7607.440000;
quick;1290;14946.100000;8599.300000;
insertion;1290;415198.800000;413909.800000;
hybrid;1290;15142.860000;8080.000000;
quick;1300;15071.540000;8501.160000;
insertion;1300;424100.940000;422801.940000;
hybrid;1300;15282.120000;7993.720000;
quick;1310;15100.660000;8828.700000;
insertion;1310;427874.180000;426565.180000;
hybrid;1310;15302.020000;8305.820000;
quick;1320;15349.840000;8839.900000;
insertion;1320;437270.040000;435951.040000;
hybrid;1320;15543.840000;8299.980000;
quick;1330;15271.140000;8804.300000;
insertion;1330;443082.480000;441753.480000;
hybrid;1330;15475.800000;8274.060000;
quick;1340;15734.360000;9060.320000;
insertion;1340;449125.460000;447786.460000;
hybrid;1340;15938.600000;8523.880000;
quick;1350;15558.360000;8972.000000;
insertion;1350;456666.120000;455317.120000;
hybrid;1350;15765.440000;8428.700000;
quick;1360;15712.720000;8938.260000;
insertion;1360;461021.740000;459662.740000;
hybrid;1360;15921.720000;8400.140000;
quick;1370;15849.520000;9034.040000;
insertion;1370;469337.700000;467968.700000;
hybrid;1370;16054.400000;8475.140000;
quick;1380;16108.280000;9277.820000;
insertion;1380;476768.140000;475389.140000;
hybrid;1380;16324.380000;8736.180000;
quick;1390;16072.860000;8932.740000;
insertion;1390;484635.260000;483246.260000;
hybrid;1390;16281.600000;8370.700000;
quick;1400;16452.440000;9324.680000;
insertion;1400;490516.720000;489117.720000;
hybrid;1400;16665.720000;8757.740000;
quick;1410;16498.320000;9406.680000;
insertion;1410;497998.260000;496589.260000;
hybrid;1410;16714.060000;8838.060000;
quick;1420;16559.340000;9331.860000;
insertion;1420;504415.480000;502996.480000;
hybrid;1420;16777.660000;8764.220000;
quick;1430;16668.180000;9459.420000;
insertion;1430;513510.660000;512081.660000;
hybrid;1430;16887.140000;8889.040000;
quick;1440;16855.300000;9574.660000;
insertion;1440;520330.700000;518891.700000;
hybrid;1440;17083.200000;9014.160000;
quick;1450;16889.300000;9773.000000;
insertion;1450;525910.040000;524461.040000;
hybrid;1450;17109.240000;9186.520000;
quick;1460;17323.460000;9913.160000;
insertion;1460;534195.520000;532736.520000;
hybrid;1460;17542.540000;9327.740000;
quick;1470;17177.540000;9806.560000;
insertion;1470;543204.080000;541735.080000;
hybrid;1470;17406.860000;9222.580000;
quick;1480;17615.040000;10068.880000;
insertion;1480;547498.880000;546019.880000;
hybrid;1480;17846.500000;9484.340000;
quick;1490;17503.520000;10006.920000;
insertion;1490;557165.520000;555676.520000;
hybrid;1490;17731.660000;9409.360000;
quick;1500;17925.380000;9970.280000;
insertion;1500;562250.820000;560751.820000;
hybrid;1500;18149.040000;9361.440000;
quick;1510;17809.300000;10253.520000;
insertion;1510;570711.940000;569202.940000;
hybrid;1510;18042.560000;9653.280000;
quick;1520;18205.520000;10429.980000;
insertion;1520;580325.400000;578806.400000;
hybrid;1520;18435.480000;9822.680000;
quick;1530;18089.900000;10206.520000;
insertion;1530;583660.900000;582131.900000;
hybrid;1530;18330.240000;9603.420000;
quick;1540;18193.440000;10462.860000;
insertion;1540;593624.480000;592085.480000;
hybrid;1540;18433.540000;9858.000000;
quick;1550;18330.000000;10542.680000;
insertion;1550;600158.600000;598609.600000;
hybrid;1550;18575.860000;9931.660000;
quick;1560;18535.460000;10495.060000;
insertion;1560;610760.180000;609201.180000;
hybrid;1560;18766.120000;9856.080000;
quick;1570;18323.440000;10349.080000;
insertion;1570;618148.100000;616579.100000;
hybrid;1570;18563.580000;9721.480000;
quick;1580;18844.000000;10834.940000;
insertion;1580;624985.660000;623406.660000;
hybrid;1580;19094.020000;10213.340000;
quick;1590;18915.420000;10801.360000;
insertion;1590;631642.520000;630053.520000;
hybrid;1590;19159.880000;10165.680000;
quick;1600;19231.300000;11021.140000;
insertion;1600;640175.880000;638576.880000;
hybrid;1600;19483.720000;10388.220000;
quick;1610;19266.420000;10761.980000;
insertion;1610;650890.420000;649281.420000;
hybrid;1610;19513.380000;10117.160000;
quick;1620;19515.380000;11141.500000;
insertion;1620;654669.700000;653050.700000;
hybrid;1620;19767.180000;10496.740000;
quick;1630;19616.840000;10865.260000;
insertion;1630;665727.060000;664098.060000;
hybrid;1630;19868.020000;10213.820000;
quick;1640;19455.380000;10975.420000;
insertion;1640;675431.640000;673792.640000;
hybrid;1640;19706.140000;10319.460000;
quick;1650;19763.040000;11157.700000;
insertion;1650;681553.280000;679904.280000;
hybrid;1650;20017.120000;10503.160000;
quick;1660;20120.460000;11445.000000;
insertion;1660;690711.760000;689052.760000;
hybrid;1660;20369.840000;10775.220000;
quick;1670;20436.420000;11403.020000;
insertion;1670;698424.920000;696755.920000;
hybrid;1670;20693.440000;10742.480000;
quick;1680;20200.580000;11320.880000;
insertion;1680;705568.880000;703889.880000;
hybrid;1680;20455.680000;10644.600000;
quick;1690;20153.640000;11420.840000;
insertion;1690;714149.300000;712460.300000;
hybrid;1690;20416.340000;10748.540000;
quick;1700;20436.340000;11550.320000;
insertion;1700;724763.120000;723064.120000;
hybrid;1700;20699.940000;10879.440000;
quick;1710;20770.340000;11832.680000;
insertion;1710;734040.400000;732331.400000;
hybrid;1710;21034.480000;11151.260000;
quick;1720;20680.680000;11703.540000;
insertion;1720;742152.560000;740433.560000;
hybrid;1720;20950.800000;11031.300000;
quick;1730;20950.420000;11830.860000;
insertion;1730;749795.360000;748066.360000;
hybrid;1730;21211.380000;11134.080000;
quick;1740;21006.980000;12226.920000;
insertion;1740;756587.960000;754848.960000;
hybrid;1740;21286.080000;11545.340000;
quick;1750;21114.780000;11948.180000;
insertion;1750;767206.860000;765457.860000;
hybrid;1750;21385.460000;11253.320000;
quick;1760;21362.940000;12154.640000;
insertion;1760;773872.220000;772113.220000;
hybrid;1760;21628.260000;11446.560000;
quick;1770;21601.900000;12262.120000;
insertion;1770;784776.480000;783007.480000;
hybrid;1770;21873.660000;11559.180000;
quick;1780;21520.120000;12101.320000;
insertion;1780;794681.280000;792902.280000;
hybrid;1780;21795.400000;11400.540000;
quick;1790;21636.880000;12409.520000;
insertion;1790;804552.440000;802763.440000;
hybrid;1790;21907.960000;11696.760000;
quick;1800;21878.420000;12396.640000;
insertion;1800;813657.140000;811858.140000;
hybrid;1800;22152.900000;11675.240000;
quick;1810;21807.240000;12456.400000;
insertion;1810;817763.960000;815954.960000;
hybrid;1810;22088.760000;11736.660000;
quick;1820;22225.880000;12679.340000;
insertion;1820;829822.480000;828003.480000;
hybrid;1820;22501.000000;11948.000000;
quick;1830;22199.320000;12588.240000;
insertion;1830;836429.380000;834600.380000;
hybrid;1830;22488.520000;11872.680000;
quick;1840;22434.560000;12657.500000;
insertion;1840;848229.440000;846390.440000;
hybrid;1840;22717.100000;11923.240000;
quick;1850;22116.920000;12466.580000;
insertion;1850;858219.100000;856370.100000;
hybrid;1850;22408.340000;11739.580000;
quick;1860;22604.580000;12620.400000;
insertion;1860;869821.660000;867962.660000;
hybrid;1860;22889.160000;11877.260000;
quick;1870;22710.300000;12760.060000;
insertion;1870;880725.540000;878856.540000;
hybrid;1870;22994.660000;12015.460000;
quick;1880;23127.080000;13257.020000;
insertion;1880;883500.100000;881621.100000;
hybrid;1880;23419.020000;12505.740000;
quick;1890;23298.240000;13126.780000;
insertion;1890;896239.880000;894350.880000;
hybrid;1890;23585.940000;12369.080000;
quick;1900;23447.680000;12960.840000;
insertion;1900;899255.760000;897356.760000;
hybrid;1900;23740.080000;12209.260000;
quick;1910;23530.900000;13315.400000;
insertion;1910;915922.580000;914013.580000;
hybrid;1910;23828.380000;12556.840000;
quick;1920;23754.280000;13379.780000;
insertion;1920;918785.160000;916866.160000;
hybrid;1920;24038.560000;12604.240000;
quick;1930;23711.340000;13294.660000;
insertion;1930;932307.000000;930378.000000;
hybrid;1930;24001.340000;12515.520000;
quick;1940;23669.220000;13673.900000;
insertion;1940;940720.780000;938781.780000;
hybrid;1940;23966.020000;12897.720000;
quick;1950;24187.280000;13571.780000;
insertion;1950;954319.840000;952370.840000;
hybrid;1950;24494.320000;12808.100000;
quick;1960;24125.680000;13457.720000;
insertion;1960;958672.400000;956713.400000;
hybrid;1960;24428.440000;12682.860000;
quick;1970;24462.400000;14011.740000;
insertion;1970;970819.920000;968850.920000;
hybrid;1970;24771.940000;13227.680000;
quick;1980;24326.500000;13855.700000;
insertion;1980;980607.460000;978628.460000;
hybrid;1980;24631.580000;13072.380000;
quick;1990;24618.700000;13744.120000;
insertion;1990;991962.480000;989973.480000;
hybrid;1990;24924.560000;12950.980000;
quick;2000;24797.320000;14200.980000;
insertion;2000;1000523.700000;998524.700000;
hybrid;2000;25104.120000;13399.920000;
