type;position;n;time;comps
coefficient;random;69000;0.073409;1.816563
normal;beginning;70000;0.920000;28.560000
normal;middle;70000;0.940000;28.320000
normal;end;70000;0.920000;29.320000
normal;nowhere;70000;1.060000;32.000000
normal;random;70000;1.060000;29.080000
coefficient;beginning;70000;0.057160;1.774457
coefficient;middle;70000;0.058403;1.759545
coefficient;end;70000;0.057160;1.821676
coefficient;nowhere;70000;0.065859;1.988187
coefficient;random;70000;0.065859;1.806765
normal;beginning;71000;1.760000;29.240000
normal;middle;71000;1.760000;28.440000
normal;end;71000;1.700000;29.680000
normal;nowhere;71000;1.420000;32.000000
normal;random;71000;2.000000;29.760000
coefficient;beginning;71000;0.109211;1.814399
coefficient;middle;71000;0.109211;1.764757
coefficient;end;71000;0.105488;1.841702
coefficient;nowhere;71000;0.088114;1.985662
coefficient;random;71000;0.124104;1.846666
normal;beginning;72000;2.340000;29.520000
normal;middle;72000;1.920000;29.000000
normal;end;72000;2.360000;29.480000
normal;nowhere;72000;1.820000;32.000000
normal;random;72000;3.260000;29.520000
coefficient;beginning;72000;0.145020;1.829483
coefficient;middle;72000;0.118991;1.797256
coefficient;end;72000;0.146259;1.827004
coefficient;nowhere;72000;0.112793;1.983179
coefficient;random;72000;0.202036;1.829483
normal;beginning;73000;1.680000;29.520000
normal;middle;73000;1.340000;29.600000
normal;end;73000;1.260000;29.480000
normal;nowhere;73000;1.300000;32.000000
normal;random;73000;1.860000;29.320000
coefficient;beginning;73000;0.103989;1.827229
coefficient;middle;73000;0.082943;1.832181
coefficient;end;73000;0.077991;1.824753
coefficient;nowhere;73000;0.080467;1.980736
coefficient;random;73000;0.115130;1.814850
normal;beginning;74000;1.180000;28.880000
normal;middle;74000;1.360000;29.400000
normal;end;74000;1.360000;29.800000
normal;nowhere;74000;1.240000;32.000000
normal;random;74000;1.640000;29.520000
coefficient;beginning;74000;0.072951;1.785445
coefficient;middle;74000;0.084079;1.817593
coefficient;end;74000;0.084079;1.842322
coefficient;nowhere;74000;0.076660;1.978333
coefficient;random;74000;0.101390;1.825012
normal;beginning;75000;0.960000;28.520000
normal;middle;75000;1.080000;30.080000
normal;end;75000;0.960000;29.480000
normal;nowhere;75000;0.920000;32.000000
normal;random;75000;1.280000;29.160000
coefficient;beginning;75000;0.059279;1.761081
coefficient;middle;75000;0.066689;1.857409
coefficient;end;75000;0.059279;1.820360
coefficient;nowhere;75000;0.056809;1.975967
coefficient;random;75000;0.079039;1.800600
normal;beginning;76000;1.340000;29.520000
normal;middle;76000;1.060000;29.400000
normal;end;76000;1.160000;29.200000
normal;nowhere;76000;0.940000;32.000000
normal;random;76000;1.360000;29.360000
coefficient;beginning;76000;0.082646;1.820681
coefficient;middle;76000;0.065377;1.813280
coefficient;end;76000;0.071544;1.800945
coefficient;nowhere;76000;0.057976;1.973638
coefficient;random;76000;0.083880;1.810813
normal;beginning;77000;1.200000;29.440000
normal;middle;77000;1.120000;29.080000
normal;end;77000;1.160000;28.880000
normal;nowhere;77000;1.060000;32.000000
normal;random;77000;1.940000;29.440000
coefficient;beginning;77000;0.073925;1.813638
coefficient;middle;77000;0.068997;1.791460
coefficient;end;77000;0.071461;1.779139
coefficient;nowhere;77000;0.065301;1.971345
coefficient;random;77000;0.119513;1.813638
normal;beginning;78000;1.060000;29.000000
normal;middle;78000;1.040000;28.840000
normal;end;78000;1.020000;29.400000
normal;nowhere;78000;0.880000;32.000000
normal;random;78000;1.380000;29.240000
coefficient;beginning;78000;0.065226;1.784485
coefficient;middle;78000;0.063995;1.774640
coefficient;end;78000;0.062765;1.809099
coefficient;nowhere;78000;0.054150;1.969087
coefficient;random;78000;0.084917;1.799253
normal;beginning;79000;1.560000;29.040000
normal;middle;79000;1.160000;30.400000
normal;end;79000;1.100000;29.560000
normal;nowhere;79000;0.980000;32.000000
normal;random;79000;1.700000;30.120000
coefficient;beginning;79000;0.095885;1.784928
coefficient;middle;79000;0.071299;1.868520
coefficient;end;79000;0.067611;1.816889
coefficient;nowhere;79000;0.060235;1.966863
coefficient;random;79000;0.104490;1.851309
normal;beginning;80000;0.940000;29.320000
normal;middle;80000;0.940000;30.400000
normal;end;80000;0.820000;30.160000
normal;nowhere;80000;0.840000;32.000000
normal;random;80000;1.040000;30.360000
coefficient;beginning;80000;0.057712;1.800130
coefficient;middle;80000;0.057712;1.866438
coefficient;end;80000;0.050345;1.851703
coefficient;nowhere;80000;0.051573;1.964671
coefficient;random;80000;0.063852;1.863982
normal;beginning;81000;1.220000;29.480000
normal;middle;81000;0.960000;29.320000
normal;end;81000;0.800000;29.360000
normal;nowhere;81000;1.140000;32.000000
normal;random;81000;1.100000;30.080000
coefficient;beginning;81000;0.074821;1.807964
coefficient;middle;81000;0.058875;1.798151
coefficient;end;81000;0.049063;1.800605
coefficient;nowhere;81000;0.069914;1.962512
coefficient;random;81000;0.067461;1.844761
normal;beginning;82000;0.960000;29.920000
normal;middle;82000;0.960000;30.000000
normal;end;82000;0.840000;29.200000
normal;nowhere;82000;0.860000;32.000000
normal;random;82000;1.060000;29.960000
coefficient;beginning;82000;0.058812;1.832959
coefficient;middle;82000;0.058812;1.837860
coefficient;end;82000;0.051460;1.788850
coefficient;nowhere;82000;0.052685;1.960384
coefficient;random;82000;0.064938;1.835409
normal;beginning;83000;0.960000;29.000000
normal;middle;83000;0.920000;29.880000
normal;end;83000;0.900000;30.520000
normal;nowhere;83000;0.820000;32.000000
normal;random;83000;1.200000;30.440000
coefficient;beginning;83000;0.058749;1.774696
coefficient;middle;83000;0.056301;1.828549
coefficient;end;83000;0.055077;1.867715
coefficient;nowhere;83000;0.050181;1.958286
coefficient;random;83000;0.073436;1.862819
normal;beginning;84000;1.100000;30.000000
normal;middle;84000;1.440000;29.720000
normal;end;84000;0.980000;29.320000
normal;nowhere;84000;1.200000;32.000000
normal;random;84000;1.100000;29.880000
coefficient;beginning;84000;0.067245;1.833954
coefficient;middle;84000;0.088030;1.816837
coefficient;end;84000;0.059909;1.792384
coefficient;nowhere;84000;0.073358;1.956217
coefficient;random;84000;0.067245;1.826618
normal;beginning;85000;0.880000;29.560000
normal;middle;85000;0.840000;29.160000
normal;end;85000;0.860000;29.960000
normal;nowhere;85000;0.760000;32.000000
normal;random;85000;0.980000;30.240000
coefficient;beginning;85000;0.053740;1.805172
coefficient;middle;85000;0.051297;1.780744
coefficient;end;85000;0.052519;1.829599
coefficient;nowhere;85000;0.046412;1.954178
coefficient;random;85000;0.059847;1.846698
normal;beginning;86000;0.880000;29.320000
normal;middle;86000;0.840000;30.040000
normal;end;86000;0.860000;29.880000
normal;nowhere;86000;0.780000;32.000000
normal;random;86000;1.000000;30.520000
coefficient;beginning;86000;0.053685;1.788672
coefficient;middle;86000;0.051244;1.832596
coefficient;end;86000;0.052464;1.822835
coefficient;nowhere;86000;0.047584;1.952166
coefficient;random;86000;0.061005;1.861878
normal;beginning;87000;0.900000;29.320000
normal;middle;87000;0.900000;30.160000
normal;end;87000;0.860000;30.320000
normal;nowhere;87000;0.780000;32.000000
normal;random;87000;0.920000;30.040000
coefficient;beginning;87000;0.054849;1.786854
coefficient;middle;87000;0.054849;1.838046
coefficient;end;87000;0.052411;1.847797
coefficient;nowhere;87000;0.047536;1.950182
coefficient;random;87000;0.056068;1.830733
normal;beginning;88000;0.920000;29.440000
normal;middle;88000;0.860000;29.760000
normal;end;88000;0.880000;28.880000
normal;nowhere;88000;0.760000;32.000000
normal;random;88000;1.000000;30.000000
coefficient;beginning;88000;0.056011;1.792366
coefficient;middle;88000;0.052359;1.811848
coefficient;end;88000;0.053576;1.758272
coefficient;nowhere;88000;0.046270;1.948224
coefficient;random;88000;0.060882;1.826460
normal;beginning;89000;1.140000;29.640000
normal;middle;89000;0.860000;29.440000
normal;end;89000;0.920000;30.160000
normal;nowhere;89000;0.880000;32.000000
normal;random;89000;1.220000;30.280000
coefficient;beginning;89000;0.069337;1.802753
coefficient;middle;89000;0.052307;1.790589
coefficient;end;89000;0.055956;1.834381
coefficient;nowhere;89000;0.053523;1.946292
coefficient;random;89000;0.074202;1.841679
normal;beginning;90000;0.880000;30.120000
normal;middle;90000;0.860000;29.840000
normal;end;90000;0.840000;29.480000
normal;nowhere;90000;0.800000;32.000000
normal;random;90000;0.980000;29.880000
coefficient;beginning;90000;0.053471;1.830153
coefficient;middle;90000;0.052255;1.813140
coefficient;end;90000;0.051040;1.791266
coefficient;nowhere;90000;0.048610;1.944386
coefficient;random;90000;0.059547;1.815570
normal;beginning;91000;0.900000;30.320000
normal;middle;91000;0.980000;29.720000
normal;end;91000;0.960000;30.360000
normal;nowhere;91000;0.880000;32.000000
normal;random;91000;1.060000;30.120000
coefficient;beginning;91000;0.054633;1.840523
coefficient;middle;91000;0.059489;1.804101
coefficient;end;91000;0.058275;1.842951
coefficient;nowhere;91000;0.053419;1.942504
coefficient;random;91000;0.064345;1.828382
normal;beginning;92000;0.900000;30.800000
normal;middle;92000;0.820000;30.720000
normal;end;92000;0.960000;30.640000
normal;nowhere;92000;0.740000;32.000000
normal;random;92000;0.960000;29.640000
coefficient;beginning;92000;0.054581;1.867873
coefficient;middle;92000;0.049729;1.863021
coefficient;end;92000;0.058219;1.858169
coefficient;nowhere;92000;0.044877;1.940647
coefficient;random;92000;0.058219;1.797524
normal;beginning;93000;0.900000;29.440000
normal;middle;93000;1.240000;30.040000
normal;end;93000;0.880000;30.120000
normal;nowhere;93000;0.780000;32.000000
normal;random;93000;0.960000;29.720000
coefficient;beginning;93000;0.054529;1.783708
coefficient;middle;93000;0.075129;1.820061
coefficient;end;93000;0.053317;1.824908
coefficient;nowhere;93000;0.047259;1.938813
coefficient;random;93000;0.058164;1.800673
normal;beginning;94000;0.880000;29.960000
normal;middle;94000;0.940000;30.520000
normal;end;94000;0.940000;30.520000
normal;nowhere;94000;0.780000;32.000000
normal;random;94000;0.980000;29.720000
coefficient;beginning;94000;0.053268;1.813518
coefficient;middle;94000;0.056899;1.847416
coefficient;end;94000;0.056899;1.847416
coefficient;nowhere;94000;0.047214;1.937002
coefficient;random;94000;0.059321;1.798991
normal;beginning;95000;0.920000;30.680000
normal;middle;95000;0.840000;30.200000
normal;end;95000;0.800000;30.160000
normal;nowhere;95000;0.800000;32.000000
normal;random;95000;0.960000;29.200000
coefficient;beginning;95000;0.055637;1.855386
coefficient;middle;95000;0.050799;1.826358
coefficient;end;95000;0.048380;1.823939
coefficient;nowhere;95000;0.048380;1.935214
coefficient;random;95000;0.058056;1.765883
normal;beginning;96000;0.900000;30.200000
normal;middle;96000;0.920000;30.520000
normal;end;96000;0.920000;30.560000
normal;nowhere;96000;0.800000;32.000000
normal;random;96000;1.000000;30.280000
coefficient;beginning;96000;0.054378;1.824691
coefficient;middle;96000;0.055587;1.844026
coefficient;end;96000;0.055587;1.846442
coefficient;nowhere;96000;0.048336;1.933448
coefficient;random;96000;0.060420;1.829525
normal;beginning;97000;0.920000;30.200000
normal;middle;97000;0.920000;30.280000
normal;end;97000;0.880000;30.560000
normal;nowhere;97000;0.780000;32.000000
normal;random;97000;0.960000;30.240000
coefficient;beginning;97000;0.055536;1.823044
coefficient;middle;97000;0.055536;1.827874
coefficient;end;97000;0.053122;1.844776
coefficient;nowhere;97000;0.047085;1.931703
coefficient;random;97000;0.057951;1.825459
normal;beginning;98000;0.880000;31.080000
normal;middle;98000;0.900000;30.280000
normal;end;98000;0.960000;30.480000
normal;nowhere;98000;0.780000;32.000000
normal;random;98000;0.900000;29.560000
coefficient;beginning;98000;0.053074;1.874492
coefficient;middle;98000;0.054281;1.826242
coefficient;end;98000;0.057899;1.838305
coefficient;nowhere;98000;0.047043;1.929979
coefficient;random;98000;0.054281;1.782818
normal;beginning;99000;0.900000;30.440000
normal;middle;99000;0.880000;30.760000
normal;end;99000;0.880000;30.360000
normal;nowhere;99000;0.780000;32.000000
normal;random;99000;0.940000;30.400000
coefficient;beginning;99000;0.054233;1.834272
coefficient;middle;99000;0.053028;1.853555
coefficient;end;99000;0.053028;1.829451
coefficient;nowhere;99000;0.047002;1.928275
coefficient;random;99000;0.056643;1.831862
normal;beginning;100000;1.000000;31.080000
normal;middle;100000;0.860000;29.880000
normal;end;100000;0.920000;30.320000
normal;nowhere;100000;0.800000;32.000000
normal;random;100000;0.980000;31.040000
coefficient;beginning;100000;0.060206;1.871202
coefficient;middle;100000;0.051777;1.798955
coefficient;end;100000;0.055390;1.825446
coefficient;nowhere;100000;0.048165;1.926592
coefficient;random;100000;0.059002;1.868794
