type;n;comps;swaps;time
select9;14000;138720.62;78839.56;0.4177648973464966
select3;14100;149693.68;68523.9;0.5378609400987625
select5;14100;131993.14;64577.74;0.449580579996109
select7;14100;132286.54;70657.4;0.4269801580905914
select9;14100;139382.2;79218.68;0.42571169912815093
select3;14200;149400.16;68767.4;0.5397267574071885
select5;14200;134712.14;65231.16;0.4568502217531204
select7;14200;135018.38;71003.28;0.43395780205726625
select9;14200;140055.9;79851.42;0.4263629812002182
select3;14300;152829.94;69771.86;0.5494113999605179
select5;14300;133694.44;65953.2;0.46411609947681426
select7;14300;134398.9;71313.68;0.4336376416683197
select9;14300;140819.3;80501.08;0.42968974113464353
select3;14400;153023.2;70083.34;0.5522840392589569
select5;14400;135889.3;66058.92;0.46337718307971953
select7;14400;136332.54;71741.66;0.43776925921440124
select9;14400;143362.72;80995.08;0.43573537826538083
select3;14500;153822.4;70669.64;0.5550602579116821
select5;14500;134627.82;65914.84;0.46241731762886046
select7;14500;137117.2;72522.32;0.4411136609315872
select9;14500;143189.44;82090.06;0.4364792400598526
select3;14600;154977.5;70978.36;0.5621465808153152
select5;14600;136493.2;67098.46;0.4716214197874069
select7;14600;137908.94;73031.34;0.44538204193115233
select9;14600;144383.36;82866.3;0.43923182010650635
select3;14700;154896.22;71575.72;0.5635553032159806
select5;14700;139099.22;67620.82;0.4764951390028
select7;14700;138694.58;73180.42;0.4528691989183426
select9;14700;144978.94;83147.94;0.4446478199958801
select3;14800;155540.34;71979.44;0.5695243197679519
select5;14800;137558.7;68019.04;0.4759137386083603
select7;14800;139793.1;74225.62;0.45313416063785555
select9;14800;147406.42;83730.34;0.44793843805789946
select3;14900;160021.68;73105.42;0.57780628323555
select5;14900;140146.82;68431.28;0.4791752576828003
select7;14900;141864.22;74401.46;0.45505481779575346
select9;14900;146949.56;83803.24;0.44840009927749636
select3;15000;159570.16;73098.28;0.5768269586563111
select5;15000;141879.24;69229.44;0.48539532363414767
select7;15000;141540.82;74918.84;0.4576293009519577
select9;15000;148157.5;84599.92;0.45112832069396974
select3;15100;159901.22;73806.92;0.5782378792762757
select5;15100;141599.76;69170.38;0.4822843778133392
select7;15100;141633.94;75663.06;0.4555354219675064
select9;15100;149370.04;85949.58;0.45277184128761294
select3;15200;163185.16;73889.88;0.6019438397884369
select5;15200;141828.44;69910.8;0.4873394590616226
select7;15200;142913.92;75914.74;0.4640766799449921
select9;15200;150201.74;86000.1;0.4564221984148025
select3;15300;163227.92;74957.82;0.5890409994125366
select5;15300;144658.46;70372.46;0.4924671810865402
select7;15300;145791.28;76940.68;0.4654339599609375
select9;15300;151167.58;86271.02;0.45792020082473756
select3;15400;163788.28;75093.78;0.5917962193489075
select5;15400;144825.8;71032.84;0.49799335896968844
select7;15400;144942.3;77171.3;0.4656409806013107
select9;15400;152613.9;86608.58;0.4621792596578598
select3;15500;165625.68;75754.62;0.5940432626008988
select5;15500;146200.46;71087.82;0.49765573799610135
select7;15500;147273.08;77489.4;0.47094466030597687
select9;15500;152507.56;86953.36;0.4640555202960968
select3;15600;165195.58;75883.38;0.5924381798505783
select5;15600;147746.66;71996.74;0.49748143553733826
select7;15600;147077.18;78247.86;0.4729606819152832
select9;15600;154414.72;88191.62;0.46632422029972076
select3;15700;166765.6;76216.28;0.5984927386045455
select5;15700;146901.0;71858.18;0.5004840022325516
select7;15700;148859.84;78422.7;0.47772451996803283
select9;15700;154742.76;88299.42;0.4666630572080612
select3;15800;167462.52;76790.94;0.6008855247497559
select5;15800;149457.18;72662.98;0.5057463014125824
select7;15800;149615.74;78845.92;0.47657175958156583
select9;15800;157141.9;89230.56;0.4726596254110336
select3;15900;167422.64;76960.72;0.6038050776720048
select5;15900;149720.54;72811.28;0.5068431967496871
select7;15900;149596.8;79648.76;0.4818499225378037
select9;15900;157081.02;89918.5;0.4747729980945587
select3;16000;169877.04;78021.48;0.6076416563987732
select5;16000;150674.72;73703.16;0.5125711804628372
select7;16000;150744.66;80200.06;0.48495978116989136
select9;16000;159119.12;90459.42;0.4779561996459961
select3;16100;171813.6;78162.26;0.6166617405414582
select5;16100;151988.18;74351.54;0.5170638400316239
select7;16100;151566.34;80840.68;0.4867039769887924
select9;16100;159000.2;90622.4;0.47933875739574433
select3;16200;170471.78;78649.84;0.6151490437984467
select5;16200;153321.88;74765.54;0.5181536418199539
select7;16200;151512.76;80500.4;0.4878235793113708
select9;16200;160280.14;91071.12;0.4817390990257263
select3;16300;174187.26;79770.86;0.6249440813064575
select5;16300;153656.68;75149.94;0.5252491807937623
select7;16300;154380.38;81806.3;0.4933501398563385
select9;16300;160597.76;92061.48;0.4857732784748077
select3;16400;173026.06;80135.4;0.6239925611019135
select5;16400;154366.4;75132.34;0.5238817769289017
select7;16400;155236.44;82382.16;0.4964320176839829
select9;16400;162284.4;92325.1;0.48960537910461427
select3;16500;175341.58;80120.58;0.6275125169754028
select5;16500;155435.3;75587.78;0.5261494821310043
select7;16500;156690.7;83250.38;0.4996916002035141
select9;16500;163816.34;93328.52;0.49628230452537536
select3;16600;176289.1;81115.26;0.632016578912735
select5;16600;156464.86;76397.96;0.5292510014772415
select7;16600;155336.96;82908.52;0.49891002118587496
select9;16600;164560.74;93520.98;0.493889080286026
select3;16700;177484.62;81102.2;0.6366457003355026
select5;16700;157880.44;76682.4;0.5342647194862366
select7;16700;158377.7;83496.52;0.5034152019023895
select9;16700;166625.14;93971.84;0.49889115691185
select3;16800;178931.82;82139.64;0.639257298707962
select5;16800;158687.24;77069.16;0.5351442587375641
select7;16800;158518.02;84608.1;0.507620221376419
select9;16800;166716.1;95139.74;0.503426558971405
select3;16900;179132.9;82080.94;0.6423778575658798
select5;16900;159091.9;77614.06;0.5416733819246292
select7;16900;160603.9;84551.64;0.5114793783426285
select9;16900;167747.68;95687.28;0.5046260786056519
select3;17000;179028.22;81989.54;0.6427998405694961
select5;17000;159786.02;78024.36;0.5413012194633484
select7;17000;161836.08;84941.92;0.5139774972200394
select9;17000;167781.12;95132.24;0.5065013808012009
select3;17100;179856.34;82945.84;0.6481190580129623
select5;17100;161613.36;78460.36;0.5446215200424195
select7;17100;162181.48;85678.96;0.5183862578868866
select9;17100;168249.74;96484.12;0.5094777595996857
select3;17200;182763.44;83983.12;0.6560086798667908
select5;17200;161745.3;78860.52;0.550251539349556
select7;17200;161328.28;86026.82;0.5178442806005478
select9;17200;169609.84;97056.1;0.5134534984827042
select3;17300;185326.84;84656.9;0.6620095008611679
select5;17300;163044.1;79641.48;0.5501089996099472
select7;17300;163506.58;86397.48;0.5235410785675049
select9;17300;171554.24;96977.42;0.5169052803516387
select3;17400;184083.34;84571.58;0.6634982591867447
select5;17400;165238.24;79930.2;0.5565798205137252
select7;17400;164740.98;87263.66;0.5301530992984772
select9;17400;172933.5;98855.0;0.5206975609064102
select3;17500;185511.54;85381.94;0.6691107988357544
select5;17500;165122.98;80298.84;0.5609031784534454
select7;17500;165628.94;87821.2;0.5319678008556366
select9;17500;175980.04;98915.64;0.5267915976047516
select3;17600;187006.76;85633.72;0.6736183607578278
select5;17600;165829.8;80664.04;0.5632209837436676
select7;17600;166301.92;88017.06;0.5343458396196366
select9;17600;176127.54;99246.8;0.5302437001466751
select3;17700;187563.96;86340.44;0.6753703206777573
select5;17700;165932.26;81433.64;0.5650928837060928
select7;17700;167917.26;89057.06;0.5399456006288529
select9;17700;174656.04;99489.5;0.5299791401624679
select3;17800;188430.18;86855.2;0.6769775980710984
select5;17800;168104.44;81417.32;0.5638270998001098
select7;17800;167105.92;88930.46;0.5374072796106338
select9;17800;175675.1;100401.96;0.5302791398763657
select3;17900;189394.04;87077.52;0.6801880586147309
select5;17900;168821.94;82248.78;0.5713710570335389
select7;17900;168770.3;89620.72;0.5408472621440887
select9;17900;178046.76;101096.84;0.5350858020782471
select3;18000;191985.14;87743.66;0.6869296997785568
select5;18000;168145.2;82545.88;0.5726939183473587
select7;18000;169248.98;89745.78;0.5443464022874832
select9;18000;178226.48;102162.6;0.5376537013053894
select3;18100;192797.18;88157.12;0.6899766784906387
select5;18100;169228.4;83289.4;0.5813521003723144
select7;18100;171488.08;90724.36;0.5457355415821076
select9;18100;177760.84;102178.7;0.5410977005958557
select3;18200;192989.24;88909.62;0.6942516607046127
select5;18200;170553.56;83834.14;0.58170205950737
select7;18200;172572.7;91408.84;0.5488457596302032
select9;18200;179386.24;102152.96;0.5440637403726578
select3;18300;193807.3;89564.12;0.697559364438057
select5;18300;172170.78;83939.56;0.5841302210092545
select7;18300;173624.22;91846.14;0.5532297974824906
select9;18300;182637.74;103896.94;0.5477390396595001
select3;18400;196041.04;89960.42;0.7005940401554107
select5;18400;174219.46;84852.12;0.5884286803007126
select7;18400;175532.92;92362.78;0.5576255404949189
select9;18400;182311.22;104183.28;0.5481568193435669
select3;18500;197746.64;90808.22;0.7064175796508789
select5;18500;172758.34;84557.26;0.5858558601140976
select7;18500;174463.38;92237.68;0.55978659927845
select9;18500;183715.74;104409.96;0.5532200002670288
select3;18600;196097.5;90240.72;0.7031668829917908
select5;18600;175013.96;85814.7;0.5907132798433303
select7;18600;175714.02;92583.82;0.5586690390110016
select9;18600;184868.76;104968.86;0.5550339019298554
select3;18700;199019.48;91239.66;0.712233379483223
select5;18700;178958.92;86259.6;0.5963985580205917
select7;18700;178604.46;93804.78;0.5657362228631974
select9;18700;184238.02;105177.32;0.5533152383565902
select3;18800;200776.1;91762.0;0.714959421157837
select5;18800;178633.18;86949.66;0.5991833996772766
select7;18800;178912.08;94660.04;0.5692106586694717
select9;18800;187303.98;106389.5;0.5615906810760498
select3;18900;201495.46;92764.08;0.7206216806173324
select5;18900;177887.34;87392.92;0.6032362419366837
select7;18900;178761.38;94796.78;0.5705314826965332
select9;18900;187695.0;107062.06;0.5644187563657761
select3;19000;201305.98;92378.64;0.7208535188436508
select5;19000;178747.56;87490.82;0.6057613426446915
select7;19000;178918.36;94977.14;0.5740590596199036
select9;19000;187382.66;107248.62;0.5655195987224579
select3;19100;203871.9;93886.74;0.7465240770578384
select5;19100;181176.38;87584.32;0.6085114818811417
select7;19100;180676.14;96133.34;0.5772506368160247
select9;19100;188597.56;107995.64;0.5711352002620697
select3;19200;207520.92;94106.62;0.7334905576705932
select5;19200;180833.1;88180.8;0.6086906218528747
select7;19200;181848.16;96466.9;0.5801535600423813
select9;19200;189705.4;108549.72;0.5723180210590363
select3;19300;206784.46;94604.02;0.7374487394094467
select5;19300;181970.92;88489.74;0.6155001223087311
select7;19300;183017.38;96710.38;0.5867860609292984
select9;19300;192322.08;109317.52;0.5769110810756684
select3;19400;208709.62;95139.9;0.7398819017410279
select5;19400;182505.94;89719.78;0.6190161019563675
select7;19400;184777.4;97365.94;0.5868253582715988
select9;19400;191239.0;109723.0;0.5802945214509964
select3;19500;207857.68;95016.66;0.7415374791622162
select5;19500;183864.22;89558.3;0.6239783215522766
select7;19500;184648.34;97461.78;0.5887916207313537
select9;19500;195294.06;110877.76;0.582877179980278
select3;19600;210681.36;96229.18;0.7527688801288605
select5;19600;184992.94;90308.32;0.6226091820001602
select7;19600;186117.42;98323.4;0.5899776405096054
select9;19600;194727.96;111070.28;0.583600178360939
select3;19700;210377.4;96457.16;0.7503494024276733
select5;19700;185955.54;90701.06;0.6289900797605514
select7;19700;186653.42;98884.24;0.5949166601896286
select9;19700;195328.72;111209.12;0.588275379538536
select3;19800;210738.94;96631.24;0.7505724400281906
select5;19800;188920.64;91273.66;0.631187139749527
select7;19800;185793.94;99455.12;0.5988436990976334
select9;19800;198119.08;111661.86;0.5900008803606034
select3;19900;211913.96;96184.22;0.7547202223539352
select5;19900;187029.2;91877.58;0.6339362806081772
select7;19900;188908.22;99857.56;0.6010571426153183
select9;19900;196552.96;112283.62;0.5907582014799118
select3;20000;213429.7;97599.98;0.7633033001422882
select5;20000;187730.96;91683.96;0.6350826376676559
select7;20000;191254.8;100433.18;0.6045584803819657
select9;20000;198985.16;113150.36;0.5960033994913101
select3;20100;214942.26;98357.34;0.7665367025136948
select5;20100;189162.22;92627.28;0.6389230591058731
select7;20100;190621.18;100754.12;0.6047572827339173
select9;20100;198582.56;113288.36;0.5966522794961929
select3;20200;214544.68;98701.42;0.7672477358579636
select5;20200;192091.5;93419.08;0.6467081207036972
select7;20200;191182.3;101729.02;0.6113288819789886
select9;20200;200567.94;114482.66;0.6054377996921539
select3;20300;216318.94;98944.56;0.7707463592290879
select5;20300;190879.62;93458.92;0.6466574394702911
select7;20300;194702.06;101609.1;0.6139476203918457
select9;20300;200239.26;114286.9;0.6036656391620636
select3;20400;216197.42;99116.14;0.7687935185432434
select5;20400;193455.9;94135.86;0.6477519792318344
select7;20400;192775.96;101988.66;0.6159582024812699
select9;20400;203636.96;115006.1;0.6061272579431534
select3;20500;220896.94;100293.18;0.8051428371667861
select5;20500;191906.84;94934.36;0.654192082285881
select7;20500;193861.34;103541.16;0.6197048026323319
select9;20500;203047.72;115614.96;0.6110152173042297
select3;20600;216623.32;99766.44;0.8134026181697845
select5;20600;194557.02;95563.88;0.6629269820451736
select7;20600;194999.84;104159.66;0.6266829800605774
select9;20600;204456.92;115953.4;0.6199567407369614
select3;20700;218740.12;101230.4;0.7855934596061707
select5;20700;195975.36;95757.5;0.6621760189533233
select7;20700;195873.14;103373.2;0.6243920439481735
select9;20700;205659.34;117625.26;0.6166903978586197
select3;20800;222038.46;101815.32;0.7915892606973648
select5;20800;196423.04;95626.32;0.6624501997232437
select7;20800;197003.3;104314.78;0.6286890810728073
select9;20800;207200.9;117453.72;0.6223483979701996
select3;20900;224402.16;102527.1;0.8016066026687622
select5;20900;197495.08;96429.18;0.6652465379238128
select7;20900;198810.02;104386.52;0.6301210999488831
select9;20900;207204.9;117887.6;0.6221788799762726
select3;21000;223293.48;102478.2;0.8008942180871963
select5;21000;198728.84;97122.96;0.672446300983429
select7;21000;199412.98;105446.88;0.6403549009561539
select9;21000;209642.18;118699.5;0.6426491385698319
select3;21100;224918.16;103166.7;0.8069199991226196
select5;21100;199030.56;97390.92;0.6748211407661437
select7;21100;200344.76;106428.42;0.6406159186363221
select9;21100;211269.82;119544.22;0.6336604821681976
select3;21200;225838.54;104169.6;0.8125247400999069
select5;21200;200373.72;97172.44;0.6796935772895814
select7;21200;201223.68;106189.56;0.6440349221229553
select9;21200;212877.02;119587.34;0.6394680178165436
select3;21300;225800.32;104232.26;0.8497489768266678
select5;21300;202355.92;98219.5;0.7188946014642715
select7;21300;202896.7;107191.4;0.689159877896309
select9;21300;211422.62;120422.62;0.6761247789859772
select3;21400;229852.66;104372.36;0.8262931400537491
select5;21400;201807.04;98934.18;0.6926802772283555
select7;21400;202877.36;107218.68;0.6530045562982559
select9;21400;212032.48;120669.24;0.6503120177984237
select3;21500;228968.38;104922.16;0.8252571803331376
select5;21500;203336.64;99233.4;0.6909674578905105
select7;21500;205011.78;108021.24;0.6558325028419495
select9;21500;212466.0;121279.66;0.6479402822256088
select3;21600;232145.1;106134.08;0.8339058429002761
select5;21600;204440.9;99470.38;0.6995667606592179
select7;21600;205865.58;108469.32;0.6608576613664627
select9;21600;213407.28;121633.18;0.6536688631772996
select3;21700;233193.22;106404.5;0.8318346428871155
select5;21700;204515.62;100003.7;0.6916657412052154
select7;21700;205771.68;109380.86;0.6570730996131897
select9;21700;214218.54;122026.62;0.6508243012428284
select3;21800;235082.02;106965.68;0.8375235605239868
select5;21800;204983.1;100614.68;0.6960313588380813
select7;21800;206113.22;109769.6;0.6632290989160537
select9;21800;216689.7;123118.74;0.6682477623224259
select3;21900;235687.88;107411.3;0.8362440806627274
select5;21900;206974.76;100998.66;0.7004543977975846
select7;21900;208313.22;109984.58;0.6646219384670258
select9;21900;218528.56;124577.66;0.6544380009174346
select3;22000;233335.94;107189.58;0.836710380911827
select5;22000;207557.3;101326.64;0.7026419395208359
select7;22000;207160.76;110648.32;0.6670174580812455
select9;22000;218450.88;124417.3;0.6629457026720047
select3;22100;232992.62;107205.8;0.8365017420053482
select5;22100;207897.22;101796.0;0.7217391586303711
select7;22100;209966.56;110906.9;0.6690752202272415
select9;22100;218141.16;124289.62;0.6599525028467178
select3;22200;238058.1;108716.48;0.8549830597639084
select5;22200;210009.64;102399.92;0.7266905987262726
select7;22200;212226.14;111768.76;0.6808211368322372
select9;22200;221110.92;125989.3;0.670515079498291
select3;22300;238833.92;109206.36;0.8578955197334289
select5;22300;210201.56;102772.34;0.7208031165599823
select7;22300;211717.58;112189.78;0.6799914419651032
select9;22300;223998.98;126717.8;0.672296359539032
select3;22400;239489.18;109607.98;0.8594296222925186
select5;22400;209222.6;103034.3;0.715321678519249
select7;22400;214685.32;113092.3;0.6834183007478714
select9;22400;224274.86;126807.68;0.674442098736763
select3;22500;243596.64;110593.52;0.8673999780416488
select5;22500;211722.98;102587.76;0.7165769219398499
select7;22500;215208.4;112947.44;0.687047598361969
select9;22500;223139.52;126977.68;0.6751215201616287
select3;22600;242183.98;110675.52;0.8654072588682175
select5;22600;213700.1;104246.26;0.7231144589185715
select7;22600;216308.18;113461.04;0.6877759611606598
select9;22600;223718.2;127449.28;0.6753092414140701
select3;22700;241188.7;111028.44;0.8701759392023086
select5;22700;214542.3;105277.58;0.7306729614734649
select7;22700;213760.0;113459.58;0.6890119963884354
select9;22700;224760.18;127931.46;0.6796722388267518
select3;22800;241818.48;110683.5;0.8692243605852127
select5;22800;215609.08;105620.32;0.7302688580751419
select7;22800;217898.46;114906.36;0.6956433588266373
select9;22800;225932.92;129112.98;0.6855480420589447
select3;22900;246620.2;112439.66;0.8764606595039368
select5;22900;216485.3;105676.06;0.7331948602199554
select7;22900;214906.62;115366.76;0.6934038197994232
select9;22900;228178.96;129354.3;0.6857085764408112
select3;23000;243019.78;112814.08;0.8788484990596771
select5;23000;216399.16;106062.64;0.7460240775346756
select7;23000;221093.92;116216.72;0.6971150016784669
select9;23000;228506.72;130127.26;0.6862164801359176
select3;23100;246049.84;113024.12;0.8802980822324753
select5;23100;219566.38;106948.9;0.7365392589569092
select7;23100;221769.28;116776.78;0.7000141608715057
select9;23100;230916.22;131071.72;0.6894620770215988
select3;23200;248813.1;113823.2;0.8829901176691055
select5;23200;218155.58;107155.98;0.7339210796356201
select7;23200;220038.44;116640.8;0.7008185809850693
select9;23200;230301.24;131475.2;0.6896019220352173
select3;23300;250643.92;114522.64;0.8914272367954255
select5;23300;221060.68;107747.48;0.7430164217948914
select7;23300;220142.44;116406.4;0.7013874006271362
select9;23300;231223.32;131687.52;0.6930824184417724
select3;23400;250861.18;114481.64;0.8870071417093277
select5;23400;220323.34;107377.52;0.7405489408969879
select7;23400;224535.44;117979.24;0.707701582312584
select9;23400;232122.16;132776.74;0.6970460021495819
select3;23500;252875.1;115409.46;0.9099585205316544
select5;23500;221386.58;108552.92;0.7447921401262283
select7;23500;224889.0;117957.12;0.709511079788208
select9;23500;233330.58;133157.62;0.7026852387189865
select3;23600;253299.1;115679.14;0.8993191593885421
select5;23600;223372.28;108500.78;0.7515909618139267
select7;23600;223753.84;117973.96;0.7108065187931061
select9;23600;236275.58;133891.02;0.705751839876175
select3;23700;252355.02;115809.72;0.9018034607172012
select5;23700;224975.28;108696.96;0.7529417389631271
select7;23700;225585.74;118783.58;0.7155017191171646
select9;23700;236002.52;134294.76;0.7074183171987534
select3;23800;254742.88;116787.34;0.9046137392520904
select5;23800;222925.06;108954.46;0.7520644974708557
select7;23800;225380.84;119742.14;0.7141297805309296
select9;23800;238632.44;135114.44;0.7126639801263809
select3;23900;255572.9;117341.34;0.9107020211219787
select5;23900;227861.94;110294.66;0.7615398991107941
select7;23900;225933.38;119851.04;0.7280118381977081
select9;23900;237915.1;134597.42;0.7098222583532333
select3;24000;258276.42;117790.7;0.9142677170038224
select5;24000;225894.84;110354.56;0.7618602800369263
select7;24000;228423.42;120279.46;0.7243462419509887
select9;24000;237274.22;135049.5;0.7151996207237243
select3;24100;255594.5;117570.1;0.910560919046402
select5;24100;226812.12;110744.42;0.7621534615755081
select7;24100;228221.82;120450.82;0.7259476393461227
select9;24100;242044.3;137175.68;0.7209677809476852
select3;24200;259563.66;119135.8;0.919399099946022
select5;24200;228293.46;111946.38;0.7740920817852021
select7;24200;230403.8;122061.68;0.7287741786241532
select9;24200;240666.6;136522.16;0.7201110595464706
select3;24300;261368.48;119666.84;0.925209139585495
select5;24300;230908.34;111941.4;0.7721312606334686
select7;24300;228759.24;121829.68;0.7302222961187362
select9;24300;242075.98;137551.56;0.7288800191879272
select3;24400;262153.1;119723.04;0.9444418168067932
select5;24400;232056.3;113677.0;0.7862949389219284
select7;24400;231385.42;122647.02;0.740846739411354
select9;24400;243622.48;139178.12;0.7389263206720352
select3;24500;261298.22;119256.2;0.927010897397995
select5;24500;227152.14;112740.7;0.7773134994506836
select7;24500;233328.0;123420.9;0.7393580806255341
select9;24500;243461.26;138386.26;0.7296623992919922
select3;24600;263867.94;120752.44;0.9410338592529297
select5;24600;233991.06;114688.1;0.7910729813575744
select7;24600;233675.04;123381.54;0.7392776608467102
select9;24600;245804.38;139497.84;0.7309893381595611
select3;24700;264632.5;121288.58;0.9442395412921906
select5;24700;232453.16;114631.4;0.7862954181432724
select7;24700;234444.8;124280.52;0.7424417394399643
select9;24700;245125.04;139117.82;0.7351768201589585
select3;24800;263775.78;121053.5;0.9421574640274047
select5;24800;233555.22;115275.54;0.7951061195135116
select7;24800;234180.12;124677.52;0.7463333183526992
select9;24800;247448.6;139790.3;0.7403628420829773
select3;24900;266232.44;122346.32;0.9463248187303543
select5;24900;236036.34;115051.46;0.791004343032837
select7;24900;238413.68;124925.34;0.7499276411533355
select9;24900;247489.64;140577.84;0.7447739201784134
select3;25000;268051.82;122879.12;0.9516629207134247
select5;25000;237292.24;115450.04;0.7970020025968552
select7;25000;236416.86;125861.36;0.7518212002515793
select9;25000;247734.26;141542.8;0.7436973613500595
select3;25100;266638.96;122581.08;0.9518435603380203
select5;25100;236814.16;115909.32;0.8031030833721161
select7;25100;238665.02;126576.84;0.7612716394662857
select9;25100;249219.74;142061.68;0.7489841991662979
select3;25200;268029.3;123140.74;0.9519725185632706
select5;25200;237529.72;116703.56;0.8009059792757034
select7;25200;240416.4;127371.8;0.7578108406066895
select9;25200;249927.5;143456.82;0.7484134000539779
select3;25300;273069.3;123794.06;0.9636406999826431
select5;25300;238451.4;116759.68;0.8027829802036286
select7;25300;238859.32;127675.22;0.7625303560495377
select9;25300;251974.18;143068.9;0.7550973820686341
select3;25400;271952.92;124665.5;0.9643103438615799
select5;25400;240667.7;117976.5;0.8071353787183762
select7;25400;240187.64;127510.96;0.7652399384975433
select9;25400;254515.34;144538.1;0.7581679397821426
select3;25500;274211.98;125635.56;0.9745955193042755
select5;25500;244336.98;117928.08;0.8138485211133957
select7;25500;242562.4;127846.08;0.7788148593902587
select9;25500;253569.6;144703.94;0.7601005208492279
select3;25600;276172.78;126047.16;0.9730328810214997
select5;25600;246487.94;118702.84;0.8160923010110855
select7;25600;243131.38;129093.48;0.7670105409622192
select9;25600;256572.52;145095.04;0.7730164593458175
select3;25700;276601.74;125911.18;0.9748440033197403
select5;25700;244311.94;118136.38;0.8149479174613953
select7;25700;242740.54;128758.88;0.773092759847641
select9;25700;256601.38;146077.04;0.7663249409198761
select3;25800;276549.36;126493.1;0.9791657215356827
select5;25800;242239.0;118990.08;0.8157407999038696
select7;25800;241810.48;129299.98;0.7711963176727294
select9;25800;255227.96;145665.18;0.7629055213928223
select3;25900;274889.72;126628.5;0.9819540393352508
select5;25900;245136.7;119580.66;0.8251764380931854
select7;25900;246096.32;129405.74;0.7784970217943191
select9;25900;259193.14;146801.6;0.7715951013565063
select3;26000;280102.94;128125.84;0.9902911603450775
select5;26000;247576.3;120113.24;0.8261482793092728
select7;26000;246303.38;130237.24;0.7786256814002991
select9;26000;256087.84;147309.02;0.7737394976615906
select3;26100;280187.58;127697.1;1.0079919391870498
select5;26100;248208.22;120282.48;0.8290954607725144
select7;26100;248669.1;130766.12;0.7848670595884323
select9;26100;259443.94;148381.04;0.7801575982570648
select3;26200;280836.04;128350.8;0.9929897171258927
select5;26200;246663.08;120718.64;0.8301772409677506
select7;26200;247378.4;131451.64;0.7852517390251159
select9;26200;259028.9;147686.58;0.7763848984241486
select3;26300;283612.62;129660.44;1.003603060245514
select5;26300;248634.28;121559.54;0.8369849371910095
select7;26300;249444.96;131882.32;0.7904995036125183
select9;26300;262787.04;148002.36;0.7850735408067703
select3;26400;282450.1;128708.58;0.9959492802619934
select5;26400;250352.6;122220.82;0.8415938371419907
select7;26400;250587.4;132548.42;0.7948130410909653
select9;26400;263786.16;149423.9;0.7850485622882843
select3;26500;283576.52;130376.6;1.0079254794120789
select5;26500;250135.14;123219.76;0.8457740408182144
select7;26500;250987.34;133281.52;0.797518298625946
select9;26500;262824.74;149814.36;0.787500496506691
select3;26600;283326.88;129599.82;1.0050047212839126
select5;26600;250899.24;122981.52;0.844166858792305
select7;26600;255953.96;133835.98;0.801404640674591
select9;26600;265248.46;150310.64;0.7907626378536224
select3;26700;288778.28;130916.28;1.014072920680046
select5;26700;252805.22;122896.3;0.8442675596475602
select7;26700;254129.94;134423.1;0.8008262830972671
select9;26700;265143.82;151371.48;0.7948882007598876
select3;26800;285137.48;131103.36;1.0254948794841767
select5;26800;253972.4;123897.1;0.8507054966688156
select7;26800;254073.34;134038.46;0.8071148002147674
select9;26800;266268.52;151437.04;0.7972920399904251
select3;26900;287789.78;132339.98;1.0605707794427872
select5;26900;254485.32;124713.12;0.8996697783470153
select7;26900;257148.7;134714.52;0.8527671980857849
select9;26900;267740.58;151789.4;0.8279730176925659
select3;27000;289110.48;132709.08;1.0466439801454543
select5;27000;256451.9;124502.74;0.873485923409462
select7;27000;255254.12;135446.84;0.8283362406492233
select9;27000;272347.8;152611.74;0.8212417399883271
select3;27100;292212.6;133415.64;1.0447838991880416
select5;27100;257539.44;125187.6;0.874779897928238
select7;27100;259552.6;136405.08;0.8227512621879578
select9;27100;273485.4;153408.48;0.8155666005611419
select3;27200;293450.04;133857.74;1.0342922008037567
select5;27200;257758.36;125205.56;0.8597648614645004
select7;27200;259588.72;137062.26;0.818340595960617
select9;27200;271313.04;153542.92;0.8095600205659866
select3;27300;290965.12;133759.62;1.0402623587846755
select5;27300;255886.14;125411.5;0.8673250979185104
select7;27300;258673.16;136984.32;0.8215262812376022
select9;27300;270263.66;154123.68;0.8162426024675369
select3;27400;294975.18;134181.3;1.0446557426452636
select5;27400;259025.36;126396.62;0.8752157425880432
select7;27400;260845.32;137634.44;0.8283808809518814
select9;27400;272440.22;154869.06;0.8204927814006805
select3;27500;295055.56;135006.26;1.045326219201088
select5;27500;259533.78;128048.08;0.8747733217477799
select7;27500;261895.14;138476.3;0.8285524010658264
select9;27500;273849.36;156650.76;0.8213466018438339
select3;27600;295337.36;135913.12;1.064736421108246
select5;27600;261990.86;128367.06;0.8884648817777634
select7;27600;262815.94;138904.64;0.841738479733467
select9;27600;274875.26;156147.28;0.8347514975070953
select3;27700;297328.86;135918.22;1.15847413957119
select5;27700;262843.36;128365.9;0.9670005035400391
select7;27700;262274.14;139102.9;0.9171305376291276
select9;27700;272767.86;156452.46;0.9163071811199188
select3;27800;295157.52;134283.36;1.0733101987838745
select5;27800;265512.68;128692.68;0.9132663822174072
select7;27800;265639.1;140372.2;0.8681267803907394
select9;27800;276808.96;158550.92;0.8583649808168411
select3;27900;296490.74;136644.98;1.0855739951133727
select5;27900;263786.24;128930.02;0.90872693836689
select7;27900;265101.54;140356.98;0.8590140998363495
select9;27900;279569.18;158830.06;0.8563983196020126
select3;28000;300578.34;137437.98;1.0885256791114808
select5;28000;264533.6;129403.04;0.9086988604068756
select7;28000;268114.24;141072.46;0.8611911779642105
select9;28000;281156.88;160049.0;0.8513764399290085
